s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_4,nefashot5_9,nefashot10_14,nefashot15_17,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,pitua,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,dvd,computer,a_conditioner,c_heating,f_heating,water_heating,security_room,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Social_Transfer_in_Kind_Total,STIK_From_Education,STIK_From_Health,STIK_From_Welfare,STIK_From_property_tax,Mortgage_balance_or_housing_loan,Net_property_value,religion
2015,18,2,2015,1,420.00350952,4,3.2,3,,,,1,1,3,1,2,1,9700,42,5,,4,5,4,0,1,1,1,1,0,1,1,1,1,4,0,3,2,2,2,1,1,1,2,2,0,1,2,1,1,2,2,1,0,3597955,2,7,7,0,0,0,0,9,37048,30708,38702,6340,26563,38562,0,0,139,38562,0,139,0,0,0,16174,17408,4980,0,0,0,139,0,0,0,0,0,0,0,0,7994,4720,1649,1625,32903,5071,1254,6700,1734,453,0,1016,1568,14902,204,1,4069,2496.9801065,1571.7,0,0,,3597955,1
2015,26,2,2015,1,348.21090698,5,3.75,3,,,1,1,2,3,1,2,1,9700,42,5,,4,5,4,0,1,1,1,1,0,1,1,1,1,5,1,4,1,2,2,2,1,1,2,1,0,1,2,1,1,2,2,,1,,,5,5,1,0,2,2,6,26400,25473,29682,927,29213,24423,4980,0,279,24423,0,279,0,0,0,16070,7828,526,0,0,0,279,0,0,0,0,0,0,0,0,4209,2271,951,987,30140,2782,440,6055,2637,5518,1764,1182,999,7534,1230,1,5880,4092.022115,1787.5,0,0,,1500000,1
2015,34,2,2015,1,471.21130371,5,3.75,2,1,1,1,,3,2,1,1,1,9700,42,5,,4,5,4,0,1,1,1,2,0,1,1,1,1,4,4,7,4,2,2,1,1,1,2,1,3,2,2,1,1,2,2,1,0,5200000,2,7,6,0,0,0,0,10,80117,74270,124629,5847,102228,123912,0,0,717,54191,0,717,0,0,0,0,54191,0,69721,0,0,418,0,0,0,299,0,0,0,0,50359,39017,7244,4098,108074,4149,1386,5823,11701,7087,18637,5496,11449,22126,20219,2,7844,4785.1260255,1618.5,1369.68746,71,378459,4821541,1
2015,42,2,2015,1,109.83789825,2,2,0,,,,,,2,,2,1,9700,42,5,,4,5,4,0,0,1,1,1,0,0,1,0,1,2,0,1,1,2,2,2,1,1,2,2,1,0,2,1,1,2,,,0,,,2,2,1,0,1,2,2,6455,6455,6661,0,4244,0,0,0,6661,0,0,5458,1202,0,0,0,0,0,0,0,0,0,5458,0,0,0,0,0,0,0,206,0,0,206,4244,472,315,1312,250,0,401,754,211,529,0,1,8173,0,2761.2,5197.8374649,214,,0,1
2015,59,2,2015,1,145,7,4.75,1,1,1,2,1,5,2,1,1,1,9700,42,5,,4,5,4,1,0,0,0,2,0,0,1,1,1,2,0,2,5,2,2,1,2,1,2,2,0,1,2,1,1,2,1,,0,,,5,5,1,0,1,2,1,6813,6813,7125,0,25476,6428,0,0,697,6428,0,697,0,0,0,6428,0,0,0,0,0,697,0,0,0,0,0,0,0,0,312,6,89,217,25476,4651,1060,2018,977,154,120,572,12723,2002,1199,6,12914,9779.0862385,2243.8,882.3278489,9,,0,1
2015,67,1,2015,1,317.2565918,2,2,2,,,,,,2,1,1,1,0000,62,8,3,2,1,1,0,1,1,1,1,0,0,1,0,0,0,0,2,0,2,2,1,2,2,2,2,1,0,2,1,,2,,,0,,,4,4,1,0,1,2,5,11471,11471,12006,0,6462,12006,0,0,0,12006,0,0,0,0,0,6751,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,137,398,6462,536,255,802,630,404,695,480,1189,384,1086,1,4544,2849.1069325,646.1,882.3278489,166,,0,1
2015,75,1,2015,1,433.6355896,1,1.25,0,,,,,,1,1,,3,0000,62,8,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,0,0,2,2,,1,,,0,,,3,3,1,0,1,2,1,2280,2280,2382,0,1137,0,0,0,2382,0,0,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,0,0,0,0,102,0,0,102,1137,59,0,107,185,0,0,58,218,69,442,1,2648,0,241.8,2252.0153089,154,,0,5
2015,83,1,2015,1,236.29269409,6,4.25,2,2,2,,,4,2,1,1,1,0000,62,8,3,2,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,3,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,0,650000,3,4,4,0,0,0,0,5,22763,20037,21709,2726,17358,21154,0,0,556,21154,0,556,0,0,0,16368,4786,0,0,0,0,556,0,0,0,0,0,0,0,0,1672,0,808,864,19707,3512,588,2498,1362,1060,1063,913,4419,4237,55,2,8524,6380.168034,2143.7,0,0,384241,265759,1
2015,91,2,2015,1,125.55599976,2,2,1,,,,,,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,1,1,1,1,2,0,2,1,2,2,1,1,1,2,2,2,0,2,1,1,2,1,1,0,969593,3,4,4,0,0,0,0,9,21260,18491,22903,2769,13247,17138,0,3685,2080,17138,0,2080,0,0,0,17138,0,0,0,3685,0,0,2080,0,0,0,0,0,0,0,4412,2625,839,948,16016,1227,917,6526,999,133,0,2254,1223,1957,779,1,3134,0,3029,0,105,,969593,1
2015,109,2,2015,1,223.68260193,6,4.25,2,1,2,1,,4,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,0,1,1,0,3,2,1,1,2,2,1,1,1,2,2,3,0,2,1,1,2,1,1,0,980000,3,5,5,0,0,0,0,5,24360,19511,22582,4849,13703,22025,0,0,558,22025,0,558,0,0,0,9253,12771,0,0,0,0,558,0,0,0,0,0,0,0,0,3071,1356,821,894,18115,2771,664,4412,1812,1029,358,1342,2594,1799,1333,1,8199,6380.168034,1818.7,0,0,175466,804534,1
2015,117,1,2015,1,251.2928009,2,2,1,,,,,,2,1,1,1,0000,62,8,3,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,1,0,2,2,,2,,,0,,,3,3,1,0,2,2,1,3598,3598,3870,0,3729,2778,0,0,1092,2778,0,0,1092,0,0,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,38,234,3729,247,62,1202,149,0,50,113,1056,849,0,3,3451,2849.1069325,457.6,0,144,,0,1
2015,125,1,2015,1,148.50720215,1,1.25,0,,,,,,1,,1,1,0000,62,8,3,2,1,1,0,1,1,1,1,1,0,1,0,1,2,1,0,2,2,2,1,2,1,2,2,0,0,2,2,1,1,,1,0,700000,1,5,5,0,0,0,0,6,8781,5694,6054,3087,5435,0,0,3970,2084,0,0,2084,0,0,0,0,0,0,0,3970,0,0,0,2084,0,0,0,0,0,0,360,258,0,102,8522,437,214,4590,756,135,174,607,1316,204,87,2,5420,0,913.9,4435.9255211,70,,700000,1
2015,133,1,2015,1,649.11572266,1,1.25,0,,,,,,1,1,,1,7100,61,4,3,3,3,2,0,1,1,1,1,0,1,1,1,1,3,1,0,2,2,2,2,1,1,2,2,1,0,2,1,1,1,2,,0,,,3,3,1,0,2,2,5,7506,7506,7701,0,6783,1985,3632,0,2084,0,0,2084,0,0,0,0,0,0,1985,0,0,0,2084,0,0,0,0,0,0,0,195,0,0,195,6783,745,0,2284,841,0,0,93,395,820,1607,1,1700,0,1648.4,0,52,,0,1
2015,141,1,2015,1,1397.8630371,1,1.25,1,,,,,,1,1,,1,7100,61,4,3,3,3,2,0,1,0,1,1,0,0,1,0,0,2,1,1,1,2,2,1,2,1,2,2,0,0,2,2,,1,1,,0,,,2,2,1,0,2,2,4,5910,5910,6948,0,9630,6948,0,0,0,0,0,0,0,0,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,1038,248,543,247,9630,1288,215,1986,591,407,2880,107,150,1319,686,2,216,0,215.8,0,0,,0,1
2015,158,2,2015,1,297.7612915,5,3.75,2,1,,1,,2,3,2,1,1,7100,61,4,3,3,3,2,0,1,1,1,1,0,1,1,1,1,3,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,0,2800000,3,6,6,0,0,0,0,8,36679,28401,39192,8278,10644,38913,0,0,279,38913,0,279,0,0,0,29859,9055,0,0,0,0,279,0,0,0,0,0,0,0,0,10791,6885,2065,1841,18922,2324,705,4358,2498,311,952,804,960,6011,0,2,7877,4092.022115,1712.1,2072.691289,0,728008,2071992,1
2015,166,2,2015,1,352.14459229,2,2,0,,,,,,2,1,1,1,4000,31,3,,4,3,4,0,1,0,1,1,0,0,1,0,0,2,1,1,2,2,2,1,2,1,2,1,0,0,2,1,1,1,,1,0,808420,3,3,3,0,0,0,0,2,6425,4061,4164,2364,2001,0,0,0,4164,0,0,4164,0,0,0,0,0,0,0,0,0,0,4164,0,0,0,0,0,0,0,103,0,0,103,4365,653,79,2364,275,206,36,264,274,164,50,1,3991,0,3953.3,0,38,25399,783021,1
2015,174,2,2015,1,330.88409424,4,3.2,2,,1,1,,2,2,1,1,1,0000,31,6,,4,3,3,0,1,1,1,1,0,0,1,0,0,4,0,2,1,2,2,1,1,1,2,2,1,0,2,1,1,2,2,1,0,1200000,3,4,4,0,0,0,0,7,23228,19898,23572,3330,21469,23293,0,0,279,23293,0,279,0,0,0,8584,14708,0,0,0,0,279,0,0,0,0,0,0,0,0,3674,1809,909,956,24503,2865,378,3072,2203,243,601,564,11011,3027,540,2,4520,3190.084017,1329.9,0,0,497207,702793,1
2015,182,2,2015,1,311.96450806,4,3.2,2,,,,1,1,3,2,1,1,0000,31,6,,4,3,3,0,1,1,1,1,0,0,1,0,0,3,0,1,1,2,2,1,1,1,2,2,0,0,2,1,1,2,1,1,0,1000000,2,4,4,0,0,0,0,5,19523,16489,21410,3034,13110,21271,0,0,139,4338,0,139,0,0,0,0,4338,0,16932,0,0,139,0,0,0,0,0,0,0,0,4921,2205,1735,981,16144,2310,600,3158,1378,0,383,648,1357,3426,2883,1,4058,2496.9801065,1561.3,0,0,,1000000,1
2015,190,2,2015,1,350.51620483,2,2,0,,,,,,2,1,1,1,4000,31,3,,4,3,4,1,0,0,1,1,0,1,1,0,1,1,1,1,7,1,2,1,1,1,2,2,0,0,2,1,1,2,1,1,0,2361551,4,6,6,0,0,0,0,9,23622,19561,20602,4061,13704,0,0,13002,7601,0,0,4833,2768,0,0,0,0,0,0,13002,0,0,2279,2554,0,0,0,0,0,0,1041,846,0,195,17765,1468,527,4270,3865,1793,2213,943,1050,1579,56,1,8389,0,3953.3,4435.9255211,0,,2361551,1
2015,208,2,2015,1,164.49969482,5,3.75,2,3,,,,3,2,1,1,1,0000,21,6,1,2,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,2,1,2,1,2,1,0,0,2,1,1,2,1,,0,,,4.5,2.5,1,0,2,2,1,4013,4013,4315,0,11971,3433,0,0,882,3433,0,882,0,0,0,1540,1893,0,0,0,0,418,0,0,0,0,463,0,0,0,302,0,34,268,11971,1885,477,2018,723,293,711,735,2761,1996,372,3,7380,4785.1260255,2594.8,0,0,,0,1
2015,216,2,2015,1,160.27949524,3,2.65,0,,,,,,3,1,2,1,0000,21,6,1,2,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,2,2,2,1,2,2,2,2,0,0,2,2,1,2,,1,0,600000,3,4,4,0,0,0,0,2,7326,4743,5073,2583,5247,0,0,0,5073,0,0,5073,0,0,0,0,0,0,0,0,0,93,2789,0,0,0,0,2191,0,0,330,0,21,309,7830,500,1500,2583,730,463,0,370,881,461,342,4,5494,2496.9801065,2831.4,0,166,,600000,1
2015,224,2,2015,1,264.11621094,2,2,0,,,,,,2,1,1,1,0000,21,6,1,2,1,1,0,1,2,2,1,1,0,1,1,1,0,0,1,2,2,2,1,2,2,2,2,0,0,2,1,1,2,1,1,0,800000,3,4,4,0,0,0,0,7,16834,14251,15379,2583,8285,0,0,13002,2378,0,0,2378,0,0,0,0,0,0,0,13002,0,0,2378,0,0,0,0,0,0,0,1128,846,0,282,10868,2534,229,2759,1091,72,802,589,597,2037,158,4,4186,0,4117.1,0,69,,800000,1
2015,232,2,2015,1,258.73901367,4,3.2,1,2,,,,2,2,1,1,1,0000,21,6,1,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,1,2,2,2,2,0,0,2,2,,2,,,0,,,2,2,1,0,2,2,1,6620,6620,6872,0,5932,3035,0,0,3837,2836,0,1718,2119,0,0,2836,0,0,199,0,0,279,0,0,0,0,0,1439,0,0,252,0,17,235,5932,1117,282,1403,284,20,120,70,1519,937,181,4,3357,1595.0420085,1654.9,0,107,,0,1
2015,240,2,2015,1,197.48240662,3,2.65,2,,,,,,3,2,1,1,0000,21,6,1,2,1,1,1,0,0,1,2,0,0,1,0,0,0,0,1,4,2,2,1,2,2,2,2,0,0,2,2,1,2,1,1,0,300000,1,3,3,0,0,0,0,4,13484,11518,12208,1966,12885,12208,0,0,0,12208,0,0,0,0,0,6104,0,6104,0,0,0,0,0,0,0,0,0,0,0,0,690,156,132,402,14851,2334,1279,1966,760,1504,1483,569,3298,1586,72,3,2122,0,2121.6,0,0,,300000,1
2015,257,2,2015,1,279.21520996,6,4.25,5,,,,,,6,5,1,1,0000,21,6,1,2,1,1,0,1,1,1,1,0,0,1,1,0,2,1,0,1,2,1,1,2,1,2,1,0,0,2,1,,2,1,1,0,800000,1,5,5,0,0,0,0,4,18996,14326,14912,4670,6929,10231,0,0,4681,9519,0,4323,359,0,0,735,0,8784,711,0,0,139,0,0,0,4183,0,0,0,0,586,19,53,514,11508,2327,951,4579,1003,0,0,59,282,1610,697,5,6238,0,2784.6,3442.378749,11,11865,788135,1
2015,265,2,2015,1,99.072402954,6,4.25,2,1,,1,2,4,2,1,1,2,0000,25,9,,2,3,2,0,1,1,0,1,0,1,1,1,1,4,1,3,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,,1,,,5,5,0,0,0,0,7,31119,28104,33458,3015,34464,26893,5976,0,590,0,0,590,0,0,0,0,0,0,26893,0,0,590,0,0,0,0,0,0,0,0,5354,1690,2528,1136,37479,5842,1110,3015,2672,252,5230,2094,7638,7921,1706,2,11024,9085.982328,1938.3,0,0,,1500000,2
2015,273,2,2015,1,100.07749939,7,4.75,1,1,2,2,,5,2,1,1,2,0000,25,9,,2,3,2,0,1,1,0,1,0,0,1,0,1,1,0,1,2,2,2,1,1,2,2,1,0,0,1,1,1,1,1,1,0,854187,4,5,5,0,0,0,0,1,11233,8218,8995,3015,6438,8298,0,0,697,8298,0,697,0,0,0,8298,0,0,0,0,0,697,0,0,0,0,0,0,0,0,777,246,220,311,9453,2585,688,3015,954,167,621,137,507,674,105,2,11271,8877.1481405,2239.9,0,154,,854187,3
2015,281,2,2015,1,210.00740051,6,4.25,1,1,1,1,1,4,2,1,1,2,0000,25,9,,2,3,2,1,0,0,1,1,1,0,1,0,1,2,1,3,6,2,2,1,1,2,2,2,2,0,1,2,1,2,1,1,0,854187,4,5,5,0,0,0,0,2,13023,10008,10624,3015,9159,7676,0,0,2948,7676,0,2948,0,0,0,7676,0,0,0,0,0,558,0,0,0,2390,0,0,0,0,616,159,177,280,12174,3714,537,3015,1286,53,401,162,1362,1464,180,3,10484,7282.106132,1706.9,1369.68746,125,,854187,3
2015,299,3,2015,1,98.229598999,5,3.75,2,1,,1,,2,3,1,2,2,0000,23,9,,1,3,2,0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,2,1,2,2,2,2,1,0,1,2,,2,,1,0,724685,4,4,4,0,0,0,0,2,11579,9604,10007,1975,9576,6222,0,0,3785,6222,0,3785,0,0,0,3536,0,2685,0,0,0,280,0,0,0,0,0,3505,0,0,403,0,34,369,11551,2936,996,1975,1419,233,323,0,624,1010,2035,1,6178,3190.084017,1418.3,1369.68746,200,100221,624464,3
2015,307,2,2015,1,130.53399658,2,2,0,,,,,,2,1,1,2,0000,23,9,,1,3,2,1,0,0,1,2,0,0,1,0,1,1,0,0,1,2,1,1,2,2,1,2,0,0,1,2,,1,1,1,0,1500000,4,3,3,0,0,0,0,2,6689,5109,5359,1580,18047,0,0,2271,3088,0,0,3088,0,0,0,0,0,0,0,2271,0,0,3088,0,0,0,0,0,0,0,250,147,0,103,19627,5334,1645,1580,1810,4136,952,231,525,1369,2045,2,3029,0,3029,0,0,,1500000,3
2015,315,2,2015,1,186.92500305,2,2,0,,,,,,2,1,1,2,0000,23,9,,1,3,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2,1,1,2,2,1,2,0,0,1,2,1,,,1,0,698124,5,2,2,0,0,0,0,2,6263,4877,4980,1386,5435,0,0,0,4980,0,0,4980,0,0,0,0,0,0,0,0,0,0,3984,0,0,996,0,0,0,0,103,0,0,103,6821,1712,114,1386,911,930,772,0,12,260,724,3,4537,0,3029,1369.68746,138,,698124,3
2015,323,3,2015,1,215.70339966,5,3.75,1,,2,1,,3,2,1,1,2,0000,23,9,,1,3,2,0,1,1,1,1,0,0,1,0,1,2,0,0,1,2,2,1,1,2,1,2,1,0,1,2,,1,,1,0,1248499,4,3,3,0,0,0,0,1,8832,5361,5540,3471,9047,5120,0,0,421,5120,0,421,0,0,0,5120,0,0,0,0,0,421,0,0,0,0,0,0,0,0,179,0,20,159,10627,4059,621,1580,1278,299,454,164,693,757,722,3,7141,5712.5260806,1314.3,113.7202588,0,,1248499,3
2015,331,3,2015,1,263.02230835,1,1.25,0,,,,,,1,,1,1,0000,24,6,1,3,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,2,1,2,1,2,2,0,0,2,2,1,,,,0,,,2,2,1,0,1,2,1,906,906,1102,0,1032,0,0,0,1102,0,0,1102,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,196,0,0,196,1032,219,0,398,1,0,0,401,13,1,0,3,9669,0,1874.6,7580.0503299,214,,0,1
2015,349,3,2015,1,121.45339966,2,2,2,,,,,,2,1,1,3,0000,24,6,1,3,2,2,0,1,1,1,1,0,0,1,0,1,2,0,1,1,2,2,1,1,2,2,2,1,0,1,1,1,2,1,1,0,500000,3,3,3,0,0,0,0,6,12478,10364,10755,2114,15886,10365,0,391,0,10365,391,0,0,0,0,5860,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,63,328,18000,1885,288,2114,1082,3005,383,792,635,7233,581,1,1880,0,1879.8,0,0,228625,271375,5
2015,356,3,2015,1,234.54989624,1,1.25,0,,,,,,1,,1,1,6800,31,5,,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,2,2,2,1,0,0,2,2,1,,,,0,,,2,2,1,3,1,2,3,4762,3347,3450,1415,2160,0,0,0,3450,0,0,2788,662,0,0,0,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,103,0,0,103,3576,342,174,2653,122,102,0,109,0,73,0,2,1999,0,1784.9,0,214,,0,1
2015,364,2,2015,1,605.77087402,4,3.2,2,,,,,,4,3,1,1,0000,31,6,,4,3,3,0,1,1,1,1,0,0,1,0,1,3,0,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,0,1139017,1,4,4,0,0,0,0,6,20246,17212,19285,3034,9055,13809,67,2809,2601,13809,0,2601,0,0,0,9270,0,4539,0,2809,0,0,2601,0,0,0,0,0,0,0,2073,905,369,799,12089,2098,565,3034,461,77,110,1167,219,4190,168,2,6050,927.4000551,3433.3,1483.4077188,206,,1139017,1
2015,372,2,2015,1,227.64430237,1,1.25,0,,,,,,1,1,,3,0000,31,6,,4,3,3,1,0,0,1,1,0,0,1,0,2,2,1,1,0,2,2,2,1,1,2,2,0,0,2,1,1,1,,,0,,,2,2,1,0,1,1,3,5345,4706,4809,639,5795,0,0,0,4809,0,0,4112,697,0,0,0,0,0,0,0,0,0,4112,0,0,0,0,0,0,0,103,0,0,103,6433,487,50,1819,986,57,0,2102,108,153,671,1,6698,0,2168.4,4315.509616,214,,0,5
2015,380,2,2015,1,266.75738525,3,2.65,2,,,,,,3,1,2,1,0000,31,6,,4,3,3,0,1,1,1,1,0,1,1,0,0,4,1,1,4,2,2,1,2,1,2,2,0,0,2,1,1,2,1,1,1,900000,2,4,4,0,0,0,0,8,24440,21406,22884,3034,10596,14390,0,0,8494,14390,0,1422,7072,0,0,5873,0,8517,0,0,0,0,0,1422,0,0,0,0,0,0,1478,513,350,615,13630,996,234,3034,885,116,99,0,403,7863,0,2,3752,0,2089.1,1490.1033651,173,167270,2232730,1
2015,398,2,2015,1,118.21499634,2,2,1,,,,,,2,1,1,1,0000,31,6,,4,3,3,0,1,1,1,2,0,1,1,1,1,2,0,4,4,2,2,1,1,1,2,2,1,0,2,1,2,2,1,1,0,2000000,3,8,6,0,0,0,0,9,24364,21394,26456,2970,17666,16894,0,5976,3586,0,0,2092,1494,0,0,0,0,0,16894,5976,0,0,2092,0,0,0,0,0,0,0,5062,3162,1618,282,20636,2419,555,3179,754,1448,115,3069,4431,3586,1080,2,12336,0,3549,8631.019232,156,,2000000,1
2015,406,2,2015,1,202.50810242,4,3.2,1,,1,1,,2,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,2,2,2,1,1,2,2,1,0,2,1,,2,1,1,0,800000,2,4,4,0,0,0,0,7,24892,20269,26130,4623,10954,21369,0,0,4761,21369,0,4761,0,0,0,21369,0,0,0,0,0,279,0,0,0,0,4482,0,0,0,5861,3741,1156,964,15577,3206,397,2919,2057,106,419,723,1603,3931,216,1,5201,4092.022115,1108.9,0,0,404800,395200,1
2015,414,1,2015,1,231.74920654,3,2.65,2,,,1,,1,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,1,1,0,1,4,1,3,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1800000,2,5,5,0,0,0,0,10,43861,37014,54043,6847,24702,53905,0,0,139,53905,0,139,0,0,0,37039,16866,0,0,0,0,139,0,0,0,0,0,0,0,0,17029,11479,3060,2490,29938,3762,931,4644,1909,570,1321,2976,8037,3242,2547,1,3832,2496.9801065,1335.1,0,0,,3300000,1
2015,422,1,2015,1,434.65289307,1,1.25,0,,,,,,1,,1,1,9000,62,15,3,3,3,2,1,0,0,1,1,0,1,1,0,2,1,0,1,1,2,2,2,1,1,2,1,0,0,2,1,1,1,,1,0,650000,2,3,3,0,0,0,0,6,8255,6029,6450,2226,2719,0,0,3473,2977,0,0,2977,0,0,0,0,0,0,0,3473,0,0,2977,0,0,0,0,0,0,0,421,226,0,195,4945,467,44,2226,1318,68,119,447,34,3,220,2,1548,0,1380.6,0,167,,650000,1
2015,430,2,2015,1,161.62869263,4,3.2,1,2,,,,2,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,2,0,0,1,0,0,3,0,1,1,2,2,1,1,1,2,2,0,1,2,1,1,2,,,0,,,4,4,1,0,2,2,2,10974,10319,10492,655,8822,4935,0,0,5558,4935,0,5558,0,0,0,4935,0,0,0,0,0,279,0,0,0,5279,0,0,0,0,173,0,20,153,8822,984,0,3027,683,0,0,163,2436,209,1319,2,6054,3190.084017,1387.1,1369.68746,107,,0,1
2015,448,2,2015,1,235.83999634,5,3.75,2,2,1,,,3,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,0,1,0,0,3,0,1,1,2,2,1,1,1,2,1,0,0,2,1,,2,1,1,0,1000000,2,4,4,0,0,0,0,5,20366,17204,19320,3162,14317,18901,0,0,418,18901,0,418,0,0,0,10018,8883,0,0,0,0,418,0,0,0,0,0,0,0,0,2116,777,602,737,17086,2028,81,2769,1932,65,1295,351,3637,3262,1665,1,6556,4785.1260255,1770.6,0,0,25980,974020,1
2015,455,2,2015,1,279.55020142,5,3.75,2,1,1,1,,3,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,0,1,0,1,2,1,2,2,2,2,1,2,1,2,1,0,1,2,1,1,2,1,1,0,950000,2,4,4,0,0,0,0,3,15405,12201,13120,3204,7921,12701,0,0,418,12701,0,418,0,0,0,5470,7232,0,0,0,0,418,0,0,0,0,0,0,0,0,919,314,175,430,10690,1494,476,2769,976,158,504,533,1228,2429,121,1,6388,4785.1260255,1602.9,0,0,261054,688946,1
2015,463,2,2015,1,286.08578491,4,3.2,3,,,,,,4,1,3,1,9000,62,15,3,3,3,2,0,1,1,1,1,1,1,1,0,1,2,1,2,1,2,2,1,2,1,2,2,0,0,2,1,1,2,1,1,0,1000000,3,4,4,0,0,0,0,5,18926,16042,18771,2884,10911,18771,0,0,0,18771,0,0,0,0,0,12208,6143,420,0,0,0,0,0,0,0,0,0,0,0,0,2729,1290,626,813,13680,2425,1105,2985,2177,273,251,427,247,2266,1524,2,1572,0,1571.7,0,0,308870,691130,1
2015,471,2,2015,1,316.47808838,3,2.65,2,1,,,,1,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,0,1,0,0,3,0,0,3,2,2,1,1,1,2,2,0,0,2,2,,2,1,1,0,1000000,3,4,4,0,0,0,0,4,13668,10899,12021,2769,10003,11882,0,0,139,5040,0,139,0,0,0,0,5040,0,6842,0,0,139,0,0,0,0,0,0,0,0,1122,205,529,388,12772,2139,171,2769,1227,114,1060,619,2844,1448,380,1,2688,1595.0420085,1093.3,0,0,585713,414287,1
2015,489,2,2015,1,476.75891113,1,1.25,0,,,,,,1,,1,1,5000,51,2,,4,5,5,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,2,2,2,1,2,2,0,0,2,2,1,1,,,1,,,2.5,2.5,1,0,3,2,8,12314,12314,12509,0,8380,0,4582,1652,6275,0,1652,2789,3486,0,0,0,0,0,0,0,0,0,2789,0,0,0,0,0,0,0,195,0,0,195,8380,255,0,6726,236,0,301,317,126,419,0,1,6338,0,1784.9,4315.509616,238,,1500000,1
2015,497,2,2015,1,214.48930359,4,3.2,3,,,1,,1,3,1,2,1,5000,51,2,,4,5,5,1,1,0,1,1,0,1,1,1,2,5,1,3,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,,0,,,5,5,1,0,2,2,9,37932,35460,50287,2472,28672,50147,0,0,139,50147,0,139,0,0,0,34404,15095,648,0,0,0,139,0,0,0,0,0,0,0,0,14827,9816,2743,2268,31144,3526,783,7114,3766,516,375,3324,967,10437,336,1,3156,1595.0420085,1561.3,0,0,,0,1
2015,505,2,2015,1,288.57818604,2,2,1,,,,,,2,1,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,1,1,1,4,2,2,2,1,1,2,2,0,0,2,1,1,2,1,1,2,6000000,4,5,5,0,0,0,0,10,67518,59142,95657,8376,12310,80562,7769,5682,1643,29881,5682,1643,0,0,0,29881,0,0,50682,0,0,0,1643,0,0,0,0,0,0,0,36515,27950,6321,2244,20686,1686,815,8508,1968,2305,421,1785,733,2365,101,1,2624,0,2541.5,0,83,,9000000,1
