s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_4,nefashot5_9,nefashot10_14,nefashot15_17,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,pitua,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,dvd,computer,a_conditioner,c_heating,f_heating,water_heating,security_room,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Social_Transfer_in_Kind_Total,STIK_From_Education,STIK_From_Health,STIK_From_Welfare,STIK_From_property_tax,Mortgage_balance_or_housing_loan,Net_property_value,religion
2015,26914,4,2015,2,253.91960144,2,2,1,,,,,,2,1,1,1,4000,31,3,,4,3,4,0,1,1,2,1,0,0,1,0,1,2,0,2,3,2,2,2,2,1,2,2,1,0,2,1,2,2,2,1,0,584179,3,2.5,2.5,0,0,0,0,6,14046,11682,13301,2364,14206,8916,0,0,4385,0,0,4385,0,0,0,0,0,0,8916,0,0,0,4385,0,0,0,0,0,0,0,1619,476,749,394,16570,2375,265,2463,451,386,0,2444,1686,4178,2321,1,4553,0,3029,1369.68746,154,,584179,1
2015,26922,6,2015,2,209.03849792,2,2,0,,,,,,2,,2,1,0000,24,6,1,3,2,2,0,1,1,1,1,0,0,1,0,1,1,1,2,2,2,2,1,2,2,2,2,1,0,2,1,,2,,1,0,400000,3,3,3,0,0,0,0,3,8548,6357,6563,2191,3010,0,0,0,6563,0,0,5782,781,0,0,0,0,0,0,0,0,0,5782,0,0,0,0,0,0,0,206,0,0,206,5201,805,278,2191,342,267,197,519,248,353,0,1,3253,0,3214.9,0,38,38208,361792,1
2015,26930,6,2015,2,176.43569946,2,2,1,,,,,,2,1,1,1,7900,42,13,,3,5,5,1,0,0,1,1,0,0,1,0,0,2,1,1,4,2,2,1,2,1,1,2,0,0,2,1,2,2,2,1,1,1300000,3,4,4,0,0,0,0,10,48254,40390,61483,7864,37419,50068,3405,8011,0,30041,0,0,0,0,0,30041,0,0,20027,8011,0,0,0,0,0,0,0,0,0,0,21093,15135,3796,2162,43352,4142,1209,4153,1805,233,0,7747,6898,16302,862,2,1833,0,1833,0,0,,2800000,1
2015,26948,6,2015,2,154.1302948,5,3.75,4,,,,,,5,3,2,1,7900,42,13,,3,5,5,0,1,1,1,1,1,1,1,1,0,4,0,1,4,2,2,1,1,1,2,1,1,0,2,1,1,2,2,1,0,1000000,3,4.5,4.5,0,0,0,0,8,33915,28127,32265,5788,14012,32265,0,0,0,32265,0,0,0,0,0,12407,7428,12431,0,0,0,0,0,0,0,0,0,0,0,0,4138,2023,839,1276,19368,2692,534,5026,1370,575,819,411,454,7370,117,2,4143,2496.9801065,1532.7,113.7202588,0,288874,711126,1
2015,26955,6,2015,2,131.08830261,5,3.75,1,2,1,,,3,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,2,0,2,2,2,2,1,1,2,1,1,0,0,2,1,,2,2,,0,,,5,5,1,0,2,2,2,11328,10504,12432,824,11845,11976,0,0,456,11976,0,456,0,0,0,11976,0,0,0,0,0,456,0,0,0,0,0,0,0,0,1928,964,471,493,12669,883,1074,4875,1975,91,367,396,1074,1419,513,3,7538,3190.084017,2275,2072.691289,0,,0,1
2015,26963,6,2015,2,110.001297,3,2.65,0,,1,,,1,2,1,1,3,0000,21,6,1,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,2,2,2,2,0,0,2,2,,1,,,0,,,2.5,2.5,1,0,1,2,1,4451,4451,4617,0,5540,0,0,0,4617,0,0,612,4005,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,166,0,63,103,5540,3671,458,149,328,108,100,597,23,60,45,3,12062,1595.0420085,1207.7,9173.0930049,86,,0,2
2015,26971,6,2015,2,128.03109741,7,4.75,0,1,3,1,,5,2,1,1,1,0000,21,6,1,2,1,1,1,0,0,1,1,0,0,1,0,0,2,1,1,4,2,2,1,2,1,2,2,1,0,2,1,1,2,1,,0,,,4,4,1,0,1,2,1,4495,4495,4661,0,11692,0,0,0,4661,0,0,4561,0,100,0,0,0,0,0,0,0,756,0,0,0,3805,0,0,0,0,166,0,63,103,11692,2400,548,108,760,1079,988,694,1358,3232,527,3,16246,7307.5680891,2663.7,6117.6358927,157,,0,1
2015,26989,6,2015,2,202.60299683,4,3.2,2,1,1,,,2,2,1,1,1,0000,21,6,1,2,1,1,0,1,1,1,1,1,0,1,1,1,2,0,1,1,2,1,1,1,1,2,1,1,0,2,1,1,2,2,1,0,2200000,3,6,6,0,0,0,0,7,26765,22186,24953,4579,13647,20982,3671,0,300,20982,0,300,0,0,0,9996,10986,0,0,0,0,300,0,0,0,0,0,0,0,0,2767,1194,735,838,18226,2677,446,4579,1810,545,1349,571,1551,4162,535,2,4602,3190.084017,1411.8,0,0,518263,1681737,1
2015,26997,6,2015,2,415.00878906,2,2,2,,,,,,2,1,1,1,5000,51,2,,4,5,5,1,0,0,1,1,0,1,1,1,0,2,0,1,1,2,2,1,2,1,2,2,0,0,2,1,1,2,1,1,0,3101893,2,4,4,0,0,0,0,10,43605,37366,57074,6239,11053,57074,0,0,0,44652,0,0,0,0,0,44652,0,0,12422,0,0,0,0,0,0,0,0,0,0,0,19708,13310,3819,2579,17292,393,150,6239,1278,99,0,614,1603,5774,1141,1,1833,0,1833,0,0,,3101893,1
2015,27003,6,2015,2,156.61219788,5,3.75,2,,1,2,,3,2,1,1,2,0000,25,9,,1,3,2,1,1,1,1,3,1,2,1,1,1,3,0,3,6,1,2,1,1,2,1,1,1,1,1,1,,2,2,1,0,5000000,4,6,5,0,0,0,0,8,35034,32109,47180,2925,25346,46724,0,0,456,46724,0,456,0,0,0,40393,6331,0,0,0,0,456,0,0,0,0,0,0,0,0,15071,10409,2537,2125,28270,7660,510,2512,3032,2980,4477,826,3511,2146,616,2,7027,5687.0641235,1340.3,0,0,,5000000,3
2015,27011,5,2015,2,200.11129761,3,2.65,2,,,1,,1,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,1,1,0,1,2,1,2,2,2,2,1,2,2,2,2,1,0,1,1,,2,1,1,0,980421,2,4,4,0,0,0,0,8,22620,19417,24246,3203,7179,24105,0,0,141,24105,0,141,0,0,0,5972,18134,0,0,0,0,141,0,0,0,0,0,0,0,0,4829,2887,950,992,9948,2589,292,2769,1352,0,360,138,828,1546,74,1,4546,2496.9801065,2048.8,0,0,291120,689301,1
2015,27029,6,2015,2,419.96359253,4,3.2,3,,1,,,1,3,2,1,3,9000,62,15,3,3,3,2,0,1,1,1,1,0,1,1,0,1,2,0,3,1,2,2,1,1,1,2,1,3,0,2,1,,2,1,1,0,800000,3,4,4,0,0,0,0,9,34297,28758,35114,5539,11876,34970,0,0,144,34970,0,144,0,0,0,17906,10376,6688,0,0,0,144,0,0,0,0,0,0,0,0,6356,3579,1346,1431,14645,3542,361,2769,1126,1554,238,285,1597,2822,350,1,2708,1595.0420085,1112.8,0,0,336669,463331,5
2015,27037,6,2015,2,602.80657959,3,2.65,2,,,1,,1,2,1,1,1,9000,62,15,3,3,3,2,0,1,1,1,1,0,1,1,1,1,0,0,1,1,2,2,1,1,2,2,1,2,0,2,1,,2,1,1,0,1150000,3,4,4,0,0,0,0,6,18246,15477,16772,2769,13317,15971,0,0,800,15971,0,300,501,0,0,6394,9577,0,0,0,0,300,0,0,0,0,0,0,0,0,1295,325,383,587,16086,2259,946,2930,1402,208,89,1557,3332,3216,146,3,8343,5346.087039,924.3,2072.691289,0,230309,919691,1
2015,27045,6,2015,2,373.91830444,3,2.65,1,,1,1,,2,1,,1,1,9000,62,15,3,3,3,2,1,0,0,1,1,1,0,1,0,0,2,0,2,1,2,2,1,2,1,2,2,1,0,2,1,1,2,1,,1,,,3,3,1,0,2,2,3,11617,11617,12240,0,12689,9137,1202,0,1902,9137,0,300,0,1602,0,9137,0,0,0,0,0,300,0,0,0,0,0,0,0,0,623,0,272,351,12689,2135,452,2081,2355,164,409,202,2577,1689,625,1,4113,3190.084017,809.9,0,113,,1500000,1
2015,27052,4,2015,2,534.64050293,1,1.25,1,,,,,,1,,1,1,9000,62,15,3,3,3,2,0,1,0,1,1,0,0,1,0,1,2,0,1,2,2,2,1,2,1,2,2,0,0,2,1,,1,1,,0,,,2,2,1,0,2,2,8,10987,10987,13602,0,14719,13602,0,0,0,13602,0,0,0,0,0,13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615,1458,583,574,14719,1094,86,1980,211,405,650,237,1657,3167,5233,1,3233,2849.1069325,383.5,0,0,,0,1
2015,27060,6,2015,2,125.73970032,5,3.75,2,,,,1,1,4,2,2,2,0000,25,9,,1,3,2,0,1,1,1,1,1,0,1,1,1,2,0,2,2,2,2,1,1,2,1,1,0,0,1,2,,2,1,1,0,1263917,4,3,2,0,0,0,0,3,13929,12876,14046,1053,26702,13903,0,0,144,13903,0,144,0,0,0,6951,0,6951,0,0,0,144,0,0,0,0,0,0,0,0,1170,324,259,587,27755,3141,1053,1053,1800,506,2245,1321,2380,9253,5003,2,7069,5346.087039,1722.5,0,0,,1263917,3
2015,27078,6,2015,2,324.03860474,5,3.75,2,,3,,,3,2,1,1,3,0000,24,6,1,2,2,2,1,0,0,1,1,1,0,1,1,1,1,0,3,2,2,2,1,1,2,2,1,4,1,1,1,1,2,2,1,0,1200000,3,5,5,0,0,0,0,6,24343,19621,21160,4722,21653,20704,0,0,456,20704,0,456,0,0,0,6464,14240,0,0,0,0,456,0,0,0,0,0,0,0,0,1539,0,715,824,26375,2371,393,4722,1542,425,1267,484,1199,13708,263,2,10380,4785.1260255,1449.5,4145.382578,0,364020,835980,2
2015,27086,6,2015,2,171.72970581,5,3.75,1,1,2,,,3,2,1,1,1,0000,24,6,1,2,2,2,1,0,0,1,1,0,0,1,0,0,3,0,0,1,2,2,2,2,1,2,1,0,1,2,2,,2,,,0,,,3,3,1,0,2,2,1,5409,5409,5663,0,4617,1602,0,0,4061,1602,0,2859,1202,0,0,1602,0,0,0,0,0,456,0,0,0,0,0,2403,0,0,254,0,18,236,4617,554,238,1597,922,50,120,108,717,90,222,2,5015,3190.084017,1706.9,0,118,,0,1
2015,27094,6,2015,2,289.39859009,5,3.75,1,1,2,,,3,2,1,1,2,0000,25,9,,2,3,2,0,1,1,1,1,0,1,1,0,1,1,1,0,1,2,2,1,1,2,1,1,0,0,1,2,1,2,1,1,0,1500000,4,3,3,0,0,0,0,2,9258,6030,6253,3228,8242,5797,0,0,456,5797,0,456,0,0,0,5797,0,0,0,0,0,456,0,0,0,0,0,0,0,0,223,0,39,184,11470,4170,1002,1580,858,62,499,0,312,2911,76,3,4901,3190.084017,1476.8,0,234,,1500000,3
2015,27102,6,2015,2,318.15600586,3,2.65,1,1,,,,1,2,1,1,2,0000,25,9,,2,3,2,0,1,1,1,1,0,0,1,0,1,1,1,2,1,2,2,2,1,2,1,2,1,0,1,1,,2,1,,0,,,4,3,1,0,2,1,2,7120,7120,7688,0,9114,7545,0,0,144,7545,0,144,0,0,0,7545,0,0,0,0,0,144,0,0,0,0,0,0,0,0,568,135,161,272,9114,1023,447,1990,502,353,0,450,627,3466,257,1,1093,0,1093.3,0,0,,0,3
2015,27110,6,2015,2,170.12130737,5,3.75,2,1,1,,1,3,2,1,1,1,7900,42,13,,3,5,5,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,2,1,1,2,2,2,1,0,2,1,1,2,1,1,0,1522795,3,4,4,0,0,0,0,8,34320,29842,39726,4478,13697,39270,0,0,456,39270,0,456,0,0,0,25251,14019,0,0,0,0,456,0,0,0,0,0,0,0,0,9884,6118,2014,1752,17591,2380,869,3922,1030,17,699,285,6189,1982,220,1,7194,5687.0641235,1506.7,0,0,,1522795,1
2015,27128,6,2015,2,192.95889282,5,3.75,2,1,2,,,3,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,3,1,2,2,2,2,2,1,1,2,1,2,1,2,1,,2,1,,1,,,5,5,1,4,2,2,5,21738,21154,23072,584,21924,18929,3687,0,456,18929,0,456,0,0,0,8332,10597,0,0,0,0,456,0,0,0,0,0,0,0,0,1918,593,590,735,21924,4406,757,6328,3187,163,180,657,3524,2283,439,1,6393,4785.1260255,1608.1,0,0,783965,716035,1
2015,27136,6,2015,2,142.540802,3,2.65,1,,1,1,,2,1,,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,0,1966863,2,5,5,0,0,0,0,8,23294,17662,21407,5632,24884,17922,0,0,3486,17922,0,300,0,3186,0,17922,0,0,0,0,0,300,0,0,0,0,0,0,0,0,3745,2066,888,791,29910,2450,238,5161,1559,153,2596,3734,3417,8386,2215,2,4148,3190.084017,825.5,0,132,797256,1169607,1
2015,27144,6,2015,2,221.41279602,6,4.25,2,,1,3,,4,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,1,1,1,0,0,4,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,,1,,,5,5,1,0,2,2,5,26172,26163,35220,9,21005,28600,0,0,6620,27451,0,612,0,6008,0,27451,0,0,1149,0,0,612,0,0,0,0,0,0,0,0,9057,6008,1710,1339,21005,3531,585,5423,1634,166,104,880,5774,2117,791,1,12012,10131.213065,1745.9,0,135,309638,1190362,1
2015,27151,6,2015,2,39.578601837,1,1.25,1,,,,,,1,,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,3,0,1,2,2,2,2,1,1,1,2,1,0,2,1,1,1,1,1,0,1107014,3,3,3,0,0,0,0,6,8396,5183,5397,3213,4268,2834,0,0,2563,2834,0,2563,0,0,0,2834,0,0,0,0,0,0,2563,0,0,0,0,0,0,0,214,0,18,196,7481,562,87,3380,799,0,0,682,412,1155,404,1,1509,0,1380.6,0,128,307244,799770,1
2015,27169,6,2015,2,263.95239258,4,3.2,2,2,,,,2,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,0,0,2,1,,2,2,1,0,1522795,2,4,4,0,0,0,0,8,27431,23537,29332,3894,8822,29032,0,0,300,29032,0,300,0,0,0,17642,11391,0,0,0,0,300,0,0,0,0,0,0,0,0,5795,3257,1298,1240,12716,420,95,3924,1323,243,160,1203,4098,1220,30,1,4887,3190.084017,1696.5,0,0,393905,1128890,1
2015,27177,6,2015,2,254.60229492,4,3.2,2,,2,,,2,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,0,1966863,3,5,5,0,0,0,0,4,16859,11833,13618,5026,14382,13318,0,0,300,9840,0,300,0,0,0,9840,0,0,3478,0,0,300,0,0,0,0,0,0,0,0,1785,733,557,495,19408,2583,629,5185,1701,60,209,1657,2972,4300,114,2,4536,3190.084017,1345.5,0,0,511573,1455290,1
2015,27185,6,2015,2,272.43951416,5,3.75,2,,1,2,,3,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,0,2,0,3,1,2,2,2,1,2,1,1,0,1,2,1,1,2,1,1,0,1966863,2,5,5,0,0,0,0,7,27461,22435,28303,5026,7007,27848,0,0,456,27848,0,456,0,0,0,19934,7914,0,0,0,0,456,0,0,0,0,0,0,0,0,5868,3472,1215,1181,12033,683,0,5076,1428,747,299,280,2049,1471,0,2,9845,8536.171056,1309.1,0,0,,1966863,1
2015,27193,6,2015,2,212.18719482,5,3.75,2,,3,,,3,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,3,1,1,2,2,2,2,1,1,2,1,1,0,2,1,1,2,1,1,0,1966863,2,5,5,0,0,0,0,5,20833,15807,17275,5026,20403,16819,0,0,456,16819,0,456,0,0,0,7840,8979,0,0,0,0,456,0,0,0,0,0,0,0,0,1468,396,443,629,25429,1494,452,5041,1833,102,550,190,4076,11171,518,1,8959,7634.232958,1324.7,0,0,238769,1728094,1
2015,27201,6,2015,2,188.36329651,2,2,0,,,,,,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,0,1,2,1,1,1,2,2,2,1,1,2,1,0,0,2,1,1,2,,1,0,1107014,3,3,3,0,0,0,0,4,9059,5846,6238,3213,4486,0,0,0,6238,0,0,6238,0,0,0,0,0,0,0,0,0,0,3985,0,0,2253,0,0,0,0,392,0,0,392,7699,917,513,3280,895,47,150,802,421,528,147,1,5438,0,4006.6,1369.68746,62,,1107014,1
2015,27219,6,2015,2,173.32009888,5,3.75,2,1,1,1,,3,2,1,1,1,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,0,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,0,1966863,2,5,5,0,0,0,0,5,22119,16887,18682,5232,10521,18226,0,0,456,18226,0,456,0,0,0,8972,9254,0,0,0,0,456,0,0,0,0,0,0,0,0,1795,553,542,700,15753,2267,476,5076,1691,293,0,1057,2873,1927,92,1,6640,4785.1260255,1855.1,0,0,465032,1501831,1
2015,27227,6,2015,2,154.94869995,2,2,0,,,,,,2,1,1,1,0000,62,6,3,3,1,1,1,0,0,1,1,0,0,1,0,1,2,1,0,1,2,2,1,2,2,1,1,0,0,1,2,1,2,,,0,,,4,4,1,0,2,2,2,5323,5323,5529,0,4608,0,0,0,5529,0,0,4187,1342,0,0,0,0,0,0,0,0,0,4187,0,0,0,0,0,0,0,206,0,0,206,4608,767,287,1996,433,91,0,695,12,328,0,5,8080,0,3598.4,4315.509616,166,,0,1
2015,27235,6,2015,2,189.76019287,3,2.65,0,1,,,,1,2,1,1,1,0000,62,6,3,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,2,2,2,1,2,2,2,2,0,0,2,2,1,,,1,0,300000,3,3,3,0,0,0,0,2,7735,5667,5770,2068,3478,0,0,0,5770,0,0,4168,1602,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,4024,0,103,0,0,103,5362,428,146,1884,732,126,211,266,140,1024,404,4,1219,0,1219.4,0,0,55365,244635,1
2015,27243,6,2015,2,143.34620667,3,2.65,1,1,,,,1,2,1,1,1,0000,62,6,3,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,1,2,2,2,2,0,0,2,2,1,2,,,1,,,3,3,1,1,2,2,1,3368,3222,3497,146,8085,1232,0,0,2265,1232,0,663,1602,0,0,1232,0,0,0,0,0,97,0,0,0,0,0,0,567,0,275,0,39,236,8085,676,286,1642,470,2164,10,1043,1127,331,335,4,1578,0,1466.4,0,112,,1500000,1
2015,27250,6,2015,2,494.75808716,1,1.25,0,,,,,,1,1,,1,0000,62,6,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,2,2,2,2,0,0,2,2,1,1,,,0,,,2,2,1,0,2,2,2,3392,3392,3495,0,3578,0,0,0,3495,0,0,2749,746,0,0,0,0,0,0,0,0,0,2749,0,0,0,0,0,0,0,103,0,0,103,3578,932,129,1492,471,67,0,0,0,487,0,1,1684,0,1670.5,0,14,,0,1
2015,27268,6,2015,2,229.62809753,2,2,0,,,,,,2,1,1,3,0000,62,6,3,3,1,1,1,0,0,1,1,0,0,1,0,1,2,1,1,3,2,2,1,2,1,2,2,0,0,2,1,1,1,,,0,,,3,3,1,0,1,2,2,6599,6599,6805,0,3535,0,0,0,6805,0,0,6805,0,0,0,0,0,0,0,0,0,0,2788,0,0,4017,0,0,0,0,206,0,0,206,3535,1240,419,138,455,0,0,0,901,231,151,1,4795,0,2353,2252.0153089,190,,0,5
2015,27276,6,2015,2,349.63549805,1,1.25,0,,,,,,1,1,,1,0000,62,6,3,3,1,1,0,1,1,1,1,0,0,1,0,1,2,0,0,0,2,2,1,2,2,1,2,0,0,1,2,1,1,,,0,,,2.5,2.5,1,0,2,2,3,5417,5417,5520,0,6146,0,0,0,5520,0,0,4372,1149,0,0,0,0,0,0,0,0,0,4372,0,0,0,0,0,0,0,103,0,0,103,6146,1013,53,995,242,0,0,311,28,809,2695,1,2410,0,2195.7,0,214,,0,1
2015,27284,6,2015,2,140.90440369,5,3.75,1,2,1,,,3,2,1,1,1,0000,62,6,3,3,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,3,2,2,1,2,2,2,2,0,0,2,2,1,1,,1,0,250000,3,3,3,0,0,0,0,1,6267,4229,4504,2038,5081,2901,0,0,1602,2901,0,0,1602,0,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,39,236,6965,1036,340,1884,559,64,347,240,1334,564,596,4,5132,3190.084017,1907.1,0,35,15491,234509,1
2015,27292,6,2015,2,277.80661011,5,3.75,5,,,,,,5,2,3,1,0000,62,6,3,3,1,1,0,1,1,1,2,0,1,1,0,1,3,0,2,5,2,1,1,1,1,2,1,0,0,2,1,1,2,2,1,0,1100000,3,5,5,0,0,0,0,8,35222,29866,32100,5356,15687,32100,0,0,0,32100,0,0,0,0,0,14323,6108,11670,0,0,0,0,0,0,0,0,0,0,0,0,2234,139,878,1217,19768,3450,938,4816,1892,161,980,1119,1888,3840,683,1,2742,0,2741.7,0,0,242063,857937,1
2015,27300,6,2015,2,277.79681396,5,3.75,2,1,1,1,,3,2,1,1,1,0000,62,6,3,3,1,1,0,1,1,1,1,0,0,1,1,1,2,0,2,4,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,0,1100000,3,6,6,0,0,0,0,7,30722,26018,29061,4704,29631,28605,0,0,456,28605,0,456,0,0,0,16410,12195,0,0,0,0,456,0,0,0,0,0,0,0,0,3043,557,1267,1219,33712,3431,690,4081,5300,1155,939,1118,6973,8057,1968,1,6434,4785.1260255,1648.4,0,0,42532,1057468,1
2015,27318,5,2015,2,560.06542969,1,1.25,0,,,,,,1,,1,1,3000,11,1,,2,5,5,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,1,2,2,2,2,2,1,0,2,2,,1,,,0,,,1,1,1,1,3,2,2,4215,4215,4340,0,2364,0,0,0,4340,0,0,0,1206,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,21,104,2364,970,0,0,3,0,950,35,86,44,276,3,2523,927.4000551,226.2,1369.68746,0,,0,1
2015,27326,5,2015,2,415.7828064,1,1.25,0,,,,,,1,1,,1,3000,11,1,,2,5,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,2,2,2,2,2,0,0,2,1,,1,,,0,,,1,1,1,0,3,2,1,210,210,335,0,1606,0,0,0,335,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,21,104,1606,0,0,0,1,0,0,35,1387,182,0,1,5420,2849.1069325,188.5,2382.212865,0,,0,1
2015,27334,5,2015,2,560.06542969,1,1.25,0,,,,,,1,,1,2,3000,11,1,,2,5,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,2,2,2,2,2,0,0,2,1,,1,1,,0,,,1,1,1,1,3,2,1,1885,1885,2010,0,1550,0,0,0,2010,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,21,104,1550,592,82,0,25,0,0,52,0,781,17,1,3075,2849.1069325,226.2,0,0,,0,3
2015,27342,5,2015,2,265.01400757,5,3.75,2,3,,,,3,2,1,1,1,3000,11,1,,2,5,5,0,1,0,1,1,0,0,1,0,0,0,0,1,0,2,1,1,2,2,2,2,0,0,2,1,,2,1,,0,,,3,3,1,0,3,2,2,10477,10477,11316,0,12448,10894,0,0,422,10894,0,422,0,0,0,7175,3718,0,0,0,0,422,0,0,0,0,0,0,0,0,839,300,152,387,12448,3101,224,0,426,166,120,141,5998,2239,33,3,10186,7634.232958,2551.9,0,0,,0,1
2015,27359,6,2015,2,924.88623047,4,3.2,3,,,,,,4,2,2,1,0000,62,10,,3,2,1,0,1,1,1,1,1,1,1,1,1,2,0,2,2,2,2,1,1,2,1,1,0,0,1,1,1,2,1,1,0,1500000,6,6,6,0,0,0,0,5,19534,15979,17200,3555,12404,17200,0,0,0,17200,0,0,0,0,0,5246,0,11954,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,430,791,15959,2542,1173,3555,2987,1083,1156,320,23,2918,202,1,4641,2849.1069325,1613.3,0,179,,1500000,1
2015,27367,6,2015,2,237.65550232,2,2,0,,,,,,2,1,1,1,7100,61,4,3,3,3,2,0,1,1,1,2,0,1,1,0,1,3,1,1,4,2,2,1,1,1,2,2,0,0,2,1,1,2,1,1,0,1400000,2,5,5,0,0,0,0,9,21673,17515,19026,4158,8059,0,0,14820,4206,0,0,4206,0,0,0,0,0,0,0,14820,0,0,4206,0,0,0,0,0,0,0,1511,1119,0,392,12217,810,478,5962,687,0,499,140,957,853,1831,2,4443,0,3029,1369.68746,44,,1400000,1
2015,27375,6,2015,2,398.23449707,4,3.2,3,,1,,,1,3,1,2,1,7100,61,4,3,3,3,2,1,0,0,1,1,0,1,1,0,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,,0,,,4,4,1,0,2,2,4,16816,16816,20714,0,12455,20570,0,0,144,5550,0,144,0,0,0,0,4983,567,15020,0,0,144,0,0,0,0,0,0,0,0,3898,1642,1456,800,12455,1686,608,3194,825,0,443,643,2470,2487,100,1,2730,1595.0420085,1134.9,0,0,,0,1
2015,27383,6,2015,2,210.12739563,4,3.2,3,,,,1,1,3,2,1,1,7100,61,4,3,3,3,2,0,1,1,1,1,1,1,1,1,1,3,1,1,3,2,2,1,1,1,2,1,1,0,2,1,1,2,1,1,0,1500000,2,5,4,0,0,0,0,4,16559,13233,14660,3326,8893,12514,0,2003,144,8787,0,144,0,0,0,8013,0,775,3726,2003,0,144,0,0,0,0,0,0,0,0,1427,419,464,544,12219,2593,458,3477,1948,341,319,374,477,2081,151,2,6870,5346.087039,1523.6,0,0,235434,1264566,1
2015,27391,6,2015,2,269.51071167,7,4.75,3,1,2,1,1,5,2,1,1,1,7100,61,4,3,3,3,2,0,1,1,1,1,0,1,1,1,0,5,0,3,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,0,1100000,2,5,5,0,0,0,0,4,21068,16892,21036,4176,15852,20291,0,0,745,15944,0,745,0,0,0,15209,0,735,4346,0,0,612,0,0,0,0,0,0,133,0,4144,2231,1088,825,20029,2522,313,4158,1794,3325,2114,496,925,3775,607,2,10492,8184.04423,2307.5,0,0,839205,260795,1
2015,27409,6,2015,2,239.79800415,2,2,1,,,,,,2,1,1,1,7100,61,4,3,3,3,2,1,0,0,0,1,1,0,1,0,1,2,1,0,0,2,2,1,1,1,2,2,0,0,2,2,1,2,1,1,0,1109000,2,4,4,0,0,0,0,9,21558,18753,20683,2805,12489,4650,0,12484,3550,4650,0,3550,0,0,0,4650,0,0,0,12484,0,0,3550,0,0,0,0,0,0,0,1930,1519,19,392,15294,5158,1082,2805,1365,1392,0,600,1604,930,359,1,3571,0,3549,0,22,11184,1097816,1
