s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_4,nefashot5_9,nefashot10_14,nefashot15_17,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,dvd,computer,a_conditioner,c_heating,f_heating,water_heating,security_room,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Social_Transfer_in_Kind_Total,STIK_From_Education,STIK_From_Health,STIK_From_Welfare,STIK_From_property_tax,Mortgage_balance_or_housing_loan,Net_property_value,religion
2016,18,2,2016,1,297.15078735,4,3.2,2,,2,,,2,2,1,1,1,0000,52,6,3,5,4,0,1,1,1,1,1,0,1,0,0,3,0,1,4,2,2,1,1,1,2,1,1,0,2,1,1,2,1,1,0,1100000,3,4,4,0,0,0,0,4,14452,10011,10919,4441,7110,10581,0,0,338,10581,0,338,0,0,0,7402,3179,0,0,0,0,338,0,0,0,0,0,0,0,0,908,339,168,401,11551,2166,168,4441,1190,43,0,724,1748,880,192,6,4429,3234.0669808,1194.5490407,0,0,,1100000,1
2016,26,2,2016,1,611.56085205,1,1.25,1,,,,,,1,,1,1,0000,52,6,3,5,4,0,1,0,0,1,0,0,1,0,1,2,0,0,2,2,2,1,2,2,1,2,0,0,2,2,,1,1,1,0,800000,3,2,2,0,0,0,0,6,8259,5422,5578,2837,4077,3090,0,0,2488,3090,0,2488,0,0,0,3090,0,0,0,0,0,0,0,0,0,2488,0,0,0,0,156,0,19,137,6914,935,0,2837,279,0,0,82,0,2617,164,1,1844,0,445.8125607,1316.259609,82,,800000,1
2016,34,3,2016,1,173.73139954,2,2,2,,,,,,2,1,1,1,8400,44,4,3,5,4,1,0,0,1,1,0,0,1,0,1,1,0,4,1,2,2,1,2,2,1,2,0,1,2,1,1,2,1,,0,,,3,3,1,0,2,2,8,19743,19605,26815,138,9638,26815,0,0,0,26815,0,0,0,0,0,23560,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,4703,1295,1212,9638,2191,308,3267,533,5,0,280,1493,1538,22,1,3502,2850.7540054,651.572204,0,0,,0,1
2016,42,2,2016,1,317.49859619,4,3.2,2,1,1,,,2,2,1,1,1,6400,51,5,4,5,4,0,1,1,0,1,0,1,1,1,1,3,0,2,7,2,2,1,1,2,1,1,1,0,2,1,1,2,2,1,0,3700000,3,6,6,0,0,0,0,9,41261,32400,44830,8861,20074,44492,0,0,338,44492,0,338,0,0,0,17985,26507,0,0,0,0,338,0,0,0,0,0,0,0,0,12430,8041,2377,2012,28936,5023,1160,8234,2654,403,884,2316,4323,3315,623,1,4669,3234.0669808,1434.601958,0,0,738643,2961357,1
2016,59,2,2016,1,345.46481323,1,1.25,1,,,,,,1,,1,1,6400,51,5,4,5,4,0,1,1,1,1,0,1,1,1,1,2,0,1,1,2,2,1,1,2,1,1,0,0,2,2,1,1,,,0,,,4,4,0,0,0,0,8,11131,5983,6356,5148,3329,6356,0,0,0,6356,0,0,0,0,0,6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,85,76,212,8477,421,99,5148,1468,632,0,199,113,26,371,2,972,0,971.6427605,0,0,,0,1
2016,67,2,2016,1,657.80603027,3,2.65,2,,,,1,1,2,1,1,1,6400,51,5,4,5,4,0,1,1,1,1,0,1,1,1,1,3,0,2,2,2,2,2,1,1,2,2,2,0,2,1,1,2,1,1,0,3600000,2,3.5,3.5,0,0,0,0,10,42834,37686,55869,5148,11939,55719,0,0,150,55719,0,150,0,0,0,13127,42592,0,0,0,0,150,0,0,0,0,0,0,0,0,18183,12465,3152,2566,17087,2432,581,5289,3163,30,251,705,841,3703,92,1,5136,2444.2959094,2692.022001,0,0,,3600000,1
2016,75,2,2016,1,438.64459229,1,1.25,1,,,,,,1,1,,1,6400,51,5,4,5,4,0,1,1,1,1,0,1,1,0,1,1,0,0,1,2,2,1,2,1,2,2,0,0,2,2,1,1,1,,0,,,2,2,0,0,0,0,8,12852,9353,11987,3499,3491,11987,0,0,0,0,0,0,0,0,0,0,0,0,11987,0,0,0,0,0,0,0,0,0,0,0,2634,1047,1094,493,6990,369,22,3499,1,22,1083,146,1,1744,101,1,566,0,565.8390193,0,0,,0,1
2016,83,2,2016,1,311.85641479,4,3.2,2,,,1,1,2,2,1,1,1,6400,51,5,4,5,4,0,1,1,1,1,0,1,1,1,1,2,0,2,1,2,2,2,1,1,2,1,4,0,2,1,1,2,1,,1,,,6,6,1,0,2,2,10,76370,73883,124936,2487,35330,117906,6693,0,338,117906,0,338,0,0,0,113219,4687,0,0,0,0,338,0,0,0,0,0,0,0,0,51053,46182,2673,2198,37220,9007,1614,6524,4305,1500,338,1365,6340,4263,1965,1,6569,4888.5918188,1680.370421,0,0,,1500000,1
2016,91,2,2016,1,258.03082275,1,1.25,0,,,,,,1,,1,1,6400,51,5,4,5,4,0,1,1,1,2,1,1,1,1,1,3,0,1,3,2,2,1,2,1,2,1,1,0,2,1,1,1,1,1,1,3000000,3,3,3,0,0,0,0,10,26689,22517,22749,4172,14071,0,5494,13666,3589,0,0,3589,0,0,0,0,0,0,0,549,0,0,2442,1147,0,0,0,0,0,0,232,36,0,196,18243,1478,624,4335,3162,215,1003,1691,2156,2576,1003,1,1822,0,1503.188506,140.6274505,178,,4500000,1
2016,109,2,2016,1,226.13499451,2,2,1,,,,,,2,1,1,1,5000,51,2,4,5,5,0,1,1,1,1,0,1,1,0,1,1,0,2,3,2,2,1,2,1,2,2,0,0,2,2,,2,,,0,,,2.5,2.5,0,0,0,0,8,20379,14853,18151,5526,5359,14655,0,0,3496,14655,0,3496,0,0,0,14655,0,0,0,0,0,0,0,0,0,0,3496,0,0,0,3298,1855,679,764,10557,2741,128,5198,806,50,0,136,1495,2,0,1,3502,2850.7540054,651.572204,0,0,,0,1
2016,117,3,2016,1,384.12228394,4,3.2,2,,2,,,2,2,1,1,1,5000,51,2,4,5,5,0,1,1,1,1,0,1,1,0,1,2,0,2,3,2,2,1,2,1,2,1,2,0,2,1,1,2,2,,1,,,3,3,1,0,2,2,9,34618,30908,45560,3710,15344,45221,0,0,339,45221,0,339,0,0,0,39659,5562,0,0,0,0,339,0,0,0,0,0,0,0,0,14652,10177,2426,2049,18180,3353,406,4837,2075,65,0,908,2643,3625,267,1,4457,3234.0669808,1223.126769,0,0,168540,1331460,1
2016,125,3,2016,1,133.61470032,5,3.75,2,1,1,1,,3,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,0,1,1,1,1,3,0,1,4,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,0,1600000,3,4,4,0,0,0,0,7,29626,25447,32281,4179,13748,31153,0,0,1128,31153,0,527,0,601,0,21484,9669,0,0,0,0,527,0,0,0,0,0,0,0,0,6834,4056,1435,1343,17750,3356,498,4002,1834,959,66,933,3220,2681,202,1,6611,4851.1004712,1760.3880601,0,0,493772,1106228,1
2016,133,3,2016,1,141.60891724,5,3.75,1,,1,,1,2,3,1,2,1,7900,42,13,3,5,5,1,0,0,1,1,0,1,1,0,1,4,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,,0,,,4.5,4.5,1,0,2,2,6,26202,26202,32266,0,20141,21459,10,0,10797,21459,0,10797,0,0,0,21459,0,0,0,0,0,339,3106,0,0,7353,0,0,0,0,6064,3773,1129,1162,20141,2165,272,4636,2412,425,483,1483,1569,6320,378,2,8773,4061.3293998,3395.034116,1316.259609,0,,0,1
2016,141,3,2016,1,204.78056335,4,3.2,2,1,1,,,2,2,1,1,1,7900,42,13,3,5,5,0,1,0,1,1,0,0,1,0,1,1,0,1,5,2,2,1,1,1,2,2,1,1,2,2,,2,1,,0,,,4.5,4,1,0,2,2,8,27820,27820,38701,0,15970,38362,0,0,339,38362,0,339,0,0,0,31014,7348,0,0,0,0,339,0,0,0,0,0,0,0,0,10881,7238,1940,1703,15970,3330,72,4031,1099,20,121,869,3456,2701,271,1,7188,3234.0669808,1514.6195971,2439.683681,0,,0,1
2016,158,3,2016,1,170.93081665,4,3.2,1,2,,,,2,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,0,0,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,0,2,1,1,2,1,,0,,,3,3,1,0,2,2,2,8490,8490,10222,0,17738,9883,0,0,339,0,0,339,0,0,0,0,0,0,9883,0,0,339,0,0,0,0,0,0,0,0,1732,469,870,393,17738,3384,397,3930,1361,867,274,666,5955,374,531,1,3858,1617.0334904,2240.4938951,0,0,,0,1
2016,166,3,2016,1,519.19744873,3,2.65,3,,,,,,3,3,,1,7900,42,13,3,5,5,1,0,0,1,1,0,0,0,0,0,1,1,3,4,2,2,1,2,2,2,1,0,0,2,1,,2,2,,0,,,4,4,1,0,2,2,7,21076,21076,23769,0,10632,23769,0,0,0,23769,0,0,0,0,0,8092,0,15678,0,0,0,0,0,0,0,0,0,0,0,0,2693,1281,546,866,10632,1082,197,3225,615,92,0,706,0,4438,277,1,646,0,645.8566584,0,0,,0,1
2016,174,3,2016,1,458.15234375,1,1.25,0,,,,,,1,1,,1,7900,42,13,3,5,5,1,0,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1,2,2,2,2,0,0,2,2,1,1,,1,1,1648104,3,4,4,0,0,0,0,8,12257,8255,8639,4002,11908,0,3306,2902,2431,0,0,2431,0,0,0,0,0,0,0,2902,0,0,2431,0,0,0,0,0,0,0,384,188,0,196,15910,1227,314,12746,834,0,0,448,0,342,0,1,2561,0,2360.520353,0,200,,3148104,1
2016,182,2,2016,1,291.68496704,2,2,0,,,,,,2,1,1,1,7900,42,13,3,5,5,1,0,0,1,1,0,0,1,1,1,1,0,1,2,2,2,1,2,1,2,2,0,0,2,1,1,1,,1,0,1244201,3,3.5,3.5,0,0,0,0,4,9833,5831,6223,4002,2833,0,0,1428,4795,0,0,4795,0,0,0,0,0,0,0,1428,0,0,4795,0,0,0,0,0,0,0,392,93,0,299,6835,636,284,4084,620,0,0,474,437,218,81,1,4603,1009.8561688,3389.3185705,122.5640347,81,,1244201,1
2016,190,2,2016,1,334.46237183,6,4.25,2,1,1,1,1,4,2,1,1,1,7900,42,13,3,5,5,0,1,1,0,1,0,0,1,0,1,1,1,1,3,2,2,1,1,2,2,2,0,1,2,1,1,2,2,1,0,1500000,2,4,4,0,0,0,0,6,28912,24910,29824,4002,16941,28275,0,0,1549,28275,0,713,836,0,0,15362,12913,0,0,0,0,713,0,0,0,0,0,0,0,0,4914,2472,1241,1201,20943,3344,542,4067,1534,429,1563,662,3695,4655,451,3,7553,5678.3628902,1874.698973,0,0,1104356,395644,1
2016,208,2,2016,1,364.65219116,1,1.25,0,,,,,,1,,1,1,7900,42,13,3,5,5,1,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,1,2,1,2,2,0,0,2,2,1,,,1,0,1244201,1,3,3,0,0,0,0,3,5375,2228,2331,3147,1200,0,0,0,2331,0,0,2331,0,0,0,0,0,0,0,0,0,0,2331,0,0,0,0,0,0,0,103,0,0,103,4347,399,28,3246,298,0,0,0,243,133,0,3,6077,0,1943.285521,4078.024932,56,,1244201,1
2016,216,2,2016,1,432.61157227,1,1.25,1,,,,,,1,1,,3,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,0,1,0,2,1,2,2,1,2,2,2,2,0,0,2,1,,2,1,,0,,,3,3,1,0,2,2,9,14578,13160,17507,1418,9923,17507,0,0,0,17507,0,0,0,0,0,17507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347,2722,856,769,11340,2564,630,2715,728,207,1444,229,822,1564,438,1,566,0,565.8390193,0,0,,0,5
2016,224,2,2016,1,453.68063354,3,2.65,1,,2,,,2,1,,1,1,6200,53,4,3,5,5,1,0,0,1,1,0,1,1,0,1,1,0,1,0,2,2,1,2,1,2,2,0,0,2,1,1,2,,1,0,1248269,3,3,3,0,0,0,0,3,10147,6911,7130,3236,5722,5794,999,0,338,5794,0,338,0,0,0,5794,0,0,0,0,0,338,0,0,0,0,0,0,0,0,219,0,36,183,8958,1650,624,3236,623,0,0,45,1551,1156,72,1,4196,3234.0669808,897.340667,0,65,388566,859703,1
2016,232,2,2016,1,186.44146729,1,1.25,0,,,,,,1,,1,1,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,1,2,0,0,1,2,2,1,2,1,2,2,0,0,2,2,1,1,,,0,,,3,1.5,1,3,2,2,3,5169,3114,3217,2055,2507,0,0,0,3217,0,0,2417,799,0,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,103,0,0,103,4562,633,336,2908,215,0,0,203,115,153,0,1,1559,0,1503.188506,0,56,,0,1
2016,240,2,2016,1,361.64221191,1,1.25,0,,,,,,1,,1,3,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,1,2,0,0,1,2,2,1,2,1,2,2,0,0,2,2,1,1,,,0,,,3,1.5,1,3,2,2,4,6087,3832,3935,2255,2711,0,0,0,3935,0,0,2936,999,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,0,0,0,103,0,0,103,4967,935,294,2908,204,11,72,140,251,67,85,1,2140,0,1943.285521,140.6274505,56,,0,5
2016,257,2,2016,1,302.79226685,2,2,1,,,,,,2,1,1,1,6200,53,4,3,5,5,0,1,1,1,1,1,0,1,0,1,3,1,2,2,2,2,1,2,1,2,1,0,1,2,1,1,2,1,1,1,1300000,1,4,4,0,0,0,0,8,19750,15714,16716,4036,9669,6189,0,7362,3166,6189,0,3166,0,0,0,6189,0,0,0,7362,0,0,3166,0,0,0,0,0,0,0,1002,539,64,399,13704,1640,586,5440,1456,134,859,1009,658,1141,780,2,6948,0,2766.3240945,4078.024932,104,,2800000,1
2016,265,2,2016,1,252.53198242,3,2.65,1,1,,,,1,2,1,1,1,6200,53,4,3,5,5,0,1,1,1,1,0,0,1,1,1,0,0,0,2,2,2,1,2,2,2,1,0,0,2,2,1,2,,1,0,850000,3,3,3,0,0,0,0,3,10841,7605,8028,3236,4421,6080,0,0,1948,6080,0,150,1798,0,0,6080,0,0,0,0,0,150,0,0,0,0,0,0,0,0,423,0,122,301,7657,547,232,3236,851,223,0,1166,1054,188,160,4,2806,1617.0334904,1188.8334951,0,0,330125,519875,1
2016,273,2,2016,1,112.61598206,2,2,1,,,,,,2,1,1,1,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,2,1,2,2,2,2,0,0,2,2,,2,,,1,,,3,3,1,0,2,2,2,6867,6867,7256,0,6641,5757,0,0,1498,5757,0,0,1498,0,0,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,5,99,285,6641,1346,414,1219,708,104,1466,117,144,343,780,4,452,0,451.5281063,0,0,482308,1017692,1
2016,281,3,2016,1,185.72770691,5,3.75,2,1,1,1,,3,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,0,1,1,1,1,3,0,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,0,3500000,3,5,5,0,0,0,0,8,36989,29945,39829,7044,11273,39302,0,0,527,39302,0,527,0,0,0,15197,24105,0,0,0,0,527,0,0,0,0,0,0,0,0,9884,6128,2006,1750,18317,3876,824,5342,1924,301,85,613,2796,2359,196,1,7422,5678.3628902,1743.2414232,0,0,1549583,1950417,1
2016,299,3,2016,1,131.54545593,1,1.25,0,,,,,,1,,1,1,7900,42,13,3,5,5,0,1,1,1,1,0,0,1,1,0,2,0,0,3,2,2,1,1,1,2,2,0,0,2,2,2,1,,1,1,2500000,3,5,5,0,0,0,0,10,19185,13843,14528,5342,11145,1002,0,10521,3006,0,3006,3006,0,0,0,0,0,0,1002,7515,0,0,1503,1503,0,0,0,0,0,0,685,489,0,196,16487,107,61,5760,1965,1429,3369,1350,953,627,867,3,6162,0,1943.285521,4218.6523825,0,,4000000,1
2016,307,3,2016,1,170.46757507,5,3.75,3,,,,1,1,4,2,2,1,7900,42,13,3,5,5,0,1,1,1,1,0,1,1,1,1,5,0,2,4,2,2,1,1,1,2,1,2,0,2,1,1,2,2,1,1,2500000,2,6,6,0,0,0,0,9,42884,37542,43124,5342,24819,28913,8517,0,5694,13265,0,5694,0,0,0,4108,0,9157,15648,0,0,150,0,0,0,5544,0,0,0,0,5582,2645,1797,1140,30161,3242,739,5485,5732,11,506,7121,1851,5190,283,1,5867,2444.2959094,2074.7430709,1316.259609,32,,4000000,1
2016,315,3,2016,1,286.32400513,1,1.25,0,,,,,,1,,1,1,6200,53,4,3,5,5,0,1,1,1,1,1,0,1,1,1,1,0,0,1,2,2,1,2,1,2,2,0,0,2,2,1,1,,1,0,1000000,2,2.5,2.5,0,0,0,0,4,5838,2602,2705,3236,1998,0,0,0,2705,0,0,2705,0,0,0,0,0,0,0,0,0,0,2705,0,0,0,0,0,0,0,103,0,0,103,5234,598,402,3312,364,0,0,161,250,146,0,2,1723,0,1503.188506,0,220,,1000000,1
2016,323,3,2016,1,472.59765625,3,2.65,2,,,,,,3,1,2,1,6200,53,4,3,5,5,0,1,1,1,1,0,1,1,0,0,3,0,2,3,2,2,2,2,1,2,1,0,0,2,1,1,2,1,1,0,1200000,3,2.5,2.5,0,0,0,0,7,20100,16864,20072,3236,5035,20072,0,0,0,20072,0,0,0,0,0,6429,0,13643,0,0,0,0,0,0,0,0,0,0,0,0,3208,1635,681,892,8271,935,208,3303,709,110,382,248,1351,981,44,1,3954,2850.7540054,1103.1003104,0,0,,1200000,1
2016,331,3,2016,1,286.32400513,1,1.25,0,,,,,,1,,1,1,6200,53,4,3,5,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,2,1,2,1,2,2,0,0,2,2,1,1,,1,0,1121712,3,2,2,0,0,0,0,3,5371,2536,2639,2835,1022,0,0,0,2639,0,0,2639,0,0,0,0,0,0,0,0,0,0,2639,0,0,0,0,0,0,0,103,0,0,103,3857,111,50,2835,136,0,0,273,231,2,219,1,1723,0,1503.188506,0,220,,1121712,1
2016,349,3,2016,1,399.11785889,2,2,1,,,,1,1,1,1,,1,6200,53,4,3,5,5,0,1,1,1,1,0,1,1,1,1,3,1,1,1,1,2,2,1,1,2,1,0,0,2,1,1,2,1,1,0,2700000,2,4,4,0,0,0,0,7,15323,11288,14210,4035,14007,14210,0,0,0,14210,0,0,0,0,0,14210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,1697,622,603,18042,696,351,4093,2888,154,302,4507,822,4206,23,1,4445,2444.2959094,2000.4409774,0,0,,2700000,1
2016,356,3,2016,1,120.77419281,1,1.25,1,,,,,,1,,1,1,6200,53,4,3,5,5,0,1,1,1,1,0,1,1,0,1,3,0,0,4,2,2,1,1,1,2,1,0,0,2,1,1,1,,1,0,1600000,3,5,5,0,0,0,0,10,17832,12540,16210,5292,5239,16210,0,0,0,16210,0,0,0,0,0,16210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670,2205,762,703,10531,1006,319,5292,1567,0,0,207,198,182,1760,3,972,0,971.6427605,0,0,100982,1499018,1
2016,364,3,2016,1,116.61605835,2,2,1,,,,,,2,1,1,1,6200,53,4,3,5,5,0,1,1,1,1,0,1,1,0,1,2,0,1,1,2,2,1,2,1,2,1,1,0,2,1,1,2,1,1,0,1200000,3,2.5,2.5,0,0,0,0,7,16951,13715,14334,3236,10952,4114,0,6012,4208,4114,0,4208,0,0,0,4114,0,0,0,6012,0,0,4208,0,0,0,0,0,0,0,619,208,19,392,14188,896,424,3315,693,449,230,5508,466,2206,0,1,7416,0,3297.86984,4078.024932,40,,1200000,1
2016,372,3,2016,1,269.79598999,2,2,1,,,,,,2,,2,1,6200,53,4,3,5,5,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,2,1,2,1,2,2,1,0,2,1,1,2,,,0,,,1,1,1,0,3,2,1,4214,4214,4570,0,10847,693,0,1202,2674,693,0,2674,0,0,0,693,0,0,0,1202,0,0,2004,0,0,0,0,0,0,670,356,147,13,196,10847,1132,455,5105,2060,35,151,661,110,263,876,2,6616,0,2457.6846297,4078.024932,80,,0,1
2016,380,3,2016,1,126.52182007,3,2.65,1,1,,,,1,2,1,1,1,5000,51,2,4,5,5,1,0,0,0,1,0,0,1,1,0,0,0,2,3,2,2,1,2,2,2,2,0,0,2,1,1,2,1,,0,,,2.5,2.5,0,0,0,0,4,12925,7727,7954,5198,6047,5675,0,0,2278,5675,0,150,2128,0,0,5675,0,0,0,0,0,150,0,0,0,0,0,0,0,0,227,3,42,182,11246,440,330,5198,883,382,444,49,2680,773,67,3,5485,4467.7874958,1017.3671256,0,0,,0,1
2016,398,3,2016,1,488.41397095,4,3.2,2,,,,1,1,3,2,1,1,5000,51,2,4,5,5,0,1,1,1,1,0,1,1,1,0,4,0,3,5,2,2,1,2,1,2,2,1,0,2,1,1,2,1,1,0,3000000,3,4,4,0,0,0,0,10,67908,61083,104253,6825,13433,104102,0,0,150,104102,0,150,0,0,0,95474,8628,0,0,0,0,150,0,0,0,0,0,0,0,0,43170,37728,2956,2486,20094,1111,121,6661,1293,279,760,1143,2688,6038,0,1,4113,2444.2959094,1668.9393297,0,0,349983,2650017,1
2016,406,3,2016,1,238.21884155,3,2.65,1,1,1,,,2,1,,1,1,5000,51,2,4,5,5,1,0,0,1,1,0,0,1,0,1,0,0,1,3,1,2,2,2,2,2,2,1,0,2,1,1,1,1,1,0,1700000,3,3,3,0,0,0,0,7,21983,16719,21533,5264,10278,21194,0,0,339,20325,0,339,0,0,0,20325,0,0,869,0,0,339,0,0,0,0,0,0,0,0,4814,2855,1050,909,15476,971,329,5198,932,123,196,606,3425,1629,2066,1,4434,3234.0669808,1200.2645865,0,0,258937,1441063,1
2016,414,3,2016,1,601.27947998,1,1.25,1,,,,,,1,1,,1,5000,51,2,4,5,5,0,1,0,1,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,0,0,2,1,,1,,,0,,,1,1,1,0,2,2,3,5522,5522,5887,0,4563,5887,0,0,0,5887,0,0,0,0,0,5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,126,49,190,4563,781,36,2419,271,15,77,230,0,367,368,1,326,0,325.786102,0,0,,0,1
2016,422,3,2016,1,320.18765259,1,1.25,0,,,,,,1,,1,1,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,1,2,0,0,1,2,2,2,2,1,2,2,0,0,2,2,1,1,,1,0,1245729,3,3,3,0,0,0,0,4,6046,2810,3006,3236,2539,0,0,0,3006,0,0,3006,0,0,0,0,0,0,0,0,0,0,1403,1603,0,0,0,0,0,0,196,0,0,196,5775,724,100,3236,516,22,0,404,245,98,429,1,2292,0,1943.285521,140.6274505,208,,1245729,1
2016,430,3,2016,1,76.948867798,2,2,2,,,,,,2,1,1,3,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,1,3,1,1,1,2,2,1,2,1,2,2,1,0,2,1,1,2,1,,1,,,3,3,1,0,2,2,4,9247,9247,10139,0,12529,8605,0,0,1534,8605,0,1534,0,0,0,7493,1112,0,0,0,0,0,1534,0,0,0,0,0,0,0,892,351,171,370,12529,1431,597,3084,753,425,121,1733,173,3501,712,1,3390,0,3297.86984,0,92,,1500000,5
2016,448,3,2016,1,328.18304443,3,2.65,0,,,,,,3,2,1,1,6200,53,4,3,5,5,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2,2,1,2,2,2,2,0,0,2,2,1,2,,1,0,1245729,2,3,3,0,0,0,0,4,12996,9760,10320,3236,5802,0,1102,0,9218,0,0,9218,0,0,0,0,0,0,0,0,0,0,4208,0,0,0,0,0,5010,0,560,0,65,495,9038,1562,1020,3236,990,312,0,724,50,190,956,1,4245,0,4189.494961,0,56,,1245729,1
2016,455,3,2016,1,113.01525116,2,2,1,,,,,,2,1,1,1,6200,53,4,3,5,5,0,1,1,1,1,1,1,1,1,1,2,0,0,3,2,2,1,2,1,2,2,0,0,2,2,1,2,1,1,0,1121712,2,2.5,2.5,0,0,0,0,7,17258,14022,14720,3236,14952,5331,0,4379,5010,5331,0,5010,0,0,0,5331,0,0,0,4379,0,0,5010,0,0,0,0,0,0,0,698,285,21,392,18188,2594,569,3328,1153,794,1006,1432,1350,5389,571,1,3382,0,3297.86984,0,84,,1121712,1
2016,463,3,2016,1,231.87384033,1,1.25,0,,,,,,1,1,,1,6200,53,4,3,5,5,0,0,0,1,1,0,0,1,1,1,1,0,0,1,2,2,1,2,1,2,2,0,0,2,2,1,,1,1,0,800000,3,2,2,0,0,0,0,9,14800,11965,12650,2835,10845,0,0,9746,2904,0,2231,2205,698,0,0,0,0,0,0,7515,0,0,2205,0,0,0,0,0,0,0,685,489,0,196,13680,1863,88,2943,417,0,0,373,7419,571,7,1,5986,0,1794.681334,4078.024932,113,,800000,1
2016,471,3,2016,1,361.11297607,5,3.75,2,3,,,,3,2,1,1,1,5000,51,2,4,5,5,0,1,1,1,1,0,0,1,1,1,2,0,2,2,2,2,1,1,1,2,1,1,0,2,1,1,2,2,,2,,,4,4,1,0,2,2,6,27479,27479,30333,0,26094,16353,10721,0,3259,16353,0,3259,0,0,0,12673,3680,0,0,0,0,465,0,0,2794,0,0,0,0,0,2854,1421,662,771,26094,4025,324,4802,1020,242,1354,752,6251,3124,4199,5,8891,6084.8209862,2806.3329145,0,0,1537253,1712747,1
2016,489,3,2016,1,549.34033203,2,2,1,,,,,,2,1,1,3,5000,51,2,4,5,5,0,1,2,1,1,1,1,1,0,0,4,0,0,2,2,2,2,2,1,2,1,0,0,2,2,1,2,,1,0,1997841,4,2,2,0,0,0,0,4,10339,6415,7014,3924,4866,4008,0,0,3006,4008,0,3006,0,0,0,4008,0,0,0,0,0,0,1002,0,0,2004,0,0,0,0,599,401,2,196,8790,1068,206,3924,1232,100,422,350,421,111,956,2,3777,0,2240.4938947,1316.259609,220,,1997841,2
2016,497,3,2016,1,191.85383606,2,2,2,,,,,,2,1,1,1,5000,51,2,4,5,5,1,0,0,1,1,1,0,1,0,1,1,0,1,1,2,2,1,2,2,2,1,1,0,1,1,1,2,,1,0,1997841,3,2,2,0,0,0,0,4,9436,5512,5832,3924,5732,5164,0,0,668,5164,0,0,668,0,0,4004,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,38,282,9656,1401,879,4008,790,0,0,1072,0,1257,249,3,1995,0,1994.7254315,0,0,,1997841,1
2016,505,3,2016,1,147.80879211,3,2.65,2,1,,,,1,2,1,1,3,5000,51,2,4,5,5,0,1,1,0,1,0,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,0,0,1,2,,2,,,0,,,1,1,1,0,2,2,3,9430,9430,10187,0,5856,10187,0,0,0,10187,0,0,0,0,0,5737,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,757,594,22,141,5856,789,84,1915,291,33,65,0,877,1484,319,1,2897,1617.0334904,1280.2822255,0,0,,0,2
