s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_4,nefashot5_9,nefashot10_14,nefashot15_17,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,computer,a_conditioner,c_heating,f_heating,water_heating,security_room,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,Electric_Scooter,Electric_Bicycle,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,i141101,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Social_Transfer_in_Kind_Total,STIK_From_Education,STIK_From_Health,STIK_From_Welfare,STIK_From_property_tax,Mortgage_balance_or_housing_loan,Net_property_value,religion
2017,21782,6,2017,2,337.30569458,4,3.2,2,2,,,,2,2,1,1,1,2640,42,5,3,4,4,0,1,1,1,1,0,1,1,1,0,1,2,1,2,2,1,1,1,2,2,0,0,2,1,,2,2,0,0,1,0,1050000,2,4,4,0,0,0,0,7,26542,21795,30026,4747,12172,29688,0,0,337,29688,0,337,0,0,0,25918,3770,0,0,0,0,337,0,0,0,0,0,0,0,0,0,8231,5438,1452,1341,16485,1039,321,3996,3568,151,366,311,4186,2461,87,1,8168,6365.3210028,1802.6082185,0,0,689457,360543,1
2017,21790,6,2017,2,265.69241333,1,1.25,1,,,,,,1,1,,1,2640,42,5,3,4,4,0,1,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1,1,2,2,0,0,2,1,1,1,1,0,0,1,0,1600000,2,4,4,0,0,0,0,8,12669,8508,9926,4161,3105,9926,0,0,0,9926,0,0,0,0,0,9926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,719,313,386,7266,1219,0,4013,1255,0,0,50,220,382,126,1,587,0,587.0335975,0,0,384039,1215961,1
2017,21808,6,2017,2,1128.2414551,1,1.25,1,,,,,,1,1,,1,2640,42,5,3,4,4,0,1,0,1,1,0,0,1,0,0,1,2,1,2,2,2,1,1,2,2,0,0,2,1,,1,1,0,0,,0,,,4,4,1,0,2,2,5,7759,7759,8845,0,7354,8845,0,0,0,8845,0,0,0,0,0,8845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,517,237,332,7354,772,44,1990,1379,0,507,73,29,1445,1115,2,243,0,243.1149242,0,0,,0,1
2017,21816,5,2017,2,313.44290161,5,3.75,1,2,1,,,3,2,1,1,2,0000,32,9,1,3,2,0,1,1,0,1,0,1,1,0,1,1,0,3,2,2,1,1,2,1,2,0,0,1,2,,2,1,0,0,1,0,827180,4,4,4,0,0,0,0,2,10581,8579,9873,2002,7100,9347,0,0,527,0,0,527,0,0,0,0,0,0,9347,0,0,527,0,0,0,0,0,0,0,0,0,1294,316,621,357,9102,2032,757,2002,811,65,999,214,392,1554,277,3,5277,3391.5672772,1885.62307,0,0,,827180,3
2017,21824,5,2017,2,590.081604,5,3.75,1,,2,1,,3,2,1,1,2,0000,32,9,1,3,2,0,1,1,1,1,0,1,1,0,1,1,1,3,2,2,1,1,2,1,2,1,0,1,2,,2,1,0,0,1,0,566951,4,3,3,0,0,0,0,1,7916,6267,6545,1649,13880,2814,0,0,3731,2814,0,3731,0,0,0,2814,0,0,0,0,0,527,0,0,0,3204,0,0,0,0,0,278,0,20,258,15529,4206,335,1649,658,3581,935,0,560,2222,1384,4,8189,5087.3509158,1512.056235,1572.041113,18,,566951,3
2017,21832,5,2017,2,1202.4555664,6,4.25,0,2,2,,,4,2,1,1,2,0000,32,9,1,3,2,0,1,1,1,1,1,1,1,0,1,2,2,3,2,2,1,1,2,1,1,0,0,1,1,,2,1,0,0,1,0,566951,4,3,3,0,0,0,0,1,4202,2553,2730,1649,6173,0,0,0,2730,0,0,2730,0,0,0,0,0,0,0,0,0,527,0,0,0,0,2203,0,0,0,0,177,0,22,155,7822,1531,569,1649,1216,117,0,215,244,1698,584,2,9735,5087.3509158,2241.401008,2406.06039,0,,566951,3
2017,21840,5,2017,2,500.38259888,7,4.75,0,2,1,2,,5,2,1,1,2,0000,32,9,1,3,2,1,0,0,0,1,0,0,1,0,1,1,1,0,2,2,1,1,2,1,2,0,0,1,2,,1,1,0,0,1,0,566951,4,3,3,0,0,0,0,1,7218,5569,5672,1649,7442,0,0,0,5672,0,0,5672,0,0,0,0,0,0,0,0,0,865,0,0,0,4806,0,0,0,0,0,103,0,0,103,9091,3347,674,1649,933,558,0,0,63,1590,277,3,9289,5087.3509158,2597.178946,1572.041113,32,,566951,3
2017,21857,5,2017,2,79.873497009,2,2,0,,,,,,2,1,1,2,0000,32,9,1,3,2,1,0,0,0,1,0,0,1,0,0,1,0,1,2,2,1,2,2,1,2,0,0,1,2,,,,0,0,1,0,676868,4,2,2,0,0,0,0,1,3912,2170,2453,1742,2686,0,0,0,2453,0,0,2453,0,0,0,0,0,0,0,0,0,0,2453,0,0,0,0,0,0,0,0,283,0,0,283,4428,1760,540,1742,386,0,0,0,0,0,0,4,6062,0,3421.397836,2406.06039,235,,676868,3
2017,21865,5,2017,2,313.44290161,5,3.75,1,1,2,,,3,2,1,1,2,0000,32,9,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,2,2,1,1,2,,2,1,0,0,1,0,827180,4,4,4,0,0,0,0,2,12464,9381,10455,3083,9920,9928,0,0,527,6924,0,527,0,0,0,6924,0,0,3004,0,0,527,0,0,0,0,0,0,0,0,0,1074,501,187,386,11922,3398,368,2002,923,550,1218,432,177,1297,1557,3,5170,3391.5672772,1778.889689,0,0,,827180,3
2017,21873,5,2017,2,480.85800171,1,1.25,0,,,,,,1,,1,2,0000,32,9,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,0,0,2,2,,,,0,0,1,0,676868,4,1,1,0,0,0,0,1,3248,1506,1702,1742,1055,0,0,0,1702,0,0,1702,0,0,0,0,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,196,0,0,196,2797,653,195,1742,208,0,0,0,0,0,0,3,2238,0,2087.230569,0,151,,676868,3
2017,21881,5,2017,2,99.031600952,2,2,0,,,,,,2,1,1,2,0000,32,9,1,3,2,1,0,0,0,1,1,0,1,0,0,1,0,0,2,2,1,2,2,1,2,0,0,1,2,1,,,0,0,1,0,676868,4,2,2,0,0,0,0,1,4313,2571,2854,1742,4584,0,0,0,2854,0,0,2854,0,0,0,0,0,0,0,0,0,0,2854,0,0,0,0,0,0,0,0,283,0,0,283,6326,2214,1297,1742,707,86,0,0,47,60,173,3,3467,0,3421.397836,0,46,,676868,3
2017,21899,5,2017,2,849.37860107,4,3.2,3,,,,,,4,2,2,2,0000,32,9,1,3,2,0,1,1,0,1,1,0,1,0,1,2,1,2,2,2,1,1,2,1,2,2,0,1,1,1,2,2,0,0,1,0,676868,4,2,2,0,0,0,0,7,27992,26250,31000,1742,16370,31000,0,0,0,20321,0,0,0,0,0,0,0,20321,10679,0,0,0,0,0,0,0,0,0,0,0,0,4750,2084,1447,1219,18112,5539,2655,1742,1841,52,0,188,0,5508,588,2,2413,0,2413.360345,0,0,,676868,3
2017,21907,5,2017,2,157.33630371,2,2,1,,,,,,2,1,1,2,0000,32,9,1,3,2,0,1,1,1,1,0,0,1,0,1,1,0,0,2,2,1,1,2,1,2,1,0,1,2,,2,1,0,0,1,0,566951,4,3,3,0,0,0,0,3,8970,7321,7944,1649,5395,7944,0,0,0,7944,0,0,0,0,0,7944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,163,173,287,7044,1716,1077,1649,842,693,0,152,0,612,303,3,771,0,770.852199,0,0,,566951,3
2017,21915,5,2017,2,209.22200012,2,2,0,,,,,,2,1,1,2,0000,32,9,1,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,2,2,1,2,2,1,2,0,0,1,2,,,,0,1,1,0,566951,4,3,3,0,0,0,0,1,4570,2921,3204,1649,2463,0,0,0,3204,0,0,3204,0,0,0,0,0,0,0,0,0,0,3204,0,0,0,0,0,0,0,0,283,0,0,283,4112,631,917,1649,522,121,0,67,0,0,205,3,3433,0,3421.397836,0,12,,566951,3
2017,21923,5,2017,2,338.94351196,5,3.75,2,1,1,1,,3,2,1,1,1,0000,62,10,3,2,1,0,1,1,1,1,1,1,1,1,2,3,3,4,2,2,1,1,1,2,2,2,1,2,1,1,2,2,0,0,1,0,2000000,4,5,5,0,0,0,0,8,38969,35584,45935,3385,32871,45408,0,0,527,9906,0,527,0,0,0,0,9906,0,35502,0,0,527,0,0,0,0,0,0,0,0,0,10351,4022,4281,2048,36256,5889,1307,3534,3287,6371,3294,1371,3942,6776,484,1,7125,5087.3509158,1861.90454,0,176,482012,1517988,1
2017,21931,5,2017,2,228.18229675,2,2,1,,,,,,2,1,1,1,0000,62,10,3,2,1,0,1,2,1,2,0,1,1,1,1,2,1,2,2,2,1,1,1,2,1,0,0,2,1,1,2,1,0,0,1,0,2752162,4,6,6,0,0,0,0,6,15500,12115,12932,3385,6603,7100,0,1456,4376,0,0,4376,0,0,0,0,0,0,7100,1456,0,0,4376,0,0,0,0,0,0,0,0,817,94,331,392,9988,1902,491,3611,1156,212,0,918,543,941,215,2,4172,0,4061.798124,0,110,,2752162,1
2017,21949,5,2017,2,425.81671143,5,3.75,2,2,1,,,3,2,1,1,1,0000,62,10,3,2,1,1,0,0,1,1,0,0,1,1,1,0,2,2,2,2,1,2,2,2,2,0,0,2,1,1,2,1,0,0,,1,,,3,3,0,0,0,0,3,16985,14856,15522,2129,12452,11992,3004,0,527,7339,0,527,0,0,0,0,7339,0,4652,0,0,527,0,0,0,0,0,0,0,0,0,666,0,264,402,14581,3582,329,2129,1204,332,0,689,3650,2299,367,1,7269,5087.3509158,2182.104684,0,0,,1500000,1
2017,21956,5,2017,2,373.77648926,1,1.25,1,,,,,,1,,1,1,0000,62,10,3,2,1,0,1,1,1,1,0,0,1,0,1,2,1,3,2,2,1,1,1,2,1,0,0,2,1,1,1,1,0,0,1,0,2752162,4,6,6,0,0,0,0,5,7578,4193,4457,3385,3187,4457,0,0,0,4457,0,0,0,0,0,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,63,201,6572,0,130,3564,1294,100,0,808,140,536,0,1,1796,0,1583.211824,0,213,,2752162,1
2017,21964,5,2017,2,116.85649872,5,3.75,2,1,1,1,,3,2,1,1,1,0000,62,10,3,2,1,0,1,1,1,1,0,0,1,1,2,5,2,3,2,2,1,2,1,2,1,2,0,2,1,1,2,2,0,0,,4,,,6,6,1,0,2,2,8,39378,34444,36259,4934,19698,23365,8011,3505,1378,23365,0,1378,0,0,0,13557,9808,0,0,3505,0,527,0,851,0,0,0,0,0,0,0,1815,0,868,947,24632,2045,311,3557,2091,444,2218,2739,2629,8210,387,1,9470,7150.0700624,2069.441673,134.2957193,116,636113,5363887,1
2017,21972,5,2017,2,298.92041016,4,3.2,1,,1,1,,2,2,1,1,1,0000,62,10,3,2,1,0,1,1,1,1,1,1,1,1,1,2,1,7,2,2,1,1,1,2,1,1,0,2,1,,2,2,0,0,1,0,1500000,4,5,5,0,0,0,0,5,19078,15123,16047,3955,22544,11815,0,3894,338,11815,0,338,0,0,0,11815,0,0,0,0,3894,338,0,0,0,0,0,0,0,0,0,924,0,444,480,26498,2879,351,3385,1423,0,70,310,1009,16859,211,1,4761,3391.5672772,1369.74506,0,0,66379,1433621,1
2017,21980,5,2017,2,191.12649536,6,4.25,2,,1,2,,3,3,2,1,1,0000,62,10,3,2,1,0,1,1,0,1,1,1,1,1,1,1,2,3,2,2,1,1,1,2,1,0,1,2,1,1,2,2,1,1,1,0,1756980,4,5,5,0,0,0,0,9,50642,42323,50789,8319,25888,41751,4506,0,4532,37417,0,527,0,4005,0,37417,0,0,4334,0,0,527,0,0,0,0,0,0,0,0,0,8466,5429,1485,1552,34207,1316,688,3385,3546,615,3130,955,4146,15840,587,1,10460,8360.7977384,2099.089834,0,0,964332,792648,1
2017,21998,5,2017,2,346.47259521,1,1.25,1,,,,,,1,,1,1,9000,62,15,3,3,2,1,0,0,1,1,0,0,1,0,1,2,0,2,2,2,1,2,1,2,2,1,0,2,1,1,1,,0,0,,0,,,3,3,1,0,1,2,1,3199,3199,3374,0,4058,1312,0,0,2062,1312,0,2062,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,2062,0,0,0,175,0,20,155,4058,1424,801,259,691,100,79,171,222,182,129,1,2237,0,1008.037491,1007.795057,221,,0,1
2017,22004,5,2017,2,161.94070435,6,4.25,1,2,2,,,4,2,1,1,1,0000,62,6,2,2,1,0,1,1,1,1,0,0,1,0,0,3,1,1,2,2,1,2,1,2,1,1,0,2,1,,2,,0,0,1,0,450000,3,4.5,4.5,0,0,0,0,2,12260,7538,7907,4722,8326,7192,0,0,715,7192,0,715,0,0,0,7192,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,369,0,120,249,13048,2686,943,4722,768,60,2048,1139,180,502,0,2,5829,3391.5672772,2437.078873,0,0,238516,211484,1
2017,22012,5,2017,2,291.30578613,2,2,2,,,,,,2,1,1,1,0000,62,6,2,2,1,0,1,0,1,1,0,0,1,0,0,1,1,1,2,2,1,2,1,2,2,0,0,2,1,,2,,0,0,,0,,,2,2,1,0,2,2,3,8669,8496,8931,173,8336,8931,0,0,0,6428,0,0,0,0,0,6428,0,0,2503,0,0,0,0,0,0,0,0,0,0,0,0,435,0,142,293,8336,2134,761,2587,151,414,299,0,314,392,1286,2,694,0,693.766979,0,0,,0,1
2017,22020,6,2017,2,192.23649597,1,1.25,0,,,,,,1,,1,2,0000,24,9,2,2,2,1,0,0,1,1,1,0,1,0,1,2,0,0,2,2,2,2,2,2,2,0,0,1,2,1,1,,0,0,1,0,298804,4,3,3,0,0,0,0,2,4532,2692,2795,1840,1523,0,0,0,2795,0,0,2795,0,0,0,0,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,0,103,0,0,103,3363,718,144,1840,141,0,418,0,17,85,0,2,1640,0,1583.211824,0,57,,298804,2
2017,22038,6,2017,2,64.607299805,1,1.25,0,,,,,,1,,1,2,0000,24,9,2,2,2,0,1,1,1,1,0,1,1,0,0,1,0,1,2,2,1,2,2,1,2,0,0,1,1,1,1,,0,0,1,0,1301705,4,4,3,0,0,0,0,3,5679,4038,4193,1641,3143,0,0,799,3394,0,0,3394,0,0,0,0,0,0,0,799,0,0,3394,0,0,0,0,0,0,0,0,155,52,0,103,4784,815,564,1641,908,53,239,188,0,77,300,4,1831,0,1583.211824,0,248,,1301705,2
2017,22046,6,2017,2,167.74279785,2,2,1,,,,,,2,1,1,2,0000,24,9,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,0,0,1,2,1,,1,0,0,1,0,1301705,4,4,4,0,0,0,0,6,14690,12502,13433,2188,10623,3050,0,7288,3095,3050,0,3095,0,0,0,3050,0,0,0,7288,0,0,3095,0,0,0,0,0,0,0,0,931,473,20,438,12811,2602,1611,2188,1867,2324,0,150,1201,385,483,2,3053,0,2917.37912,0,136,,1301705,2
2017,22053,6,2017,2,113.93379974,2,2,0,,,,,,2,1,1,2,0000,24,9,2,2,2,0,2,2,1,2,1,1,1,0,1,2,1,1,2,2,1,2,2,1,2,0,0,2,1,1,2,1,0,0,1,0,973359,4,4.5,4.5,0,0,0,0,9,25560,22424,23556,3136,7882,0,5211,14238,4107,0,0,4107,0,0,0,0,0,0,0,14238,0,0,4107,0,0,0,0,0,0,0,0,1132,926,0,206,11018,758,827,3471,1775,123,498,612,144,1396,1415,1,4245,0,4061.798124,0,183,,973359,2
2017,26021,6,2017,2,201.39450073,2,2,2,,,,,,2,1,1,1,5000,51,2,4,5,5,0,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,1,1,2,1,3,0,2,1,2,2,2,0,0,1,0,6500000,2,3,3,0,0,0,0,10,50490,45103,56606,5387,49068,13478,0,43129,0,0,0,0,0,0,0,0,0,0,13478,43129,0,0,0,0,0,0,0,0,0,0,0,11503,10379,655,469,54455,8553,758,5972,6286,3183,1760,2545,8343,5830,11223,1,3634,0,3421.397836,0,213,,6500000,1
2017,26039,6,2017,2,193.14450073,2,2,1,,,,,,2,,2,1,0000,44,10,4,4,3,0,1,1,1,2,0,0,1,0,1,2,0,5,2,2,1,2,1,1,2,0,1,2,1,1,2,1,0,0,1,1,2900000,4,4,4,0,0,0,0,8,20196,15943,16869,4253,12186,2526,2296,8895,3152,0,0,3152,0,0,0,0,0,0,2526,8895,0,0,2036,1116,0,0,0,0,0,0,0,926,578,73,275,16439,2575,1103,4454,2837,0,0,1899,1217,1955,399,3,1728,0,1440.9006487,134.2957193,153,,4400000,1
2017,26047,7,2017,3,250.78610229,4,3.2,2,1,1,,,2,2,1,1,1,8400,44,4,3,5,4,0,1,1,1,1,0,0,1,0,2,3,2,3,2,2,1,2,1,2,1,1,0,2,1,,2,1,0,0,1,0,1000000,3,3,3,0,0,0,0,5,20304,17051,21358,3253,23373,21020,0,0,338,21020,0,338,0,0,0,17357,3663,0,0,0,0,338,0,0,0,0,0,0,0,0,0,4307,2541,853,913,26626,1555,228,3353,2342,543,962,502,7829,8455,856,1,11714,4665.4548318,1458.6895452,5589.529026,0,402741,597259,1
2017,26054,7,2017,3,159.30740356,5,3.75,1,,1,2,,3,2,1,1,1,8400,44,4,3,5,4,0,1,1,1,2,1,1,1,1,1,2,6,5,2,2,1,1,1,2,1,1,1,2,1,1,2,2,0,1,1,0,2623762,2,6.5,6.5,0,0,0,0,8,35889,30918,39771,4971,13706,28072,0,10985,713,28072,0,713,0,0,0,28072,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,8853,5976,1583,1294,18590,1460,784,4899,1609,912,0,470,3287,5168,0,1,10628,5876.1825078,1956.7786583,2794.764513,0,,2623762,1
2017,26062,7,2017,3,115.48000336,2,2,2,,,,,,2,1,1,1,8400,44,4,3,5,4,0,1,1,1,1,0,1,1,1,1,4,0,5,2,2,1,2,1,2,2,0,0,2,1,1,2,2,0,0,1,1,1600000,2,3.5,3.5,0,0,0,0,9,26210,22396,26195,3814,15301,23199,2996,0,0,23199,0,0,0,0,0,10010,13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799,2000,859,940,19115,1010,306,4033,1200,0,0,2391,925,7586,1665,1,2069,0,2069.441672,0,0,,3100000,1
2017,26070,7,2017,3,143.79240417,5,3.75,1,1,2,,,3,2,1,1,1,8400,44,4,3,5,4,1,0,0,1,1,0,0,1,1,0,1,1,2,2,2,2,1,2,2,2,1,1,2,1,,2,1,0,0,,0,,,3,3,1,0,2,2,3,14420,14420,15044,0,7314,8663,0,0,6381,7933,0,525,1202,0,0,7933,0,0,730,0,0,525,0,0,0,0,0,0,0,0,4653,624,164,173,287,7314,453,116,3210,1227,611,200,129,616,383,370,1,5514,3391.5672772,2122.8083626,0,0,,0,1
2017,26088,7,2017,3,456.58880615,2,2,1,,,,,,2,1,1,1,8400,44,4,3,5,4,1,0,0,1,2,0,1,1,0,0,2,0,3,2,2,1,1,1,2,1,0,0,2,1,1,2,1,0,0,1,1,1635749,4,4,4,0,0,0,0,9,21611,17797,20306,3814,4220,13115,3495,0,3695,0,0,3695,0,0,0,0,0,0,13115,0,0,0,3695,0,0,0,0,0,0,0,0,2509,1018,1099,392,8034,314,376,3940,1244,0,0,502,385,1273,0,2,3492,0,3421.397836,0,71,,3135749,1
2017,26096,5,2017,2,572.44317627,3,2.65,3,,,,,,3,2,1,1,7400,41,14,3,4,3,0,1,1,1,1,0,1,1,1,0,3,3,2,2,2,2,1,1,2,2,0,0,2,1,1,2,2,0,0,1,0,2200000,2,5,5,0,0,0,0,10,37740,28444,36092,9296,6664,36092,0,0,0,36092,0,0,0,0,0,20084,0,16008,0,0,0,0,0,0,0,0,0,0,0,0,0,7648,4538,1541,1569,15636,1173,196,5176,1065,0,529,1636,258,5102,501,1,4125,0,2312.5565962,1572.041113,240,,2200000,1
2017,26104,6,2017,2,282.77059937,3,2.65,2,,1,,,1,2,1,1,1,7400,41,14,3,4,3,1,0,0,1,1,0,0,1,0,0,1,1,1,2,2,1,2,2,2,2,0,0,1,1,,2,1,0,0,,0,,,2.5,2.5,1,0,2,2,3,11718,11393,11939,325,12203,11790,0,0,150,11790,0,150,0,0,0,5919,5870,0,0,0,0,150,0,0,0,0,0,0,0,0,0,546,108,67,371,12203,3781,402,3407,507,0,0,113,1198,491,2304,1,2739,1695.7836386,1043.6152844,0,0,,0,1
2017,26112,5,2017,2,228.57449341,4,3.2,1,1,,,1,2,2,1,1,1,7400,41,14,3,4,3,0,1,1,1,1,0,1,1,0,0,2,0,0,2,2,1,2,1,2,1,0,0,2,2,,2,,0,0,,0,,,3,3,1,1,2,2,2,9460,9460,10246,0,6346,7092,0,0,3154,7092,0,150,0,3004,0,7092,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,786,259,180,347,6346,1638,1042,2985,275,72,150,133,3,1,47,2,5770,4180.3988692,1589.1414558,0,0,,0,1
2017,26120,6,2017,2,165.57769775,2,2,2,,,,,,2,1,1,1,7400,41,14,3,4,3,0,1,1,1,1,1,0,1,0,1,2,2,3,2,2,1,2,1,2,1,1,0,2,1,1,2,2,0,1,1,0,1293587,3,3,3,0,0,0,0,10,29090,25907,33841,3183,8645,33107,0,0,734,33107,0,734,0,0,0,18431,0,14676,0,0,0,0,0,0,0,0,734,0,0,0,0,7934,4946,1553,1435,11828,3323,652,3287,796,408,0,1158,573,1098,532,1,1222,0,1221.5042537,0,0,,1293587,1
2017,26138,7,2017,3,196.69500732,5,3.75,2,,2,1,,3,2,1,1,1,0000,43,10,4,4,3,0,1,1,1,1,0,1,1,1,0,3,1,2,2,2,1,2,1,2,2,1,0,2,1,1,2,1,0,0,1,0,5000000,5,4,4,0,0,0,0,5,23139,18932,19724,4207,22545,11511,6972,0,1241,11511,0,525,716,0,0,7081,4430,0,0,0,0,525,0,0,0,0,0,0,0,0,0,792,260,133,399,26752,296,0,4207,1985,256,752,1054,13510,2972,1719,2,7619,5876.1825078,1743.3118955,0,0,650000,4350000,1
2017,26146,7,2017,3,67.296897888,2,2,0,,,,,,2,1,1,1,0000,43,10,4,4,3,0,1,1,1,1,1,0,1,0,0,1,0,2,2,2,1,2,1,2,1,0,0,2,2,,2,,0,0,1,0,5000000,5,4,4,0,0,0,0,4,9796,5589,5692,4207,2840,0,0,0,5692,0,0,3695,0,1997,0,0,0,0,0,0,0,0,3695,0,0,0,0,0,0,0,0,103,0,0,103,7047,893,562,4207,1233,0,0,149,1,1,0,2,3020,0,2869.942033,0,150,,5000000,1
2017,26153,7,2017,3,96.729499817,4,3.2,0,1,1,,,2,2,1,1,1,0000,43,10,4,4,3,1,0,0,1,1,0,0,1,1,1,2,1,2,2,2,1,2,1,2,1,1,0,2,1,1,2,1,0,0,1,0,4000000,5,3,3,0,0,0,0,4,16627,13517,13620,3110,9857,0,6192,0,7428,0,0,7428,0,0,0,0,0,0,0,0,0,338,0,0,0,7091,0,0,0,0,0,103,0,0,103,12967,1845,295,3110,1275,1323,50,700,2775,1001,591,2,7331,3391.5672772,2324.4158604,1572.041113,43,,4000000,1
2017,26161,7,2017,3,299.19549561,4,3.2,4,,,,,,4,3,1,1,0070,61,12,3,4,3,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,0,1,2,1,1,2,2,0,0,,1,,,4,4,1,1,2,2,8,30466,29517,34904,949,28753,31109,3795,0,0,24463,0,0,0,0,0,0,16980,7483,6646,0,0,0,0,0,0,0,0,0,0,0,0,5387,2898,1251,1238,29702,2688,795,4351,1764,1899,1795,4275,662,10040,1433,1,1720,0,1719.5933664,0,0,,1200000,1
2017,26179,7,2017,3,393.52490234,3,2.65,2,,,,,,3,2,1,1,0070,61,12,3,4,3,0,1,0,1,1,1,0,1,0,0,2,1,1,2,2,1,1,1,2,1,0,0,2,1,1,2,1,0,0,1,0,1145546,3,3,3,0,0,0,0,6,17903,14806,15923,3097,6210,10530,0,5393,0,10530,0,0,0,0,0,5304,0,5226,0,5393,0,0,0,0,0,0,0,0,0,0,0,1117,578,110,429,9307,1828,313,3097,1489,50,0,364,850,1315,0,2,1980,0,1980.4971872,0,0,616118,529428,1
2017,26187,6,2017,2,161.02600098,4,3.2,2,2,,,,2,2,1,1,1,0070,61,12,3,4,3,0,1,1,1,1,0,1,1,1,2,3,1,1,2,2,1,1,2,2,1,2,0,2,1,1,2,1,0,0,1,0,2000000,3,4,4,0,0,0,0,2,10599,6659,6998,3940,22230,5693,0,0,1305,5593,0,337,968,0,0,0,5593,0,100,0,0,337,0,0,0,0,0,0,0,0,0,339,0,91,248,26170,3516,424,4107,2343,1278,488,5320,1558,3978,3158,1,3498,1695.7836386,1802.6082185,0,0,929227,1070773,1
2017,26195,7,2017,3,514.39379883,4,3.2,4,,,,,,4,3,1,1,0070,61,12,3,4,3,0,1,1,1,1,0,1,1,1,1,2,2,3,2,2,1,2,1,2,2,1,1,2,1,,2,2,0,0,,0,,,5,5,1,0,2,2,6,23146,22275,24734,871,18061,21738,0,0,2996,12873,0,2996,0,0,0,0,3792,9081,8865,0,0,0,0,2996,0,0,0,0,0,0,0,2459,852,795,812,18061,2243,676,5075,1310,400,140,687,2303,5025,202,1,2328,0,2193.9639499,134.2957193,0,,0,1
2017,26203,5,2017,2,328.15490723,4,3.2,2,,1,1,,2,2,1,1,1,0070,61,12,3,4,3,0,1,1,1,1,0,1,1,0,1,3,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,0,0,1,0,1500000,2,4,4,0,0,0,0,10,47060,38185,54356,8875,22132,54018,0,0,338,53159,0,338,0,0,0,29148,24011,0,859,0,0,338,0,0,0,0,0,0,0,0,0,16171,10780,2954,2437,31007,6293,43,3940,5017,255,1437,1393,4462,7037,1129,1,5432,4180.3988692,1251.1524148,0,0,,1500000,1
2017,26211,6,2017,2,112.86789703,4,3.2,1,,,2,,2,2,1,1,2,0070,61,12,3,4,3,1,0,0,1,2,1,0,1,0,0,2,1,1,2,2,1,2,1,2,1,0,1,1,1,1,2,2,0,1,1,0,1146692,3,3,3,0,0,0,0,2,9879,6782,7294,3097,4448,6956,0,0,337,6956,0,337,0,0,0,6956,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,512,0,172,340,7545,1558,317,3097,784,0,0,640,366,783,0,3,6404,4180.3988692,2223.6121114,0,0,,1146692,3
2017,26229,6,2017,2,140.83999634,2,2,1,,,,,,2,,2,1,0070,61,12,3,4,3,1,0,0,1,1,0,0,1,0,0,3,2,1,2,2,1,2,1,2,2,0,0,2,1,1,1,,0,0,1,0,1000000,3,3,3,0,0,0,0,6,14365,11072,11850,3293,5273,7357,0,0,4493,7357,0,4493,0,0,0,7357,0,0,0,0,0,0,2995,1498,0,0,0,0,0,0,0,778,191,133,454,8370,1789,145,3097,543,0,299,563,263,1415,256,2,3158,0,3024.112472,134.2957193,0,237616,762384,1
