s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_4,nefashot5_9,nefashot10_14,nefashot15_17,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,computer,a_conditioner,c_heating,f_heating,water_heating,security_room,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,Electric_Scooter,Electric_Bicycle,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,i141101,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Social_Transfer_in_Kind_Total,STIK_From_Education,STIK_From_Health,STIK_From_Welfare,STIK_From_property_tax,Mortgage_balance_or_housing_loan,Net_property_value,religion
2017,1016,3,2017,1,379.59170532,2,2,2,,,,,,2,,2,1,4000,31,3,4,4,4,0,1,1,1,1,0,0,1,0,1,2,2,1,2,2,1,2,1,2,2,1,0,2,1,1,2,,0,0,,0,,,3,3,1,0,2,2,4,10374,10374,11064,0,14678,8756,0,0,2308,8756,0,2308,0,0,0,7130,0,1627,0,0,0,0,0,0,0,2308,0,0,0,0,0,690,154,136,400,14678,507,107,1707,497,351,382,6063,3694,1273,97,1,5655,2973.7537256,1108.8412397,1572.041113,0,,0,1
2017,1024,3,2017,1,344.98431396,1,1.25,0,,,,,,1,,1,1,4000,31,3,4,4,4,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,0,0,2,1,1,,,0,0,,0,,,1,1,1,0,3,2,2,4212,4212,4315,0,1395,0,0,0,4315,0,0,3010,1305,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0,0,103,0,0,103,1395,200,61,797,111,0,0,0,0,226,0,1,6554,0,2087.230569,4233.713704,233,,0,1
2017,1032,3,2017,1,292.70739746,2,2,2,,,,,,2,1,1,1,4000,31,3,4,4,4,1,0,0,1,1,1,0,2,0,1,1,3,3,2,2,2,2,2,2,2,0,1,2,1,,2,,0,0,,0,,,2.5,2.5,1,0,2,2,2,6228,6228,6732,0,11955,6732,0,0,0,6732,0,0,0,0,0,6102,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,67,82,355,11955,2790,68,2209,334,150,0,183,1483,3884,853,1,676,0,675.9780819,0,0,,0,1
2017,1040,2,2017,1,161.59069824,3,2.65,2,1,,,,1,2,1,1,1,3000,11,1,2,5,5,0,1,1,1,1,0,0,1,0,1,0,0,2,2,2,1,2,2,2,2,1,0,2,1,,2,1,0,0,1,0,1200000,3,3,3,0,0,0,0,8,24520,20197,23984,4323,13686,23834,0,0,150,23834,0,150,0,0,0,13960,9874,0,0,0,0,150,0,0,0,0,0,0,0,0,0,3787,1902,911,974,18010,465,56,3849,844,160,1165,295,3048,6160,1969,2,2929,1695.7836386,1233.3635179,0,0,391875,808125,1
2017,1057,3,2017,1,281.80160522,3,2.65,1,,,1,,1,2,1,1,1,3000,11,1,2,5,5,0,1,1,0,1,0,0,1,1,1,2,1,1,2,2,1,2,1,2,2,0,1,2,1,,2,2,0,0,,0,,,3.5,3.5,1,0,2,2,5,15965,15965,22893,0,21618,22742,0,0,151,0,0,151,0,0,0,0,0,0,22742,0,0,151,0,0,0,0,0,0,0,0,0,6928,3579,2322,1027,21618,1744,359,2510,1457,131,0,248,1375,13193,601,1,3415,1695.7836386,1719.593366,0,0,,0,1
2017,1065,2,2017,1,280.46121216,1,1.25,0,,,,,,1,,1,1,3000,11,1,2,5,5,0,1,1,1,1,0,0,1,0,0,1,0,0,2,2,2,2,1,2,2,0,0,2,2,,1,,0,0,,0,,,2,2,1,0,1,2,1,2905,2905,3008,0,1067,0,0,0,3008,0,0,3008,0,0,0,0,0,0,0,0,0,0,3008,0,0,0,0,0,0,0,0,103,0,0,103,1067,51,0,206,230,0,0,143,201,1,235,1,2800,0,1559.493294,1007.795057,233,,0,1
2017,1073,3,2017,1,368.84689331,1,1.25,0,,,,,,1,,1,1,3000,11,1,2,5,5,0,1,1,1,1,0,1,1,0,1,1,1,1,2,2,2,2,1,2,2,1,0,2,1,1,1,1,0,0,1,0,1200000,3,3,3,0,0,0,0,10,17824,13975,15351,3849,4194,0,0,13043,2308,0,0,2308,0,0,0,0,0,0,0,13043,0,0,2308,0,0,0,0,0,0,0,0,1376,1273,0,103,8043,1408,561,4058,622,0,0,361,372,661,0,1,1008,0,1008.037491,0,0,,1200000,1
2017,1081,2,2017,1,261.23599243,6,4.25,2,,2,1,1,4,2,1,1,1,0000,70,6,3,3,2,0,1,1,1,1,0,1,1,1,1,3,7,1,2,1,1,1,1,2,1,3,1,2,1,1,2,2,0,0,1,0,1800000,2,5,5,0,0,0,0,8,39850,30772,42523,9078,25560,41807,0,0,716,41807,0,716,0,0,0,32455,9352,0,0,0,0,716,0,0,0,0,0,0,0,0,0,11751,7709,2169,1873,34638,4538,695,4337,1989,3862,4488,1398,5380,7377,575,2,10069,8360.7977384,1707.734101,0,0,545980,1254020,1
2017,1099,2,2017,1,552.38641357,3,2.65,2,,,,,,3,1,2,1,0000,70,6,3,3,2,0,1,1,1,2,1,1,1,0,1,3,2,1,2,2,1,1,1,2,1,0,0,2,1,1,2,2,0,0,1,0,1913924,2,5,5,0,0,0,0,9,31124,26980,30734,4144,13647,18864,0,9463,2406,18864,0,2406,0,0,0,12752,0,6113,0,9463,0,0,2406,0,0,0,0,0,0,0,0,3754,2362,563,829,17791,1650,707,4261,1831,1299,204,2726,1479,3343,291,2,3462,0,3302.805191,0,159,170538,1743386,1
2017,1107,1,2017,1,308.03890991,1,1.25,0,,,,,,1,,1,2,0000,24,9,2,2,2,0,1,1,1,1,1,0,1,0,0,1,0,1,2,2,2,2,2,2,2,0,0,2,2,1,1,,0,0,1,0,406955,4,2,2,0,0,0,0,5,7617,6001,6104,1616,6592,0,0,0,6104,0,0,6104,0,0,0,0,0,0,0,0,0,0,6104,0,0,0,0,0,0,0,0,103,0,0,103,8208,1103,743,1616,885,524,218,2824,0,120,175,3,7535,0,1583.211824,5805.754817,146,,406955,3
2017,1115,1,2017,1,184.80459595,6,4.25,2,,1,3,,4,2,1,1,2,0000,24,9,2,2,2,1,1,1,1,1,1,1,2,1,1,3,3,5,2,2,1,2,2,2,2,0,1,1,1,,2,,0,2,,0,,,5,5,0,0,0,0,2,13978,10752,11202,3226,13563,10487,0,0,714,10487,0,714,0,0,0,6368,4120,0,0,0,0,714,0,0,0,0,0,0,0,0,0,450,0,90,360,16789,3888,1477,3226,1911,418,301,0,4005,669,894,2,10469,8360.7977384,1885.62307,0,223,,0,3
2017,1123,1,2017,1,259.64639282,2,2,1,,,,,,2,1,1,1,0000,31,6,2,3,2,1,0,0,0,1,0,0,1,0,0,2,0,0,2,2,1,2,1,2,2,0,0,2,2,1,1,,0,0,1,0,420000,1,3,3,0,0,0,0,4,11188,8729,9623,2459,4415,7572,0,0,2051,7572,0,2051,0,0,0,7572,0,0,0,0,0,0,0,0,0,0,0,2051,0,0,0,894,365,155,374,6806,1803,377,2391,475,0,0,361,212,92,1095,2,1471,0,1346.026532,0,125,,420000,1
2017,1131,1,2017,1,324.46191406,1,1.25,1,,,,,,1,1,,1,0000,31,6,2,3,2,1,0,0,1,1,0,0,1,0,1,2,1,3,2,1,2,1,2,1,2,0,0,2,1,,1,1,0,0,1,0,1075997,3,4,3,0,0,0,0,7,10890,8550,10069,2340,12322,10069,0,0,0,10069,0,0,0,0,0,10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,794,330,395,14662,1530,0,2340,270,0,0,155,508,9809,50,1,587,0,587.033597,0,0,,1075997,1
2017,1149,1,2017,1,248.93789673,2,2,0,,,,,,2,1,1,1,9100,24,5,3,2,2,1,0,0,1,1,0,0,1,0,0,1,0,1,2,2,1,1,1,2,2,0,0,2,2,1,1,,0,0,1,0,1000000,2,4,4,0,0,0,0,3,8813,5701,5804,3112,3024,0,0,2001,3802,0,2001,3802,0,0,0,0,0,0,0,0,0,0,3802,0,0,0,0,0,0,0,0,103,0,0,103,6136,903,336,3112,753,87,0,514,280,150,0,2,10700,0,4648.83173,5805.754817,245,,1000000,1
2017,1156,2,2017,1,233.35420227,2,2,2,,,,,,2,1,1,3,9100,24,5,3,2,2,1,1,0,1,1,0,0,1,1,1,3,2,1,2,2,1,2,1,2,2,2,0,2,1,,2,2,0,0,,1,,,3,3,1,0,2,2,9,23841,18261,19643,5580,17834,19643,0,0,0,19643,0,0,0,0,0,7179,12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,618,764,23413,5647,829,2811,1037,285,602,4800,261,7032,109,1,1791,0,1790.748911,0,0,,1500000,2
