s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_4,nefashot5_9,nefashot10_14,nefashot15_17,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,computer,a_conditioner,c_heating,f_heating,water_heating,security_room,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,Electric_Scooter,Electric_Bicycle,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,i141101,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Social_Transfer_in_Kind_Total,STIK_From_Education,STIK_From_Health,STIK_From_Welfare,STIK_From_property_tax,Mortgage_balance_or_housing_loan,Net_property_value,religion
2018,18,2,2018,1,167.04821777,6,4.25,3,,1,2,,3,3,2,1,1,1200,43,5,4,4,3,0,1,1,1,2,1,1,1,1,1,4,2,4,2,2,1,1,1,2,1,0,1,2,1,1,2,2,0,0,1,1,5000000,2,7,7,0,0,0,0,8,43628,37935,43702,5693,22499,30855,5544,0,7303,30855,0,531,6067,706,0,1273,0,29581,0,0,0,531,0,0,0,0,0,0,0,0,0,5767,3221,1292,1254,28192,4455,470,6030,3023,78,688,2367,2598,6213,2270,1,9124,6873.9455631,2249.590857,0,0,450423,6141185,1
2018,26,2,2018,1,157.99099731,8,5.2,2,,,2,,2,6,4,2,1,1200,43,5,4,4,3,0,1,1,1,2,0,1,1,1,1,0,1,3,2,2,1,1,2,2,2,1,0,2,1,1,2,2,0,0,1,0,2536107,3,5,5,0,0,0,0,7,47013,41320,70184,5693,20832,69843,0,0,341,69843,0,341,0,0,0,68570,0,1273,0,0,0,341,0,0,0,0,0,0,0,0,0,28864,23748,2734,2382,26525,3499,1511,6072,4124,192,0,2370,3503,5254,0,3,8547,5864.7437371,2682.4389621,0,0,296399,2239708,1
2018,34,2,2018,1,247.22105408,6,4.25,2,2,2,,,4,2,1,1,1,1200,43,5,4,4,3,0,1,1,1,1,0,1,1,1,0,1,2,2,2,2,1,1,1,2,2,1,0,2,2,1,2,1,0,0,1,0,4500000,3,7,7,0,0,0,0,9,57576,45769,68403,11807,19776,67682,0,0,721,67682,0,721,0,0,0,24406,43276,0,0,0,0,721,0,0,0,0,0,0,0,0,0,22634,15525,3953,3156,30244,4073,0,5903,3690,0,152,1735,5738,8859,94,3,9713,6987.9306548,2725.1141277,0,0,168816,4331184,1
2018,42,2,2018,1,178.23419189,4,3.2,1,,2,,,2,2,1,1,1,1200,43,5,4,4,3,0,1,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,2,1,4,0,2,1,,2,2,0,0,1,0,2800000,3,4.5,4.5,0,0,0,0,4,18997,13304,16516,5693,20956,16175,0,0,341,16175,0,341,0,0,0,16175,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,3212,1598,813,801,26649,5627,2145,5693,2848,1784,509,856,3811,2457,919,2,5762,3493.9653274,2267.8802131,0,0,249369,2550631,1
2018,59,2,2018,1,261.64154053,5,3.75,3,,,1,1,2,3,2,1,1,1200,43,5,4,4,3,0,1,2,1,2,1,1,1,1,1,5,4,2,2,2,1,1,1,2,1,3,3,2,1,1,2,2,0,0,1,0,4400000,2,6,6,0,0,0,0,8,38165,31741,42351,6424,37396,26849,0,15161,341,20549,0,341,0,0,0,19276,0,1273,6300,15161,0,341,0,0,0,0,0,0,0,0,0,10610,8374,1181,1055,43820,3928,135,5693,1904,3020,1384,1404,5399,20725,227,2,6341,4310.4641134,2030.1185782,0,0,687205,3712795,1
2018,67,2,2018,1,225.5934906,2,2,0,,,,,,2,1,1,1,1200,43,5,4,4,3,0,1,1,0,1,1,0,1,1,0,1,2,1,2,2,1,1,2,2,1,2,0,2,1,,2,1,0,0,,1,,,4,4,1,0,2,2,7,16713,16713,17899,0,30642,0,0,14037,3862,0,0,0,3862,0,0,0,0,0,0,14037,0,0,0,0,0,0,0,0,0,0,0,1186,1012,70,104,30642,2358,564,5177,1103,3728,0,190,1593,13731,2200,3,8257,0,3517.652912,4700.697511,39,,1591608,1
2018,75,2,2018,1,209.11820984,7,4.75,2,,3,2,,5,2,1,1,1,1200,43,5,4,4,3,0,1,1,1,1,0,1,1,1,2,1,2,6,2,2,1,1,2,2,1,0,0,2,1,1,2,2,0,0,1,0,3500000,2,6,6,0,0,0,0,9,56122,45596,65747,10526,24147,62119,2755,0,872,52627,0,872,0,0,0,43868,8759,0,9493,0,0,872,0,0,0,0,0,0,0,0,0,20151,13762,3519,2870,34674,4389,1231,5693,2359,277,3862,712,7477,6404,2270,3,11569,9551.4121045,2017.9256739,0,0,,3500000,1
2018,83,2,2018,1,342.36279297,3,2.65,3,,,,,,3,2,1,1,1200,43,5,4,4,3,0,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,0,0,2,1,,2,2,0,0,1,1,3500000,2,5,5,0,0,0,0,10,43614,37921,46956,5693,20025,28306,1512,17137,0,28306,0,0,0,0,0,9545,0,18762,0,17137,0,0,0,0,0,0,0,0,0,0,0,9035,7403,705,927,25718,1238,1164,5869,1642,30,101,2198,10842,2635,0,2,4297,0,2347.1340917,1784.231391,166,,5091608,1
2018,91,2,2018,1,273.49966431,5,3.75,2,,2,1,,3,2,1,1,1,1200,43,5,4,4,3,0,1,1,1,1,0,1,1,1,1,4,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,0,0,1,0,3800000,2,6,6,0,0,0,0,7,32385,26108,32228,6277,30807,31697,0,0,531,31697,0,531,0,0,0,16016,15681,0,0,0,0,531,0,0,0,0,0,0,0,0,0,6120,3319,1440,1361,37084,2578,1156,5794,2339,209,1062,1025,4620,18201,101,5,7612,6057.4467771,1554.5953077,0,0,313092,3486908,1
2018,109,2,2018,1,285.42477417,3,2.65,1,,1,,1,2,1,,1,1,1200,43,5,4,4,3,1,0,0,1,1,0,0,1,1,1,2,1,6,2,2,1,1,1,2,1,1,1,2,1,,2,1,0,1,,1,,,5,5,1,0,2,2,5,16243,16243,16920,0,23439,9824,6754,0,341,9824,0,341,0,0,0,9824,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,677,0,298,379,23439,2507,177,7887,1837,280,607,815,4550,4349,432,1,8310,7364.7997601,944.950089,0,0,,1591608,1
2018,117,2,2018,1,403.54721069,5,3.75,3,,,,2,2,3,1,2,1,1200,43,5,4,4,3,0,1,2,1,2,0,0,1,1,0,0,4,2,2,2,1,1,2,2,1,0,0,2,1,1,2,1,0,0,1,2,3700000,3,6,6,0,0,0,0,4,21419,15726,16263,5693,23391,5299,10434,0,531,5299,0,531,0,0,0,1486,0,3813,0,0,0,531,0,0,0,0,0,0,0,0,0,537,0,60,477,29084,4037,443,5750,1906,29,879,2022,10308,2842,867,3,10019,5126.9628994,2084.9866478,2806.777488,0,,6883216,1
2018,125,3,2018,1,173.65777588,5,3.75,1,3,,,,3,2,1,1,1,1200,43,5,4,4,3,0,1,1,1,1,0,0,1,0,2,3,1,1,2,2,2,1,1,2,1,0,0,2,1,,2,2,0,0,1,0,3100000,3,4.5,4.5,0,0,0,0,3,16397,10704,13163,5693,23118,12631,0,0,532,0,0,532,0,0,0,0,0,0,12631,0,0,532,0,0,0,0,0,0,0,0,0,2459,915,1026,518,28811,5289,577,5693,1877,3906,402,616,4082,5960,409,2,6573,3493.9653274,3078.7083544,0,0,1123460,1976540,1
2018,133,2,2018,1,211.80308533,3,2.65,1,,,,,,3,1,2,1,0000,52,6,4,5,5,1,0,0,0,1,0,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,0,2,1,2,2,1,0,0,1,0,3862639,4,6.5,6.5,0,0,0,0,7,22357,16077,17309,6280,15191,5040,0,5078,7191,5040,0,4874,2317,0,0,5040,0,0,0,5078,0,0,4874,0,0,0,0,0,0,0,0,1232,834,2,396,21471,2971,482,6431,6964,64,0,1814,548,795,1403,1,10047,0,5346.5885673,4700.697511,0,,3862639,1
2018,141,2,2018,1,84.065093994,2,2,2,,,,,,2,1,1,1,0000,52,6,4,5,5,0,1,1,1,1,1,1,1,1,1,3,1,4,2,2,1,2,1,2,2,0,0,2,1,1,2,2,0,0,1,0,2170786,3,4,4,0,0,0,0,10,30249,25059,32194,5190,7312,32194,0,0,0,32194,0,0,0,0,0,19089,13105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7135,4274,1475,1386,12502,2238,842,5359,767,101,235,495,307,2159,0,3,3518,0,3517.652912,0,0,,2170786,1
2018,158,2,2018,1,240.4365387,2,2,0,,,,,,2,1,1,1,0000,52,6,4,5,5,0,1,1,1,1,0,1,1,1,2,2,3,1,2,2,2,2,1,2,1,2,0,2,1,2,2,2,0,0,1,2,2170786,3,4,4,0,0,0,0,10,46506,41316,43456,5190,18148,0,9036,22817,11604,0,0,11604,0,0,0,0,0,0,0,22817,0,0,4705,0,0,2905,0,0,3994,0,0,2140,1932,0,208,23338,4045,800,6739,2024,45,202,3889,2073,3521,0,1,5419,0,3517.652912,1784.231391,117,,5354002,1
2018,166,2,2018,1,156.04968262,2,2,1,,,,,,2,1,1,1,0000,52,6,4,5,5,0,1,1,1,1,1,1,1,1,1,3,1,7,2,2,1,1,1,2,2,1,0,2,1,1,2,2,0,0,1,0,7500000,4,8,8,0,0,0,0,9,22354,16074,18479,6280,16947,14447,0,0,4032,14447,0,4032,0,0,0,14447,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,2405,1505,692,208,23227,4192,101,7075,4142,0,0,3074,242,2664,1738,3,2218,0,2127.661813,0,90,2393212,12606788,1
2018,174,2,2018,1,217.89930725,1,1.25,1,,,,,,1,1,,1,5000,51,2,4,5,5,1,0,0,1,1,0,0,1,0,0,1,1,1,2,2,1,2,1,2,2,0,0,2,2,,1,1,0,0,1,0,1000000,5,3,3,0,0,0,0,9,14525,7247,7518,7278,1274,5400,0,0,2118,5400,0,2118,0,0,0,5400,0,0,0,0,0,0,2118,0,0,0,0,0,0,0,0,271,51,22,198,8552,262,0,5479,411,0,0,246,282,1872,0,1,1914,0,1914.285987,0,0,,1000000,1
2018,182,2,2018,1,253.60389709,3,2.65,3,,,,,,3,1,2,3,5000,51,2,4,5,5,1,0,0,1,1,1,0,1,0,0,2,4,1,2,2,1,2,1,2,2,1,0,2,1,1,2,,0,0,,0,,,3,3,1,0,2,2,5,16416,16416,18902,0,11818,15625,0,0,3277,15625,0,3201,76,0,0,5682,8240,1704,0,0,0,0,0,0,0,0,3201,0,0,0,0,2486,1183,490,813,11818,3618,208,3030,832,34,354,435,2021,368,916,1,5103,3054.3356467,2048.4079343,0,0,,0,5
2018,190,2,2018,1,176.68569946,2,2,1,,,,,,2,1,1,1,5000,51,2,4,5,5,0,0,1,1,1,0,0,1,0,0,1,1,1,2,2,1,2,1,2,2,0,0,2,1,,2,1,0,0,1,0,1200000,3,2.5,2.5,0,0,0,0,7,16403,10996,13019,5407,4217,10519,0,0,2500,0,0,2500,0,0,0,0,0,0,10519,0,0,0,0,0,0,2500,0,0,0,0,0,2023,743,762,518,9624,954,930,5407,399,118,283,418,232,883,0,1,3165,0,1286.3514117,1784.231391,94,,1200000,1
2018,208,2,2018,1,67.908164978,1,1.25,0,,,,,,1,,1,1,5000,51,2,4,5,5,1,0,0,0,1,0,0,1,0,1,0,0,0,2,2,2,1,2,2,2,0,0,2,2,1,,,0,0,1,0,1903108,3,2.5,2.5,0,0,0,0,5,8466,3059,3163,5407,6861,0,0,0,3163,0,0,3163,0,0,0,0,0,0,0,0,0,0,3163,0,0,0,0,0,0,0,0,104,0,0,104,12268,1279,291,5407,251,148,253,3911,110,189,430,2,1842,0,1603.366925,0,239,,1903108,1
2018,216,2,2018,1,332.23342896,3,2.65,3,,,,,,3,1,2,1,5000,51,2,4,5,5,0,1,1,1,1,1,0,1,0,1,3,2,1,2,2,1,2,1,2,2,2,0,2,1,2,2,1,0,0,1,0,1100000,1,3,3,0,0,0,0,8,26660,21253,23547,5407,16762,23547,0,0,0,23547,0,0,0,0,0,5454,0,18094,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,933,510,851,22169,2453,757,5587,815,145,1505,588,278,9186,855,2,2979,1247.1227637,1731.3924213,0,0,,1100000,1
2018,224,2,2018,1,468.79779053,2,2,0,,,,,,2,1,1,3,5000,51,2,4,5,5,1,0,0,1,1,0,0,1,0,0,1,0,1,2,2,2,2,2,2,2,0,0,1,2,1,2,,0,0,,0,,,2,2,1,0,1,2,1,4735,4735,4839,0,4296,0,0,0,4839,0,0,4839,0,0,0,0,0,0,0,0,0,0,4839,0,0,0,0,0,0,0,0,104,0,0,104,4296,2453,806,83,453,235,219,0,0,47,0,2,5344,0,4121.201678,983.7282843,239,,0,2
2018,232,2,2018,1,437.65777588,2,2,1,,,,,,2,1,1,1,5000,51,2,4,5,5,1,0,0,1,1,0,0,1,0,1,1,1,1,2,2,1,2,1,2,1,1,0,2,1,1,2,1,0,0,1,0,800000,3,3,3,0,0,0,0,6,14386,8979,9395,5407,5354,4826,0,0,4569,4826,0,4569,0,0,0,4826,0,0,0,0,0,0,4569,0,0,0,0,0,0,0,0,416,0,20,396,10761,731,398,5609,339,0,0,544,101,3038,0,1,3017,0,2950.682859,0,66,,800000,1
2018,240,3,2018,1,264.83972168,2,2,1,,,,,,2,1,1,1,5000,51,2,4,5,5,0,0,1,1,1,0,0,1,0,0,1,2,2,2,2,1,2,2,2,2,0,0,2,1,,2,1,0,1,,0,,,3,3,1,0,2,2,3,9598,9598,11671,0,9514,11671,0,0,0,11671,0,0,0,0,0,11671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,1051,447,575,9514,1652,500,4343,473,20,111,166,588,1659,0,6,7030,6108.6712934,694.9955493,226.3591398,0,,0,1
2018,257,3,2018,1,555.15478516,1,1.25,0,,,,,,1,,1,1,5000,51,2,4,5,5,1,0,0,1,1,0,0,1,1,1,1,1,1,2,2,1,2,2,1,2,0,1,2,1,,1,,0,0,,0,,,2,2,1,0,2,2,1,-174,-174,0,0,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,70,104,4233,467,222,404,385,0,0,360,307,1262,827,6,3534,0,475.5232706,3058.437899,0,,0,1
2018,265,2,2018,1,343.29803467,2,2,0,,,,,,2,1,1,1,5000,51,2,4,5,5,0,1,1,1,1,1,1,1,0,0,1,0,1,2,2,1,2,1,2,1,0,0,2,2,1,2,,0,0,1,0,3407563,1,4,4,0,0,0,0,7,16434,9644,10484,6790,3441,0,0,7057,3427,0,0,3427,0,0,0,0,0,0,0,7057,0,0,0,0,0,3427,0,0,0,0,0,840,736,0,104,10231,1211,373,7058,864,65,0,0,351,309,0,6,3912,0,2127.661813,1784.231391,0,,3407563,1
2018,273,2,2018,1,671.06762695,5,3.75,2,,,3,,3,2,1,1,2,5000,51,2,4,5,5,1,0,0,0,1,0,0,1,0,0,1,1,0,2,2,1,2,2,2,2,0,1,2,1,1,2,1,0,0,,0,,,3,3,1,0,2,2,2,14315,14315,15532,0,25758,15002,0,0,531,15002,0,531,0,0,0,8277,6725,0,0,0,0,531,0,0,0,0,0,0,0,0,0,1217,419,272,526,25758,2773,478,3283,850,5842,0,469,2381,7816,1865,1,6796,5240.9479911,1554.5953077,0,0,,0,3
2018,281,3,2018,1,390.03735352,3,2.65,3,,,,,,3,,3,1,5000,51,2,4,5,5,0,1,0,1,1,0,0,1,0,0,1,3,3,2,2,1,2,1,2,2,0,0,2,1,,2,1,0,0,,0,,,4,4,1,0,2,2,5,16569,16569,17805,0,13437,17536,0,0,269,4701,0,0,0,269,0,4567,0,135,12834,0,0,0,0,0,0,0,0,0,0,0,0,1236,113,517,606,13437,2180,53,5151,906,57,0,241,2757,1727,364,6,7474,6108.6712934,1365.6052898,0,0,,0,1
2018,299,3,2018,1,465.12176514,4,3.2,2,1,1,,,2,2,1,1,1,5000,51,2,4,5,5,0,1,1,1,1,0,0,1,1,0,1,3,1,2,2,2,1,1,2,1,2,0,2,1,,2,1,0,0,1,0,4200000,3,5,5,0,0,0,0,9,37052,27923,36582,9129,35020,36240,0,0,342,36173,0,342,0,0,0,24034,12139,0,67,0,0,342,0,0,0,0,0,0,0,0,0,8659,5329,1747,1583,44149,6273,477,9264,3541,728,414,1434,3990,10191,7839,1,5140,3493.9653274,1646.0420905,0,0,,4200000,1
2018,307,2,2018,1,715.75354004,2,2,2,,,,,,2,2,,2,5000,51,2,4,5,5,0,1,1,1,1,0,1,1,1,0,2,2,1,2,2,1,1,1,2,2,2,0,2,1,1,2,2,0,0,,2,,,3,3,1,0,2,2,10,36491,36491,52050,0,56864,47684,0,0,4366,47684,2350,0,0,2016,2350,40867,6817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15559,10839,2560,2160,56864,12055,39,8081,2307,856,132,1828,478,31089,0,1,3749,3054.3356467,694.9955492,0,0,179466,3003750,3
2018,315,3,2018,1,325.18054199,6,4.25,3,,,2,1,3,3,2,1,2,5000,51,2,4,5,5,1,0,0,0,1,0,1,1,0,0,2,3,5,2,2,1,1,2,2,1,1,1,1,1,1,2,2,0,0,1,9,1600000,3,5,5,0,0,0,0,10,61430,51307,56938,10123,39724,28303,28103,0,532,28303,0,532,0,0,0,20036,5349,2918,0,0,0,532,0,0,0,0,0,0,0,0,0,5631,3359,1053,1219,49847,11696,537,9129,871,0,0,690,12522,13715,687,2,8081,6057.4467771,2024.022126,0,0,1603039,28896961,3
2018,323,3,2018,1,385.98980713,1,1.25,1,,,,,,1,,1,1,5000,51,2,4,5,5,0,1,1,0,1,0,0,1,0,0,0,1,1,2,2,1,1,2,2,2,1,0,2,1,,1,,0,0,,1,,,4,2,1,0,2,2,5,7663,7663,8905,0,25827,8905,0,0,0,0,0,0,0,0,0,0,0,0,8905,0,0,0,0,0,0,0,0,0,0,0,0,1242,358,551,333,25827,3042,458,6465,1202,803,1178,3905,321,8225,228,2,476,0,475.5232706,0,0,,1591608,1
2018,331,2,2018,1,253.93408203,2,2,2,,,,,,2,1,1,1,6600,53,4,3,5,5,1,0,0,1,1,0,0,1,0,0,1,1,1,2,2,2,2,1,2,2,1,0,2,1,1,2,1,0,0,,0,,,2.5,2.5,1,0,2,2,4,11516,11516,11874,0,15020,5825,0,0,6048,5825,0,0,6048,0,0,2273,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,40,318,15020,2069,42,3333,260,2066,131,2155,620,3228,1115,1,5864,3054.3356467,792.5387842,1784.231391,233,,0,1
2018,349,2,2018,1,335.30581665,2,2,1,,,,,,2,,2,1,6600,53,4,3,5,5,1,0,0,0,1,1,0,1,0,1,3,0,1,2,2,1,2,1,2,1,0,0,2,2,1,2,,0,0,1,0,1041430,3,2.5,2.5,0,0,0,0,5,13414,9840,10643,3574,9437,7518,0,0,3125,7518,0,3125,0,0,0,7518,0,0,0,0,0,0,2117,1008,0,0,0,0,0,0,0,803,204,137,462,13011,1671,669,3643,1730,909,253,1797,283,651,1405,2,7469,0,2548.3170136,4829.8100328,91,,1041430,1
2018,356,2,2018,1,431.24301147,4,3.2,2,,2,,,2,2,1,1,1,6600,53,4,3,5,5,1,0,0,1,1,0,1,1,1,1,2,1,3,2,2,1,1,1,2,1,0,1,2,1,,2,1,0,0,,1,,,4,4,1,0,2,2,9,36074,36074,48685,0,22938,44513,3831,0,341,26821,0,341,0,0,0,26821,0,0,17692,0,0,341,0,0,0,0,0,0,0,0,0,12611,7438,3171,2002,22938,3263,742,5177,3085,677,2717,1359,2813,1401,1704,1,4799,3493.9653274,1304.640768,0,0,689060,902548,1
2018,364,2,2018,1,296.57861328,1,1.25,0,,,,,,1,,1,1,6600,53,4,3,5,5,0,1,1,1,2,0,1,1,0,1,2,1,4,2,2,1,2,1,2,2,0,0,2,1,1,1,1,0,0,1,0,1267713,2,3.5,3.5,0,0,0,0,6,10067,5784,6250,4283,8409,0,0,4133,2117,0,0,2117,0,0,0,0,0,0,0,4133,0,0,2117,0,0,0,0,0,0,0,0,466,268,0,198,12692,825,481,4392,900,0,121,2696,1066,1171,1039,1,1704,0,1603.366925,0,101,,1267713,1
2018,372,1,2018,1,754.43682861,1,1.25,0,,,,,,1,,1,1,7400,41,14,3,4,3,1,0,0,1,1,0,1,1,1,1,2,0,2,2,2,1,2,1,2,2,0,0,2,2,1,1,,0,0,1,0,1216769,3,3,3,0,0,0,0,9,15868,12597,13778,3271,4031,0,0,11566,2213,0,0,2213,0,0,0,0,0,0,0,11566,0,0,1207,1006,0,0,0,0,0,0,0,1181,984,0,197,7302,632,603,3271,1054,0,0,1172,291,61,217,1,2338,0,2145.95117,129.1125218,63,,1216769,1
2018,380,1,2018,1,488.61273193,1,1.25,0,,,,,,1,1,,1,7400,41,14,3,4,3,0,1,1,0,1,0,1,1,0,0,2,1,3,2,2,1,2,1,2,2,0,0,2,1,1,1,1,0,0,1,0,1813592,2,4,4,0,0,0,0,8,13430,9216,9913,4214,10034,0,0,7686,2228,0,0,2228,0,0,0,0,0,0,0,7686,0,0,2228,0,0,0,0,0,0,0,0,697,500,0,197,14248,126,215,4214,3703,0,512,4619,173,627,60,2,2034,0,1914.285987,0,120,,1813592,1
2018,398,2,2018,1,273.4289856,4,3.2,2,,,,,,4,3,1,1,0000,41,7,5,4,3,0,1,1,1,1,0,0,1,1,1,2,3,4,2,2,1,1,1,2,2,0,1,2,1,1,2,1,0,0,1,0,3000000,4,4,4,0,0,0,0,7,28262,23901,29282,4361,16055,3577,0,23186,2520,3577,0,2520,0,0,0,955,0,2622,0,23186,0,0,0,0,0,2520,0,0,0,0,0,5381,4924,90,367,20416,3309,922,4574,1327,0,384,3373,1181,4732,614,1,4446,0,2566.6063704,1784.231391,95,,3000000,1
2018,406,2,2018,1,257.77572632,2,2,0,,,,,,2,1,1,1,0000,41,7,5,4,3,0,1,1,1,2,0,1,1,0,0,4,1,4,2,2,1,1,1,2,1,0,0,2,1,1,2,1,0,0,1,1,3000000,2,6,6,0,0,0,0,7,17158,9847,10383,7311,11983,0,0,5040,5343,0,0,5343,0,0,0,0,0,0,0,5040,0,0,5343,0,0,0,0,0,0,0,0,536,328,0,208,19294,1520,458,7470,1367,91,0,1209,1327,5853,0,1,4357,0,4121.201678,0,236,595596,3996012,1
2018,414,2,2018,1,161.23025513,1,1.25,0,,,,,,1,,1,1,0000,41,10,4,4,3,0,1,1,1,1,0,0,1,0,1,2,1,1,2,2,2,2,1,2,2,0,0,2,1,1,1,,0,0,1,0,1977763,3,5,5,0,0,0,0,8,12239,6121,6319,6118,6092,0,4000,0,2319,0,0,2319,0,0,0,0,0,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,198,0,0,198,12210,1650,920,6118,1593,0,0,684,511,274,460,1,1772,0,1603.366925,0,169,,1977763,1
2018,422,2,2018,1,193.32156372,2,2,0,,,,,,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,1,2,2,0,0,2,1,1,2,1,0,0,1,0,1800000,2,4,4,0,0,0,0,6,14164,9979,10736,4185,8799,0,0,5544,5192,0,0,4083,1109,0,0,0,0,0,0,5544,0,0,4083,0,0,0,0,0,0,0,0,757,361,0,396,12984,1416,496,4285,1086,0,421,1778,1184,1956,362,2,5557,0,3517.652912,1784.231391,255,,1800000,1
2018,430,2,2018,1,180.24664307,4,3.2,2,,,2,,2,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,2,0,1,1,1,1,4,2,1,2,2,2,1,1,2,1,1,0,2,1,1,2,2,0,0,,0,,,5,5,1,0,2,2,7,26019,26019,31179,0,26310,29213,0,0,1966,29213,0,151,0,1815,0,13482,15731,0,0,0,0,151,0,0,0,0,0,0,0,0,0,5160,2657,1266,1237,26310,5378,593,5593,1260,0,3146,3215,3071,2570,1483,1,11608,5126.9628994,1780.1640386,4700.697511,0,,0,1
2018,448,2,2018,1,264.50149536,4,3.2,2,1,1,,,2,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,0,1,1,0,1,3,1,1,2,2,2,1,1,2,1,1,0,2,1,1,2,2,0,0,1,0,2200000,2,5,5,0,0,0,0,7,26466,20925,24569,5541,17519,24228,0,0,341,24228,0,341,0,0,0,10441,13786,0,0,0,0,341,0,0,0,0,0,0,0,0,0,3644,1740,917,987,23060,2185,1220,5645,2034,421,0,1033,2248,8248,25,2,5140,3493.9653274,1646.0420905,0,0,696712,1503288,1
2018,455,2,2018,1,275.80175781,5,3.75,4,,,1,,1,4,2,2,1,7900,42,13,3,5,5,0,1,1,1,1,0,1,1,0,1,3,5,4,2,2,1,2,1,2,2,1,0,2,1,1,2,2,0,0,1,0,1800000,3,4.5,4.5,0,0,0,0,9,44046,34607,41980,9439,17305,41829,0,0,151,41829,0,151,0,0,0,16554,15662,9612,0,0,0,151,0,0,0,0,0,0,0,0,0,7373,4114,1611,1648,26744,4503,2112,5662,1193,351,283,1392,2801,8034,413,1,4575,2563.4814497,2011.8292216,0,0,137643,1662357,1
2018,463,1,2018,1,117.89382172,6,4.25,1,1,2,1,,4,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,0,0,1,1,0,2,1,1,2,2,2,1,1,2,1,0,1,2,1,,2,1,0,0,1,0,2060000,2,4,4,0,0,0,0,4,24956,20771,25853,4185,20510,20115,0,0,5738,20115,0,5738,0,0,0,20115,0,0,0,0,0,718,0,0,0,0,0,0,0,0,5020,5082,3164,1023,895,24695,6819,234,4311,1661,1036,0,1565,1927,6124,1019,3,8472,6057.4467771,2414.195066,0,0,140339,1919661,1
2018,471,1,2018,1,127.79051971,5,3.75,2,,1,2,,3,2,1,1,1,7900,42,13,3,5,5,1,0,0,1,1,1,1,1,1,2,5,4,5,2,2,1,1,1,2,1,1,3,2,1,1,2,1,0,0,1,1,4000000,4,6,5,0,0,0,0,6,29700,25083,28179,4617,16004,19906,3017,0,5256,19804,0,1434,0,3822,0,14334,5470,0,101,0,0,529,0,0,0,905,0,0,0,0,0,3096,1607,710,779,20621,3123,826,4618,3139,1311,503,608,2693,3580,220,1,8598,5240.9479911,1572.8846643,1784.231391,0,1095618,8495990,1
2018,489,2,2018,1,175.73048401,3,2.65,2,1,,,,1,2,1,1,1,7900,42,13,3,5,5,0,1,1,1,1,1,0,1,1,0,2,2,1,2,2,1,1,1,2,1,0,0,2,1,1,2,,0,0,,0,,,4,4,1,0,2,2,2,9004,9004,9433,0,14508,2226,0,0,7208,1520,0,7208,0,0,0,1082,437,0,706,0,0,151,0,0,0,7057,0,0,0,0,0,429,0,111,318,14508,2954,1019,5252,1120,86,182,448,2641,519,287,2,4919,1746.9826637,1280.2549592,1784.231391,108,,0,1
2018,497,2,2018,1,235.50946045,5,3.75,3,1,,,1,2,3,2,1,3,7900,42,13,3,5,5,0,1,1,1,1,0,1,1,0,1,1,2,1,2,2,1,1,2,2,1,1,0,2,1,,2,1,0,1,1,0,2000000,3,5,5,0,0,0,0,6,28580,23039,26496,5541,27032,26155,0,0,341,26155,0,341,0,0,0,12300,10780,3075,0,0,0,341,0,0,0,0,0,0,0,0,0,3457,1510,858,1089,32573,2105,460,5662,1271,300,1527,935,1813,16233,2266,1,6286,4310.4641134,1975.2505085,0,0,616593,1383407,5
