s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_3,nefashot4_5,nefashot6_11,nefashot12_15,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,pitua,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,dvd,computer,a_conditioner,c_heating,f_heating,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,value_car,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,dirotBaalutLoGarim,religion
2014,55251,9,2014,3,503.63088989,1,1.25,1,,,,,,1,1,,1,5000,51,2,,4,5,5,0,1,0,0,1,0,0,0,0,1,1,0,1,1,2,2,1,2,2,0,0,2,1,2,1,1,0,,2,,,2,2,1,0,2,2,4,5488,5444,5744,44,11016,4149,598,0,997,4149,0,0,0,997,0,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,300,150,17,133,11016,1024,153,4802,1149,57,0,584,1939,774,536,1,0,1
2014,55269,9,2014,3,383.51889038,1,1.25,1,,,,,,1,,1,1,5000,51,2,,4,5,5,0,1,0,1,1,0,0,0,0,0,1,1,2,1,2,2,1,2,2,0,0,2,1,,1,,0,,2,,,1.5,1.5,1,0,2,2,6,7759,7759,8810,0,7005,8810,0,0,0,8810,0,0,0,0,0,8810,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,456,258,337,7005,769,252,3501,410,0,209,2,392,1123,346,1,0,1
2014,55277,10,2014,4,301.75570679,2,2,2,,,,,,2,1,1,1,0000,31,6,,3,3,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,2,2,2,2,2,1,0,2,1,1,2,,0,1,2,300000,3,3,3,0,0,0,0,5,11776,9692,10057,2084,3228,8461,0,0,1597,8461,0,1597,0,0,0,3620,4840,0,0,0,0,0,1597,0,0,0,0,0,0,365,0,36,329,5312,967,0,2168,513,505,0,195,494,471,0,2,0,1
2014,55285,8,2014,3,173.37049866,5,3.75,1,,,3,,3,2,1,1,2,0000,24,9,,1,2,2,0,1,1,0,1,1,0,1,0,1,3,1,2,3,2,2,2,2,2,1,0,1,2,,2,1,0,1,2,1003925,4,4,4,0,0,0,0,2,11085,8701,10400,2384,16555,9980,0,0,419,0,0,419,0,0,0,0,0,0,9980,0,0,419,0,0,0,0,0,0,0,1699,429,875,395,18939,5051,1083,2384,1417,518,206,0,4172,3490,618,2,0,3
2014,55293,8,2014,3,148.5296936,2,2,0,,,,,,2,1,1,2,0000,24,9,,1,2,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,2,2,2,2,2,0,0,1,2,,1,,0,1,2,1254906,4,3,3,0,0,0,0,2,5390,3191,3294,2199,1970,0,0,0,3294,0,0,798,0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,103,0,0,103,4169,743,312,2199,51,0,0,421,35,375,33,2,0,3
2014,55301,9,2014,3,209.20210266,4,3.2,3,,,,,,4,1,3,2,0000,23,9,,1,2,2,0,1,1,1,1,1,0,1,0,1,1,0,0,1,2,2,2,2,2,0,0,1,2,,2,1,0,1,2,1029063,4,4,4,0,0,0,0,4,13707,11791,12344,1916,5954,9851,0,0,2493,9851,0,2493,0,0,0,3017,0,6834,0,0,0,0,0,0,0,2493,0,0,0,553,0,51,502,7870,950,617,1916,825,73,918,161,35,1641,735,2,0,3
2014,55319,9,2014,3,95.461402893,2,2,0,,,,,,2,1,1,2,0000,23,9,,1,2,2,1,0,0,1,1,1,0,1,0,1,1,0,0,1,2,2,2,2,1,0,0,1,2,1,1,1,0,1,2,596929,4,3,3,0,0,0,0,7,16012,14454,14557,1558,6212,0,0,0,14557,0,0,10569,3988,0,0,0,0,0,0,0,0,0,3191,0,0,7378,0,0,0,103,0,0,103,7770,1523,530,1558,692,548,0,685,18,2059,156,2,0,3
2014,55327,9,2014,3,150.47059631,3,2.65,2,,,,1,1,2,1,1,2,0000,23,9,,1,2,2,0,1,1,1,1,0,0,1,0,0,1,0,1,1,2,2,2,2,2,0,0,1,1,1,2,,0,1,2,1029063,4,4,4,0,0,0,0,3,10603,8687,9001,1916,6999,8861,0,0,140,8861,0,140,0,0,0,4267,0,4594,0,0,0,140,0,0,0,0,0,0,0,314,0,36,278,8915,1913,469,3911,980,0,0,50,1212,379,0,2,0,3
2014,55335,9,2014,3,179.12840271,3,2.65,1,,,,,,3,1,2,2,0000,23,9,,1,2,2,0,1,1,0,1,1,0,1,0,0,1,1,0,0,2,2,2,2,2,0,0,1,2,,1,,0,1,2,1029063,4,4,4,0,0,0,0,3,9997,8081,8542,1916,6207,4653,0,0,3889,4653,0,3889,0,0,0,4653,0,0,0,0,0,0,3889,0,0,0,0,0,0,461,0,19,442,8123,2152,874,1916,1076,1539,0,4,18,150,396,2,0,3
2014,55343,9,2014,3,101.13189697,7,4.75,2,,,1,1,3,4,2,2,2,0000,23,9,,1,2,2,0,1,1,1,1,1,0,1,0,1,2,1,0,1,2,2,2,2,1,1,0,1,2,1,2,1,0,1,2,797654,4,5,5,0,0,0,0,3,16863,13787,16176,3076,14177,15758,0,0,419,9775,0,419,0,0,0,9775,0,0,5982,0,0,419,0,0,0,0,0,0,0,2389,724,878,787,17253,4328,906,3076,2342,1421,0,387,1026,3492,277,3,0,3
2014,55350,9,2014,3,137.83349609,5,3.75,2,,1,2,,3,2,1,1,2,0000,23,9,,1,2,2,0,1,1,0,1,1,0,1,0,0,1,1,0,1,2,2,2,2,2,1,0,1,2,,2,1,0,1,2,1029063,4,4,4,0,0,0,0,3,12897,10981,11856,1916,7745,11438,0,0,419,11438,0,419,0,0,0,7257,4180,0,0,0,0,419,0,0,0,0,0,0,0,875,316,166,393,9661,2890,1007,1916,1298,16,121,489,35,1718,170,2,0,3
2014,55368,9,2014,3,112.56700134,5,3.75,2,1,,2,,3,2,1,1,2,0000,23,9,,1,2,2,0,1,1,1,1,1,0,1,0,1,1,1,4,4,2,2,2,2,1,0,0,1,1,1,2,1,0,1,2,800000,4,5,5,0,0,0,0,5,20647,17571,20966,3076,19103,20547,0,0,419,13069,0,419,0,0,0,13069,0,0,7478,0,0,419,0,0,0,0,0,0,0,3395,1425,1150,820,22179,1529,988,3076,2591,4113,2394,210,3697,2993,588,3,0,3
2014,55376,9,2014,3,60.49200058,3,2.65,0,,,,1,1,2,1,1,2,0000,23,9,,1,2,2,0,1,1,0,1,1,0,1,0,0,1,0,1,0,2,2,2,2,2,1,0,1,1,1,2,1,0,1,2,1268893,4,2,2,0,0,0,0,1,5184,3825,3928,1359,6412,0,0,0,3928,0,0,3928,0,0,0,0,0,0,0,0,0,140,0,0,0,3789,0,0,0,103,0,0,103,7771,1686,405,2626,1112,33,0,464,304,983,158,2,0,3
2014,55384,9,2014,3,36.364200592,1,1.25,0,,,,,,1,,1,2,0000,23,9,,1,2,2,0,1,1,0,1,1,0,1,0,0,1,0,0,1,2,2,2,2,2,0,0,1,2,1,,,0,1,2,596929,4,3,3,0,0,0,0,3,4504,2946,3141,1558,7050,0,0,0,3141,0,0,2542,0,598,0,0,0,0,0,0,0,0,2542,0,0,0,0,0,0,195,0,0,195,8608,3025,536,1558,1394,58,0,411,548,170,908,3,0,3
2014,55392,9,2014,3,325.59060669,3,2.65,2,,,1,,1,2,1,1,2,0000,24,9,,1,2,2,0,1,1,1,2,2,1,1,1,1,3,1,5,4,2,2,2,2,1,4,2,1,1,1,2,2,0,1,2,923779,4,6,6,0,0,0,0,9,30775,25660,40130,5115,17861,39991,0,0,140,25035,0,140,0,0,0,23556,1479,0,14956,0,0,140,0,0,0,0,0,0,0,14470,9772,2742,1956,22976,1835,1034,9116,2589,477,1047,310,2001,4431,135,2,0,3
2014,55400,9,2014,3,326.2250061,4,3.2,2,1,1,,,2,2,1,1,2,0000,24,9,,1,2,2,1,0,1,1,1,1,1,1,0,1,2,1,1,4,2,2,2,2,2,1,0,1,1,,2,1,0,1,2,923779,4,5,5,0,0,0,0,5,17936,12821,14899,5115,4908,14620,0,0,279,4649,0,279,0,0,0,0,4649,0,9971,0,0,279,0,0,0,0,0,0,0,2078,646,893,539,10023,1619,120,5115,1046,0,0,0,733,1091,300,2,0,3
2014,55418,8,2014,3,179.55990601,4,3.2,2,2,,,,2,2,1,1,2,0000,25,9,,1,3,2,0,1,1,1,1,0,1,1,0,1,2,1,2,3,2,2,2,1,1,0,0,1,2,,2,1,0,1,2,1500000,4,9,8,0,0,0,0,5,16740,14006,15200,2734,16328,14920,0,0,279,14920,0,279,0,0,0,6890,8030,0,0,0,0,279,0,0,0,0,0,0,0,1194,329,326,539,19063,841,0,2734,1662,755,1973,493,1905,7190,1510,4,0,3
2014,55426,9,2014,3,86.745300293,4,3.2,1,1,,1,,2,2,1,1,2,0000,25,9,,1,3,2,0,1,1,1,2,1,0,1,0,1,2,1,1,2,2,2,2,1,2,1,0,1,2,,2,1,0,1,2,1500000,4,5,4,0,0,0,0,1,7046,4585,4741,2461,15187,4462,0,0,279,4462,0,279,0,0,0,4462,0,0,0,0,0,279,0,0,0,0,0,0,0,156,0,18,138,17648,1524,310,2461,674,3009,569,410,2385,5921,386,3,0,3
2014,55434,9,2014,3,100.95829773,6,4.25,1,,,,1,2,4,2,2,2,0000,25,9,,1,3,2,1,0,0,1,1,1,0,1,0,0,3,1,1,1,2,2,2,1,2,0,0,1,2,1,2,1,0,1,2,1000000,4,5,4,0,0,0,0,3,15705,13244,14083,2461,30418,7423,0,0,6660,7423,0,6660,0,0,0,7423,0,0,0,0,0,279,0,0,0,6381,0,0,0,839,141,224,474,32879,4679,1260,2461,749,9607,1875,0,300,6406,5542,5,0,3
2014,55442,9,2014,3,93.21900177,5,3.75,2,2,,1,,3,2,1,1,2,0000,25,9,,1,3,2,1,0,0,1,1,0,0,1,0,1,1,0,1,0,2,2,2,1,2,1,0,1,2,,2,1,0,1,2,2000000,4,6,6,0,0,0,0,3,15885,12809,14215,3076,15030,13796,0,0,419,11246,0,419,0,0,0,0,11246,0,2550,0,0,419,0,0,0,0,0,0,0,1406,273,596,537,18106,3584,1458,3076,1382,100,1636,140,3356,2763,612,2,0,3
2014,55459,9,2014,3,136.85350037,7,4.75,2,,,1,1,3,4,2,2,2,0000,25,9,,1,3,2,0,1,1,0,2,0,0,2,0,1,1,1,3,1,2,2,2,1,2,0,0,1,2,,2,1,0,1,2,2000000,4,3,3,0,0,0,0,2,11937,10379,10996,1558,27805,7754,0,0,3242,7754,0,3242,0,0,0,5558,0,2196,0,0,0,451,0,0,0,2792,0,0,0,617,82,121,414,29363,5611,703,1558,4230,254,5471,875,4477,3630,2553,2,0,3
2014,55467,10,2014,4,59.792301178,7,4.75,1,,,1,1,3,4,2,2,2,0000,25,9,,1,3,2,0,1,1,1,1,1,0,1,0,0,2,0,1,0,2,2,2,1,2,0,0,1,1,1,1,1,0,1,2,1799097,4,3,3,0,0,0,0,1,10656,9098,9867,1558,16375,5923,0,0,3944,5923,0,3944,0,0,0,5923,0,0,0,0,0,451,0,3493,0,0,0,0,0,769,128,139,502,17933,1945,695,1558,1255,33,2201,419,4377,2895,2556,2,0,3
2014,55475,11,2014,4,183.46560669,5,3.75,4,,,1,,1,4,2,2,1,0000,31,7,2,2,3,2,0,1,1,1,1,1,0,1,0,0,3,0,1,1,2,2,1,2,1,0,1,2,1,1,2,,0,1,2,1000000,2,4,4,0,0,0,0,4,17954,14974,20438,2980,9343,20298,0,0,140,1851,0,140,0,0,0,333,0,1518,18446,0,0,140,0,0,0,0,0,0,0,5464,2582,1816,1066,12323,3746,348,2980,1706,199,0,539,2308,494,3,5,0,1
2014,55483,10,2014,4,115.06230164,2,2,2,,,,,,2,1,1,1,0000,31,7,2,2,3,2,0,1,1,1,1,0,0,1,0,1,2,0,1,1,2,2,1,2,2,0,0,2,1,1,2,1,0,1,2,750000,3,3,3,0,0,0,0,10,25897,23594,29619,2303,8102,23431,0,4491,1697,23431,0,1697,0,0,0,20692,2739,0,0,4491,0,0,1697,0,0,0,0,0,0,6025,3792,1106,1127,10405,1382,564,2386,593,598,0,1260,227,3325,70,1,0,1
2014,55491,10,2014,4,274.67779541,4,3.2,2,,,1,1,2,2,1,1,1,0000,31,7,2,2,3,2,0,1,1,1,1,0,1,1,1,1,3,1,2,5,2,2,1,2,1,1,0,2,1,1,2,2,0,1,2,1124296,2,5,5,0,0,0,0,8,28956,25162,36114,3794,12024,35835,0,0,279,35835,0,279,0,0,0,31720,4115,0,0,0,0,279,0,0,0,0,0,0,0,10952,7459,1878,1615,15818,1170,193,3794,1703,256,100,135,6376,2005,87,2,0,1
2014,55509,11,2014,4,246.72000122,1,1.25,0,,,,,,1,1,,1,4000,31,3,,4,3,4,0,1,0,1,1,0,0,1,0,0,1,0,1,2,2,2,1,2,2,1,0,2,1,1,1,1,0,,1,,,3,3,1,0,2,2,9,13026,13026,13967,0,8468,0,0,9558,4409,0,0,2185,2223,0,0,0,0,0,0,9558,0,0,2185,0,0,0,0,0,0,941,745,0,196,8468,1082,383,3901,541,33,288,705,336,1141,57,1,1,1
2014,55517,10,2014,4,176.78610229,6,4.25,6,,,,,,6,5,1,3,4000,31,3,,4,3,4,0,1,1,1,1,1,1,1,0,0,2,0,5,2,2,2,2,2,1,1,1,1,1,1,2,2,0,1,2,700000,3,3,3,0,0,0,0,5,24699,21839,24318,2860,7943,24318,0,0,0,18976,0,0,0,0,0,0,0,18975,5342,0,0,0,0,0,0,0,0,0,0,2479,619,923,937,10521,412,22,2306,1315,0,350,433,404,5279,0,1,0,2
2014,55525,10,2014,4,200.10949707,1,1.25,1,,,,,,1,1,,1,4000,31,3,,4,3,4,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,2,1,2,2,1,0,2,1,,1,,0,,2,,,4,4,1,0,2,2,4,5980,5980,6130,0,8361,1385,0,3869,876,1385,0,876,0,0,0,1385,0,0,0,3869,0,0,0,0,0,0,0,876,0,150,0,17,133,8361,1393,268,3243,287,384,187,228,234,2137,0,3,0,1
2014,55533,9,2014,3,256.92349243,3,2.65,2,1,,,,1,2,1,1,3,7000,43,5,2,2,5,4,0,1,1,1,1,0,1,1,1,1,4,1,1,4,2,2,1,2,1,1,1,2,1,1,2,2,0,1,2,900000,3,4,4,0,0,0,0,8,24102,21383,26654,2719,9854,26485,30,0,140,26485,0,140,0,0,0,17609,8875,0,0,0,0,140,0,0,0,0,0,0,0,5271,3016,1137,1118,12573,303,145,2799,1294,45,1064,258,3474,2456,735,1,0,2
2014,55541,10,2014,4,526.41870117,5,3.75,3,,,,1,1,4,3,1,1,6600,53,4,,3,5,5,0,1,1,1,2,0,1,1,1,1,3,1,2,3,2,2,1,2,2,0,0,2,1,1,2,2,0,1,2,1600000,3,5,5,0,0,0,0,8,31874,27158,35805,4716,17316,35665,0,0,140,33669,0,140,0,0,0,26135,6848,686,1996,0,0,140,0,0,0,0,0,0,0,8647,5491,1611,1545,22031,3146,491,4796,2605,488,0,1064,2138,6592,711,3,0,1
2014,55558,10,2014,4,559.53918457,1,1.25,0,,,,,,1,,1,1,8500,43,5,2,2,5,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,2,2,1,2,2,0,0,2,2,1,1,,0,1,2,500000,1,2.5,2.5,0,0,0,0,6,8439,5983,6387,2456,4807,0,0,3194,3194,0,0,3194,0,0,0,0,0,0,0,3194,0,0,1996,1198,0,0,0,0,0,404,208,0,196,7263,899,315,2456,549,1048,700,267,457,247,325,1,0,1
2014,55566,10,2014,4,847.85638428,3,2.65,2,,,,,,3,1,2,1,8500,43,5,2,2,5,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,2,2,1,2,2,0,0,2,1,1,2,,0,,2,,,3,3,1,0,2,2,4,12105,12105,12794,0,4987,9301,0,0,3493,9301,0,2894,599,0,0,5808,0,3493,0,0,0,0,2894,0,0,0,0,0,0,689,349,50,290,4987,528,224,1646,508,0,750,439,249,587,55,6,0,1
2014,55574,11,2014,4,360.64569092,2,2,0,,,,,,2,1,1,1,6600,53,4,,3,5,5,0,1,1,1,1,0,1,1,1,1,3,1,2,1,2,2,1,2,2,0,0,2,1,1,2,1,0,1,1,1800000,2,4,4,0,0,0,0,9,23507,19477,20604,4030,7869,0,4493,9484,6627,0,0,3894,2734,0,0,0,0,0,0,9484,0,0,3894,0,0,0,0,0,0,1127,735,0,392,11899,693,372,4213,1970,0,0,922,910,1945,875,1,1,1
2014,55582,11,2014,4,337.7572937,3,2.65,2,,,,,,3,1,2,1,6600,53,4,,3,5,5,0,1,1,1,1,0,1,1,1,0,3,1,1,4,2,2,1,2,2,0,0,2,1,1,2,1,0,1,2,1591774,3,4,4,0,0,0,0,2,8263,4129,4591,4134,5565,1731,0,1995,864,1731,0,864,0,0,0,150,0,1581,0,1995,0,0,0,0,0,864,0,0,0,462,209,17,236,9595,644,332,4030,1262,56,0,685,335,2234,17,2,0,1
2014,55590,11,2014,4,666.08691406,3,2.65,2,1,,,,1,2,1,1,1,6600,53,4,,3,5,5,0,1,1,1,1,0,0,1,0,0,1,0,2,3,2,2,2,1,2,0,0,2,1,,2,1,0,,2,,,3,3,1,0,2,2,7,18876,18876,22266,0,8140,22127,0,0,140,22127,0,140,0,0,0,11584,10543,0,0,0,0,140,0,0,0,0,0,0,0,3390,1659,831,900,8140,1093,81,3690,828,23,249,218,235,1406,316,2,0,1
2014,55608,11,2014,4,604.10552979,4,3.2,3,,,,,,4,1,3,3,6600,53,4,,3,5,5,1,0,0,1,1,0,0,1,0,0,2,1,2,0,2,2,1,2,1,1,0,2,1,1,2,,0,,2,,,3,3,1,0,2,2,5,19446,19446,20906,0,12333,18133,0,0,2773,18133,0,2075,699,0,0,5857,7734,4542,0,0,0,0,2075,0,0,0,0,0,0,1460,394,255,811,12333,2082,1036,3092,787,236,1152,1231,1892,647,178,2,0,5
2014,55616,11,2014,4,492.87701416,1,1.25,0,,,,,,1,,1,1,6600,53,4,,3,5,5,1,0,0,1,1,0,0,1,0,0,2,0,0,1,2,2,1,2,2,0,0,2,2,1,,,0,1,2,1178675,3,3,3,0,0,0,0,3,5259,2034,2137,3225,2189,0,0,0,2137,0,0,2137,0,0,0,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,103,0,0,103,5414,172,0,3225,629,0,0,1040,258,90,0,3,0,1
2014,55624,11,2014,4,254.27760315,1,1.25,0,,,,,,1,,1,1,6600,53,4,,3,5,5,0,1,1,1,1,0,1,1,0,1,2,1,1,2,2,2,1,2,1,0,0,2,1,2,1,1,0,1,2,1350000,3,3.5,3.5,0,0,0,0,7,8926,4896,5092,4030,5858,0,2496,0,2596,0,0,2596,0,0,0,0,0,0,0,0,0,0,1398,1198,0,0,0,0,0,196,0,0,196,9888,1119,564,4122,1357,109,0,1142,257,1132,87,2,0,1
2014,55632,11,2014,4,287.12640381,2,2,0,,,,,,2,1,1,1,6600,53,4,,3,5,5,0,1,1,1,1,0,0,1,1,0,2,0,0,1,2,2,1,2,1,0,0,2,2,1,2,2,0,1,2,1600000,2,5,5,0,0,0,0,7,15847,11151,12030,4696,11194,0,0,7488,4543,0,0,4543,0,0,0,0,0,0,0,7488,0,0,4543,0,0,0,0,0,0,879,487,0,392,15890,1880,1502,4725,1001,803,499,2856,530,2048,47,1,0,1
2014,55640,11,2014,4,240.44250488,1,1.25,1,,,,,,1,,1,1,5000,51,2,,4,5,5,0,1,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,2,2,0,0,2,1,1,1,1,0,1,2,1800000,3,3,3,0,0,0,0,9,15415,10479,12311,4936,11437,11313,0,0,998,11313,0,0,0,998,0,11313,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,937,433,462,16373,1811,346,5135,862,449,933,1182,2059,2558,1038,1,0,1
2014,55657,10,2014,4,371.75021362,3,2.65,2,,,,,,3,2,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,1,1,3,4,2,2,1,2,1,1,0,2,1,1,2,1,0,1,1,4000000,3,4,3,0,0,0,0,10,34355,29805,33238,4550,18725,21262,11976,0,0,11511,0,0,0,0,0,11511,0,0,9751,0,0,0,0,0,0,0,0,0,0,3433,1473,1086,874,23275,3288,1014,4804,2196,1203,0,2858,1027,2636,4248,1,2,1
2014,55665,11,2014,4,1025.5175781,1,1.25,1,,,,,,1,,1,1,5000,51,2,,4,5,5,0,1,0,1,1,0,0,1,0,1,0,0,1,1,2,2,2,2,2,0,0,2,1,,1,,0,1,2,2048302,3,3,3,0,0,0,0,6,8159,3223,3686,4936,3086,3456,0,0,230,3456,0,0,230,0,0,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,463,102,134,227,8022,1144,170,5053,598,0,0,189,0,867,0,2,0,1
2014,55673,6,2014,2,308.62030029,5,3.75,2,,,2,1,3,2,1,1,2,0000,24,9,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,1,2,1,1,0,2,1,1,2,1,0,1,2,350000,4,4,3,0,0,0,0,2,10851,9334,10232,1517,10513,9812,0,0,421,6808,0,421,0,0,0,6808,0,0,3004,0,0,421,0,0,0,0,0,0,0,898,250,318,330,12030,3012,126,1517,1535,33,0,1151,582,3838,236,2,0,4
2014,55681,6,2014,2,243.13900757,5,3.75,0,1,1,1,,3,2,1,1,2,0000,24,9,,1,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,2,2,2,2,2,1,0,1,2,,2,1,0,1,2,2000000,4,6,5,0,0,0,0,3,13960,11272,11438,2688,11720,0,0,0,11438,0,0,421,11018,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,166,0,63,103,14409,3309,517,2688,1053,1653,0,202,2804,1628,554,1,0,4
2014,55699,6,2014,2,839.50567627,3,2.65,2,1,,,,1,2,1,1,2,0000,24,9,,1,2,2,0,1,1,1,1,1,0,1,0,1,2,0,1,1,2,2,1,2,2,0,0,2,1,,,1,0,1,2,200000,4,7,7,0,0,0,0,4,12014,8788,9343,3226,5507,9203,0,0,140,9203,0,140,0,0,0,6043,3160,0,0,0,0,140,0,0,0,0,0,0,0,555,144,80,331,8733,1213,22,3226,960,0,43,100,239,2075,856,1,0,4
2014,55707,6,2014,2,319.14019775,6,4.25,1,1,2,1,,4,2,1,1,2,0000,24,9,,1,2,2,0,1,1,1,1,1,0,1,0,1,1,0,1,0,2,2,1,2,2,0,0,2,2,,2,,0,1,2,250000,4,3,3,0,0,0,0,1,5176,3490,3794,1686,9612,1231,0,0,2563,1231,0,2563,0,0,0,1231,0,0,0,0,0,561,0,0,0,0,2003,0,0,304,0,38,266,11298,3318,691,1686,791,310,217,284,1752,900,1350,1,0,4
2014,55715,6,2014,2,147.46670532,7,4.75,1,,,,2,2,5,2,3,2,0000,24,9,,1,2,2,0,1,1,1,1,1,0,1,0,1,1,0,1,0,2,2,2,2,2,0,0,2,2,,2,1,0,1,2,1007963,4,4,3,0,0,0,0,1,7400,5781,6789,1619,2914,4005,0,0,2784,0,0,2784,0,0,0,0,0,0,4005,0,0,280,2503,0,0,0,0,0,0,1008,0,416,592,4432,245,108,1517,1132,0,0,250,18,1161,0,1,0,4
2014,55723,6,2014,2,193.01759338,4,3.2,2,,,,,,4,2,2,2,0000,24,9,,1,2,2,1,1,1,1,1,1,0,1,0,1,0,0,2,3,2,2,2,2,1,1,0,2,2,,2,2,0,1,2,500000,4,5,5,0,0,0,0,5,17795,14569,16560,3226,20602,16560,0,0,0,16560,0,0,0,0,0,10641,0,5920,0,0,0,0,0,0,0,0,0,0,0,1991,808,459,724,23828,4584,1310,3226,1920,6100,120,1701,819,3944,103,1,0,4
2014,55731,7,2014,3,149.65440369,6,4.25,0,,,1,,2,4,2,2,2,0000,24,9,,1,2,2,1,1,0,1,1,1,0,1,0,1,1,1,0,2,2,2,1,2,2,1,0,2,2,1,,,0,1,2,1007963,4,4,3,0,0,0,0,1,4110,2593,3079,1517,12801,0,0,0,3079,0,0,3079,0,0,0,0,0,0,0,0,0,280,0,0,0,0,2799,0,0,486,0,147,339,14319,2792,848,1517,1168,22,323,268,5834,910,637,3,0,4
2014,55749,11,2014,4,842.7946167,3,2.65,2,1,,,,1,2,1,1,2,0000,24,9,,1,2,2,1,1,1,1,1,1,0,1,0,0,1,0,1,1,2,2,2,1,2,0,0,1,1,,2,1,0,1,2,1007963,4,4,4,0,0,0,0,5,14098,12020,13647,2078,7900,13508,0,0,140,5022,0,140,0,0,0,0,5022,0,8486,0,0,140,0,0,0,0,0,0,0,1627,423,728,476,9978,1216,145,2078,1633,1000,809,500,634,1863,100,2,0,3
2014,55756,11,2014,4,230.86230469,3,2.65,2,,1,,,1,2,1,1,2,0000,24,9,,1,2,2,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,2,1,1,1,0,1,1,1,2,1,0,1,2,1421782,5,3,3,0,0,0,0,4,13294,11550,12247,1744,15423,12108,0,0,140,12108,0,140,0,0,0,6220,5888,0,0,0,0,140,0,0,0,0,0,0,0,697,170,129,398,17167,1977,111,1744,1177,512,767,5876,465,4011,527,1,0,3
2014,55764,9,2014,3,204.13760376,2,2,0,,,,,,2,1,1,1,0000,42,7,,4,5,5,0,1,2,1,1,1,2,1,0,1,2,1,1,1,2,2,1,2,2,0,0,2,1,1,2,1,0,1,2,2000000,2,5,5,0,0,0,0,9,20330,14937,16800,5393,15716,0,0,13460,3340,0,0,3340,0,0,0,0,0,0,0,13460,0,0,3340,0,0,0,0,0,0,1863,1415,63,385,21109,4005,1010,5393,2615,439,587,1596,1954,3443,68,2,0,1
2014,55772,10,2014,4,148.18040466,6,4.25,2,,,2,1,3,3,1,2,1,0000,42,7,,4,5,5,0,1,1,1,1,1,0,1,0,1,4,0,2,3,2,2,1,2,1,1,0,2,1,1,2,1,0,,1,,,5,5,1,0,2,2,4,18731,18731,19446,0,18038,10943,4391,0,4112,10943,0,3713,0,399,0,6194,4749,0,0,0,0,419,0,3294,0,0,0,0,0,715,166,93,456,18038,3628,552,5585,1309,162,1751,496,1973,2409,173,2,1,1
2014,55780,10,2014,4,93.811096191,2,2,0,,,,,,2,1,1,1,0000,42,7,,4,5,5,0,1,1,1,1,0,1,1,1,1,2,0,1,2,2,2,1,2,1,1,0,2,1,1,2,1,0,1,1,3500000,3,5,5,0,0,0,0,9,24278,18885,20033,5393,6579,0,5389,10619,4024,0,0,4024,0,0,0,0,0,0,0,10619,0,0,4024,0,0,0,0,0,0,1148,756,0,392,11972,459,268,5473,2479,70,0,267,823,1343,790,1,1,1
2014,55798,9,2014,3,113.15840149,6,4.25,2,,,2,1,3,3,2,1,1,0000,42,7,,4,5,5,0,1,1,1,1,0,0,1,1,1,4,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,0,,2,,,4,4,1,1,2,2,1,6290,6290,6618,0,8986,5202,0,0,1416,5202,0,419,0,997,0,660,0,4543,0,0,0,419,0,0,0,0,0,0,0,328,0,81,247,8986,2021,499,0,1697,0,598,408,1565,2187,11,1,0,1
