s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_3,nefashot4_5,nefashot6_11,nefashot12_15,nefashotad18,nefashot18up,men18up,women18up,Nationality,yshuv,nafa,zurat_y,pitua,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,dvd,computer,a_conditioner,c_heating,f_heating,cable_tv,digital__receiver,water_purification_device,Tablet,Gamer,satellite_dish,internet,phones,cell_phones,cars,value_car,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,dirotBaalutLoGarim,religion
2014,117,2,2014,1,163.43510437,5,3.75,2,,,3,,3,2,1,1,1,5000,51,2,,4,5,5,1,0,0,1,1,0,0,1,1,0,2,1,1,1,2,2,1,2,2,0,1,2,1,,2,1,0,,1,,,3,3,1,0,2,2,3,13517,13517,14864,0,10185,14445,0,0,420,14445,0,420,0,0,0,5706,8738,0,0,0,0,420,0,0,0,0,0,0,0,1347,522,306,519,10185,563,48,3518,999,150,0,741,2075,2060,30,2,1,1
2014,125,2,2014,1,516.49310303,1,1.25,0,,,,,,1,,1,1,6600,53,4,,3,5,5,1,0,0,0,1,0,0,1,0,1,2,0,1,0,2,2,1,2,2,0,0,2,1,1,1,,0,,2,,,2,2,1,3,2,2,4,5522,5522,5988,0,5556,0,0,4199,1789,0,0,1340,450,0,0,0,0,0,0,4199,0,0,1340,0,0,0,0,0,0,466,273,0,193,5556,333,72,3016,526,0,80,170,867,369,124,2,0,1
2014,133,1,2014,1,360.56030273,2,2,1,,,,,,2,1,1,1,6600,53,4,,3,5,5,0,1,1,1,1,0,1,1,1,1,2,1,0,2,1,2,1,2,2,0,0,2,2,1,2,,0,1,2,1700000,3,4,4,0,0,0,0,6,13002,8972,9788,4030,5468,6120,0,0,3668,0,0,3668,0,0,0,0,0,0,6120,0,0,0,3668,0,0,0,0,0,0,816,0,434,382,9498,143,251,4030,2322,0,0,1302,491,893,65,2,0,1
2014,141,2,2014,1,518.80847168,3,2.65,2,1,,,,1,2,1,1,1,6600,53,4,,3,5,5,0,1,1,1,1,0,1,1,1,1,3,4,2,1,1,2,1,2,1,1,1,2,1,1,2,2,0,1,2,2000000,3,4,4,0,0,0,0,6,18582,14552,17102,4030,12982,16682,0,0,420,16682,0,420,0,0,0,12686,3997,0,0,0,0,420,0,0,0,0,0,0,0,2550,1332,552,666,17012,1072,28,4100,1969,0,2007,800,3834,2783,419,1,0,1
2014,158,2,2014,1,212.92649841,5,3.75,2,,,,3,3,2,1,1,1,8600,52,4,,4,5,5,0,1,1,1,1,0,1,1,1,1,5,1,3,5,2,2,1,2,2,2,2,2,1,1,2,1,0,1,2,1500000,3,4,4,0,0,0,0,6,24890,20204,23462,4686,18878,23010,0,0,452,23010,0,452,0,0,0,11192,11818,0,0,0,0,452,0,0,0,0,0,0,0,3258,1405,905,948,23564,2260,552,4745,2090,1696,1530,978,6679,2265,767,1,0,1
2014,166,2,2014,1,376.54998779,7,4.75,2,,,,,1,6,2,4,1,5000,51,2,,4,5,5,1,0,0,1,1,1,1,1,0,0,0,0,1,2,2,2,2,2,1,0,0,2,2,1,2,,0,1,2,700000,3,4,4,0,0,0,0,2,12626,6560,7519,6066,10500,7379,0,0,140,7379,0,140,0,0,0,5503,1876,0,0,0,0,140,0,0,0,0,0,0,0,959,69,176,714,16566,2616,681,6066,1620,0,131,1248,1874,2011,317,4,0,1
2014,174,2,2014,1,277.11401367,6,4.25,2,1,,1,2,4,2,1,1,1,5000,51,2,,4,5,5,0,1,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,1,0,0,2,1,1,2,2,0,,2,,,4,4,0,0,0,0,3,17273,11207,12682,6066,7327,12122,0,0,560,3961,0,560,0,0,0,0,3961,0,8161,0,0,560,0,0,0,0,0,0,0,1475,370,674,431,13394,1405,900,6066,901,15,401,339,2134,758,474,3,0,1
2014,182,3,2014,1,97.755699158,3,2.65,1,,,,,,3,,3,1,0000,44,6,2,3,4,3,1,0,0,1,1,0,1,1,0,1,1,0,2,1,2,2,1,2,2,0,0,2,1,1,2,1,0,1,2,750000,3,3,3,0,0,0,0,4,12538,9707,10945,2831,7456,8694,0,0,2251,8694,0,47,0,2204,0,8694,0,0,0,0,0,47,0,0,0,0,0,0,0,1238,407,293,538,10287,1464,333,2831,1015,370,201,245,1625,1881,322,1,0,1
2014,190,3,2014,1,131.58189392,6,4.25,1,1,,2,1,4,2,1,1,1,0000,44,6,2,3,4,3,1,0,0,1,1,0,0,1,0,0,1,0,1,0,2,2,2,2,2,0,0,2,2,,2,,0,,2,,,4,4,1,0,2,2,2,11266,11266,12095,0,4743,7025,0,0,5070,7025,0,561,0,4509,0,7025,0,0,0,0,0,561,0,0,0,0,0,0,0,829,280,198,351,4743,769,149,1428,670,0,101,0,200,1425,0,1,0,1
2014,208,3,2014,1,220.65179443,5,3.75,3,,,,2,2,3,1,2,1,0000,44,6,2,3,4,3,1,0,0,1,1,1,0,1,0,1,1,0,1,2,2,2,2,2,2,0,0,2,1,1,2,1,0,1,2,1000000,3,4,4,0,0,0,0,5,22303,18961,22958,3342,10275,22678,0,0,281,22678,0,281,0,0,0,15432,6977,268,0,0,0,281,0,0,0,0,0,0,0,3997,2078,871,1048,13617,1443,746,3342,700,761,814,704,547,3499,1061,4,0,1
2014,5900,2,2014,1,193.876297,1,1.25,1,,,,,,1,,1,1,6300,52,5,,4,5,5,0,1,1,0,1,0,0,1,1,0,1,0,1,1,2,2,1,2,2,0,0,2,1,1,1,1,0,1,2,1727906,3,3,3,0,0,0,0,10,20074,15854,22146,4220,13182,22146,0,0,0,22146,0,0,0,0,0,22146,0,0,0,0,0,0,0,0,0,0,0,0,0,6292,4089,1197,1006,17255,989,412,4357,1051,6455,0,403,655,2717,217,1,0,1
2014,5918,2,2014,1,287.01989746,1,1.25,1,,,,,,1,,1,3,5000,51,2,,4,5,5,0,1,1,1,1,0,0,1,1,1,1,0,1,3,2,2,1,1,1,1,0,2,1,,1,1,0,1,2,2036265,3,3.5,3.5,0,0,0,0,10,24565,16787,23873,7778,5500,23873,0,0,0,23873,0,0,0,0,0,23873,0,0,0,0,0,0,0,0,0,0,0,0,0,7086,4676,1318,1092,13202,1522,589,6066,550,124,0,1675,734,1805,138,6,0,5
2014,5926,1,2014,1,161.5032959,2,2,1,,,,,,2,,2,1,5000,51,2,,4,5,5,1,0,0,1,1,0,0,1,0,1,2,1,2,2,2,2,1,2,2,0,0,2,1,,2,,0,,2,,,2.5,2.5,1,0,2,2,3,6930,6635,7432,295,9901,7432,0,0,0,7432,0,0,0,0,0,7432,0,0,0,0,0,0,0,0,0,0,0,0,0,797,233,192,372,9901,572,34,5016,521,0,0,2,1117,2639,0,6,0,1
2014,5934,1,2014,1,563.33068848,1,1.25,1,,,,,,1,,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,0,1,0,0,1,0,2,2,2,2,1,2,2,0,0,2,1,1,1,1,0,,2,,,3,2,1,4,2,2,4,5527,5401,5765,126,9205,4434,0,0,1330,4434,0,0,0,1330,0,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,364,82,83,199,9332,1700,272,3187,517,491,0,349,1744,1008,63,6,0,1
2014,5942,2,2014,1,613.57940674,1,1.25,1,,,,,,1,,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,0,1,0,0,2,0,2,2,2,2,1,2,2,0,0,2,1,1,1,,0,,2,,,3,3,1,4,2,2,4,5447,4896,5190,551,7222,4190,0,0,1000,4190,0,0,0,1000,0,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,294,46,62,186,7349,659,142,3187,530,1,423,347,1005,838,218,6,0,1
2014,5959,1,2014,1,682.96307373,4,3.2,2,,,1,1,2,2,1,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,1,1,1,3,2,2,1,2,1,0,1,2,1,1,2,1,0,1,2,2500000,3,3,3,0,0,0,0,10,41311,32558,45502,8753,18871,45223,0,0,279,36917,0,279,0,0,0,28990,7927,0,8306,0,0,279,0,0,0,0,0,0,0,12944,8301,2583,2060,27625,3743,1016,4936,1013,1391,87,4474,2960,4669,3337,6,0,1
2014,5967,2,2014,1,495.03948975,5,3.75,2,1,1,1,,3,2,1,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,2,1,2,1,0,0,2,1,1,2,2,0,1,1,4035256,3,5,5,0,0,0,0,10,48067,39823,58598,8244,15303,52880,5298,0,420,51881,0,420,0,0,0,47960,3921,0,1000,0,0,420,0,0,0,0,0,0,0,18775,13836,2780,2159,23548,2055,375,8073,2045,339,578,995,5680,1874,1534,6,1,1
2014,5975,2,2014,1,499.07189941,4,3.2,2,,,2,,2,2,1,1,1,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,0,1,2,2500000,3,4,4,0,0,0,0,10,46027,37125,55318,8902,15806,55038,0,0,280,55038,0,280,0,0,0,45935,9103,0,0,0,0,280,0,0,0,0,0,0,0,18193,12898,2921,2374,24708,2383,227,6120,1941,1617,551,637,4910,6207,116,6,0,1
2014,5983,2,2014,1,303.23110962,2,2,2,,,,,,2,1,1,1,6900,42,5,,4,5,4,0,1,1,1,1,0,1,1,0,1,2,1,2,2,2,2,1,2,2,0,0,2,1,1,2,2,0,1,2,2185147,2,5,5,0,0,0,0,10,33886,28189,38833,5697,19264,38833,0,0,0,38833,0,0,0,0,0,21083,17750,0,0,0,0,0,0,0,0,0,0,0,0,10644,6893,2012,1739,24961,3922,318,5864,2341,1541,1713,1669,2712,4880,0,1,0,1
2014,5991,2,2014,1,512.63311768,3,2.65,2,,,,,,3,2,1,1,6900,42,5,,4,5,4,1,0,0,1,1,1,0,1,0,0,0,0,1,1,2,2,2,2,2,0,0,2,2,1,2,,0,1,2,1737164,3,4,4,0,0,0,0,4,12725,8417,8840,4308,5710,5941,0,0,2899,5941,0,2899,0,0,0,3501,0,2440,0,0,0,0,0,2899,0,0,0,0,0,423,0,55,368,10018,2414,720,4308,1203,44,0,958,0,331,39,3,0,1
2014,6007,2,2014,1,327.79168701,2,2,2,,,,,,2,1,1,1,0000,25,6,1,3,3,2,0,1,1,1,1,0,0,1,1,0,1,0,3,2,2,2,1,2,2,1,0,2,1,1,2,2,0,1,2,500000,3,3,3,0,0,0,0,7,14859,13118,14515,1741,16970,14515,0,0,0,14515,0,0,0,0,0,8870,5645,0,0,0,0,0,0,0,0,0,0,0,0,1397,560,313,524,18711,2802,333,1741,910,1836,615,222,2455,6401,1395,1,0,1
2014,6015,3,2014,1,220.11160278,2,2,2,,,,,,2,1,1,1,0000,25,6,1,3,3,2,1,0,0,1,2,0,0,1,0,1,3,2,3,3,2,2,1,2,2,2,0,2,1,1,2,2,0,1,2,347990,3,3,3,0,0,0,0,9,20730,18989,23271,1741,13342,22872,399,0,0,22872,0,0,0,0,0,15775,7097,0,0,0,0,0,0,0,0,0,0,0,0,4282,2457,887,938,15083,1713,475,1847,1235,0,0,662,1550,2991,4610,1,0,1
2014,6023,2,2014,1,120.66210175,1,1.25,1,,,,,,1,,1,1,0000,25,6,1,3,3,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,2,2,1,2,2,0,0,2,1,,1,,0,,2,,,3,3,1,0,2,2,2,3350,3350,3500,0,3634,1500,0,0,1999,1500,0,1999,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,1999,0,150,0,17,133,3634,720,382,1307,470,0,0,60,470,225,0,1,0,1
2014,6031,3,2014,1,210.69900513,4,3.2,2,1,1,,,2,2,1,1,3,0000,62,6,3,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,2,1,2,2,0,0,2,2,,2,,0,,2,,,2,2,1,0,2,2,1,7302,7302,8128,0,7239,8128,0,0,0,8128,0,0,0,0,0,5262,2866,0,0,0,0,0,0,0,0,0,0,0,0,826,817,9,0,7239,769,252,2005,25,176,1060,584,1087,1195,87,1,0,2
2014,6049,3,2014,1,201.18479919,5,3.75,0,1,,1,2,4,1,,1,1,0000,62,6,3,3,1,1,0,1,1,1,1,0,0,1,0,0,2,0,0,0,2,2,2,1,2,0,0,2,2,,1,,0,,2,,,3,3,1,0,1,2,1,3664,3664,3767,0,8298,0,0,0,3767,0,0,3767,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,3206,103,0,0,103,8298,4037,283,126,1688,257,0,1,819,227,860,2,0,1
2014,6056,3,2014,1,203.32470703,4,3.2,1,,,,,,4,1,3,3,0000,62,6,3,3,1,1,1,0,0,1,2,0,0,1,0,1,2,1,3,4,2,2,1,2,2,3,0,2,1,1,2,,0,1,,800000,3,4,4,0,0,0,0,4,16196,12663,13341,3533,16540,7341,0,0,6000,7341,0,6000,0,0,0,7341,0,0,0,0,0,0,2705,0,0,0,1164,1379,751,678,0,178,500,20073,2166,444,5209,2086,268,4172,197,2272,1562,1696,1,0,2
2014,6064,1,2014,1,544.79888916,5,3.75,3,,,1,,1,4,,4,1,0000,32,6,,3,3,2,1,0,0,1,1,0,0,1,0,0,2,1,3,1,2,2,1,2,2,0,0,2,1,1,2,,0,1,2,1314612,3,4,4,0,0,0,0,3,15688,12524,13309,3164,7990,10684,0,0,2625,10684,0,2292,0,332,0,4336,0,6348,0,0,0,0,0,0,0,2292,0,0,0,785,73,127,585,11154,4447,539,3244,679,171,0,135,269,936,735,3,0,1
2014,6072,1,2014,1,417.27731323,2,2,2,,,,,,2,2,,1,0000,32,6,,3,3,2,0,1,1,1,1,0,1,1,0,1,2,1,2,5,2,2,1,2,2,0,0,2,1,1,2,2,0,,2,,,5,4,1,0,2,2,9,23034,23034,31972,0,45771,31972,0,0,0,6470,0,0,0,0,0,0,0,6470,25502,0,0,0,0,0,0,0,0,0,0,8938,4905,2665,1368,45771,1087,684,4680,1885,75,0,216,13893,23052,199,5,0,1
2014,6080,1,2014,1,389.59210205,5,3.75,4,,,,,1,4,3,1,1,0000,32,6,,3,3,2,0,1,1,1,1,0,1,1,1,1,2,0,3,3,2,2,1,2,1,0,1,2,1,1,2,1,0,1,2,2500000,3,4,4,0,0,0,0,7,29966,26671,32488,3295,19622,32348,0,0,140,32348,0,140,0,0,0,15701,12084,4563,0,0,0,140,0,0,0,0,0,0,0,5817,3137,1314,1366,22786,5209,692,3164,1919,955,426,1597,3822,4543,459,1,0,1
2014,6098,1,2014,1,348.11349487,2,2,0,,,,,,2,1,1,1,0000,32,6,,3,3,2,0,1,1,1,1,1,0,1,0,1,1,0,1,5,2,2,1,2,1,0,0,2,2,1,2,1,0,1,2,4000000,3,5,5,0,0,0,0,10,28440,23879,25149,4561,20108,0,0,20771,4378,0,7628,4378,0,0,0,0,0,0,0,13143,0,0,3702,676,0,0,0,0,0,1270,888,0,382,24669,1417,602,4561,11502,157,1106,2706,591,1949,77,3,0,1
2014,6106,1,2014,1,205.80290222,4,3.2,2,,,,,,4,3,1,1,0000,32,6,,3,3,2,0,1,1,1,1,0,1,1,0,0,1,0,1,3,2,2,1,2,2,0,0,2,1,1,2,1,0,1,2,1314612,4,4,4,0,0,0,0,5,16648,13484,14299,3164,18080,11309,0,0,2990,11309,0,2990,0,0,0,4906,0,6404,0,0,0,0,0,0,1096,1894,0,0,0,815,101,140,574,21244,2969,1086,3164,1831,1634,91,3175,4058,3104,131,3,0,1
2014,6114,1,2014,1,475.36959839,1,1.25,1,,,,,,1,1,,1,0000,32,6,,3,3,2,1,0,0,1,1,1,0,0,0,0,2,1,1,2,2,2,1,2,2,0,0,2,1,,1,1,0,,2,,,3,3,1,0,1,2,5,7299,7299,8311,0,8958,8311,0,0,0,8311,0,0,0,0,0,8311,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,464,233,315,8958,2095,578,742,397,306,479,159,1364,1855,982,1,0,1
2014,6122,1,2014,1,308.62750244,2,2,2,,,,,,2,,2,1,0000,32,6,,3,3,2,0,1,1,1,1,0,1,1,0,1,2,0,2,1,2,2,1,2,2,0,0,2,1,1,2,2,0,1,1,1900000,3,5,4,0,0,0,0,9,25123,21474,28500,3649,9048,27503,997,0,0,27503,0,0,0,0,0,4123,0,23380,0,0,0,0,0,0,0,0,0,0,0,7026,4519,1305,1202,12697,1343,518,3708,2038,340,0,370,2607,1751,21,1,1,1
2014,6130,1,2014,1,411.96560669,6,4.25,3,,,,,,6,2,4,1,0000,32,6,,3,3,2,0,1,1,1,1,0,0,1,0,0,1,0,0,1,2,2,1,2,2,0,0,2,1,,2,1,0,1,2,1314612,4,4,4,0,0,0,0,6,26994,23830,27938,3164,16149,27798,0,0,140,27798,0,140,0,0,0,6002,0,21796,0,0,0,140,0,0,0,0,0,0,0,4108,1876,941,1291,19313,2958,1140,3164,1514,269,32,2653,3466,3317,801,2,0,1
2014,6148,2,2014,1,259.17098999,2,2,1,,,,,,2,1,1,1,0000,32,7,,4,3,2,0,1,1,1,1,0,1,1,1,1,3,1,1,4,2,2,1,2,2,1,0,2,1,1,2,1,0,1,1,2200000,2,4,4,0,0,0,0,7,15817,11488,12135,4329,7375,5016,3939,3005,176,5016,0,0,176,0,0,5016,0,0,0,3005,0,0,0,0,0,0,0,0,0,647,301,87,259,11704,1907,288,4486,1159,35,0,1357,236,1954,282,1,1,1
2014,6155,1,2014,1,329.09490967,1,1.25,0,,,,,,1,1,,1,7400,41,14,,3,4,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,2,1,2,2,0,0,2,2,1,1,,0,,2,,,1,1,1,3,3,2,3,5074,2660,2851,2414,2173,0,0,0,2851,0,0,2851,0,0,0,0,0,0,0,0,0,0,2851,0,0,0,0,0,0,191,0,0,191,4587,768,316,2648,406,11,0,0,213,105,119,1,0,1
2014,6163,1,2014,1,258.13778687,2,2,0,,,,,,2,1,1,3,7400,41,14,,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,2,1,1,2,,0,,2,,,2,2,1,0,2,2,1,1980,1980,2243,0,3992,0,0,0,2243,0,0,2243,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,263,0,61,202,3992,710,242,2107,451,22,0,155,0,305,0,1,0,2
2014,6171,1,2014,1,272.25790405,2,2,1,,,,,,2,,2,1,7400,41,14,,3,4,3,0,1,1,1,1,0,0,1,0,0,2,0,0,1,2,2,1,2,2,0,0,2,2,2,2,,0,,2,,,3,3,1,1,2,2,5,10631,10631,11163,0,8315,4286,0,0,6877,4286,0,4186,997,1694,0,4286,0,0,0,0,0,0,1993,0,0,0,0,0,0,532,429,2,101,8315,1131,787,0,5588,0,44,2,671,92,0,6,0,1
2014,6189,1,2014,1,386.00299072,2,2,0,,,,,,2,1,1,1,7400,41,14,,3,4,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,2,2,2,2,0,0,1,2,1,1,,0,1,2,1009965,3,3,3,0,0,0,0,4,9138,5915,6479,3223,7313,0,0,2791,3688,0,0,3688,0,0,0,0,0,0,0,2791,0,0,3688,0,0,0,0,0,0,564,182,0,382,10209,2376,728,2896,864,1995,33,1231,18,69,0,3,0,1
2014,6197,1,2014,1,406.77490234,1,1.25,0,,,,,,1,1,,1,7400,41,14,,3,4,3,0,1,0,1,1,0,0,1,0,0,1,0,0,1,2,2,2,2,2,0,0,1,2,,1,,0,,2,,,1,1,1,0,2,2,2,3564,3564,3665,0,4081,0,0,0,3665,0,0,2723,942,0,0,0,0,0,0,0,0,0,2723,0,0,0,0,0,0,101,0,0,101,4081,491,493,2157,192,57,0,638,18,36,0,1,0,1
2014,6213,1,2014,1,652.94622803,2,2,2,,,,,,2,1,1,1,7400,41,14,,3,4,3,1,0,0,1,1,0,0,1,0,0,2,0,2,3,2,2,1,2,2,0,0,2,1,1,2,,0,1,2,1009965,3,3,3,0,0,0,0,7,14469,11573,12207,2896,2674,10413,0,0,1794,10413,0,1794,0,0,0,6279,4134,0,0,0,0,0,0,0,0,1794,0,0,0,634,179,108,347,5570,1009,0,2896,657,0,0,229,324,454,0,1,0,1
2014,6221,1,2014,1,670.31439209,1,1.25,1,,,,,,1,1,,1,6900,42,5,,4,5,4,0,1,0,1,1,0,1,1,1,1,1,1,1,2,2,2,1,2,2,0,0,2,1,1,1,1,0,1,2,279472,5,2.5,2.5,0,0,0,0,8,10817,7204,7380,3613,4210,4829,0,0,2552,4829,0,2552,0,0,0,4829,0,0,0,0,0,0,0,0,0,2552,0,0,0,176,7,19,150,7823,1376,87,3613,343,110,732,171,235,881,274,1,0,1
2014,6239,1,2014,1,352.38519287,1,1.25,1,,,,,,1,,1,1,6900,42,5,,4,5,4,1,0,1,1,1,0,0,1,0,1,2,0,1,3,2,2,1,2,2,0,0,2,1,1,1,1,0,1,2,1600000,3,4,4,0,0,0,0,8,11334,7026,7234,4308,18375,2550,0,2691,1993,2550,0,1993,0,0,0,2550,0,0,0,2691,0,0,1993,0,0,0,0,0,0,208,0,17,191,22683,2015,478,4308,1864,10131,326,376,1651,1224,312,1,0,1
2014,6247,2,2014,1,313.21469116,3,2.65,1,1,,,,1,2,1,1,1,6900,42,5,,4,5,4,0,1,1,1,1,0,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,0,1,2,1750000,2,4,4,0,0,0,0,10,40607,36299,43388,4308,18125,24113,0,0,19275,24113,0,19275,0,0,0,24113,0,0,0,0,0,140,0,0,0,0,0,0,19135,7089,4650,1335,1104,22433,4482,691,4909,1748,964,2365,1379,1534,2611,1750,1,0,1
2014,6254,1,2014,1,435.06710815,4,3.2,2,,1,1,,2,2,1,1,1,6900,42,5,,4,5,4,0,1,1,1,1,0,1,1,1,1,2,1,2,1,2,2,1,2,1,1,0,2,1,1,2,2,0,1,,2100000,6,5,5,0,0,0,0,9,40174,34477,49524,5697,27150,49245,0,0,279,49245,0,279,0,0,0,37597,11648,0,0,0,0,279,0,0,0,0,0,0,0,15047,10036,2750,2261,32847,3637,1186,5850,1896,580,584,2548,4399,9724,2445,1,0,1
2014,6262,2,2014,1,338.84161377,4,3.2,2,2,,,,2,2,1,1,1,6900,42,5,,4,5,4,0,1,1,1,1,0,1,1,1,1,2,1,1,5,2,2,1,2,2,1,1,2,1,,2,2,0,1,2,2000000,3,5,5,0,0,0,0,9,39960,32082,40840,7878,22468,38061,0,0,2779,38061,0,2779,0,0,0,22932,15128,0,0,0,0,280,0,0,0,2499,0,0,0,8758,5878,1400,1480,30346,1575,454,8501,1237,3416,5878,275,5543,3398,70,1,0,1
2014,6270,1,2014,1,260.84970093,2,2,0,,,,,,2,,2,1,6900,42,5,,4,5,4,1,0,0,1,1,1,0,1,0,1,2,1,0,1,2,2,1,2,1,0,0,2,2,1,2,,0,1,2,2189453,1,5.5,5.5,0,0,0,0,6,12589,6892,7276,5697,3927,0,0,2791,4485,0,0,4485,0,0,0,0,0,0,0,2791,0,0,4485,0,0,0,0,0,0,384,182,0,202,9624,1133,833,5764,418,22,0,946,291,91,126,6,0,1
2014,6288,1,2014,1,396.19958496,4,3.2,2,,1,1,,2,2,1,1,1,6900,42,5,,4,5,4,0,1,1,1,1,0,1,1,1,1,2,1,1,1,2,2,1,2,2,0,0,2,1,1,2,2,0,1,,2911376,3,6,6,0,0,0,0,9,35650,29953,40397,5697,14064,40118,0,0,279,40118,0,279,0,0,0,22619,17499,0,0,0,0,279,0,0,0,0,0,0,0,10444,6527,2112,1805,19761,1622,398,7138,2124,333,199,838,4619,2352,137,1,0,1
2014,6296,3,2014,1,280.65240479,5,3.75,2,,1,2,,3,2,1,1,1,6500,32,5,,3,4,3,0,1,1,1,1,0,0,1,1,0,3,0,3,2,2,2,1,2,1,1,0,2,1,1,2,2,0,1,2,1200000,3,5,5,0,0,0,0,5,21105,16743,18445,4362,18556,18024,0,0,421,18024,0,421,0,0,0,7994,10030,0,0,0,0,421,0,0,0,0,0,0,0,1702,459,547,696,22592,2582,532,4116,1772,220,684,1691,1782,8451,761,1,0,1
2014,6304,3,2014,1,204.04789734,2,2,2,,,,,,2,1,1,1,6500,32,5,,3,4,3,0,1,1,1,2,0,1,1,1,1,4,1,1,5,2,2,1,2,1,1,0,2,1,1,2,1,0,1,2,1128044,3,4,4,0,0,0,0,10,50464,47438,53335,3026,17624,26582,0,26754,0,26582,0,0,0,0,0,20240,6342,0,0,0,26754,0,0,0,0,0,0,0,0,5897,3628,1146,1123,20650,2130,669,3228,1853,2718,714,2007,3205,2356,1770,2,0,1
2014,6312,3,2014,1,254.02980042,3,2.65,3,,,,,,3,2,1,1,6500,32,5,,3,4,3,0,1,1,1,1,1,0,1,0,1,3,1,3,3,2,2,1,2,2,0,0,2,1,1,2,2,0,1,2,750000,3,3.5,3.5,0,0,0,0,6,18487,14971,16020,3516,5653,12837,0,0,3183,12837,0,2884,299,0,0,5784,1002,6052,0,0,0,0,2884,0,0,0,0,0,0,1049,253,171,625,8679,2008,119,3128,678,67,0,630,258,1729,63,1,0,1
2014,6320,3,2014,1,421.26519775,3,2.65,3,,,,,1,2,1,1,1,6500,32,5,,3,4,3,0,1,1,1,2,0,0,1,1,1,5,2,2,4,2,2,1,2,2,0,1,2,1,1,2,2,0,1,2,1000000,3,4,4,0,0,0,0,8,23981,20955,25015,3026,8600,24574,0,0,441,24574,0,140,0,301,0,13284,10839,451,0,0,0,140,0,0,0,0,0,0,0,4060,2069,991,1000,11626,886,325,3157,780,184,662,546,1070,3500,515,1,0,1
2014,6338,3,2014,1,259.18069458,2,2,1,,,1,,1,1,,1,1,6500,32,5,,3,4,3,0,1,1,1,1,0,0,1,0,0,1,0,2,1,2,2,1,2,1,0,0,2,1,1,2,1,0,1,2,850000,2,4,4,0,0,0,0,8,18957,15931,16176,3026,6855,5875,0,0,10300,5875,0,10300,0,0,0,5875,0,0,0,0,0,281,0,10020,0,0,0,0,0,245,0,54,191,9881,140,36,3126,1045,50,0,1441,1488,2512,43,2,0,1
2014,6346,3,2014,1,200.09300232,3,2.65,1,,,,,1,2,1,1,1,6500,32,5,,3,4,3,1,0,0,1,1,0,1,1,0,2,2,1,2,2,2,2,2,1,2,1,0,2,1,1,2,1,0,1,2,820828,2,3,3,0,0,0,0,5,14917,12351,13453,2566,10542,9339,0,0,4115,9339,0,4115,0,0,0,9339,0,0,0,0,0,140,0,0,0,0,3974,0,0,1102,421,317,364,13108,2292,354,2566,872,0,0,166,4943,1855,61,1,0,1
2014,6353,3,2014,1,355.46069336,2,2,2,,,,,,2,1,1,1,6500,32,5,,3,4,3,0,1,1,1,1,0,0,1,0,1,2,0,1,3,2,2,1,2,1,0,0,2,2,,2,2,0,1,2,1200000,2,4,2,0,0,0,0,5,11639,10041,11396,1598,6147,11396,0,0,0,8676,0,0,0,0,0,8676,0,0,2720,0,0,0,0,0,0,0,0,0,0,1355,512,429,414,7680,2675,0,1632,566,100,3,330,1034,1070,271,3,0,1
