s_seker,misparmb,hodesh_hakira,shnat_hakira,quarter,weight,nefashot,nefeshstandartit,mefarnesim,nefashot0_3,nefashot4_5,nefashot6_11,nefashot12_15,nefashotad18,yeladim0_1,yeladim2_4,yeladim5_9,yeladim10_14,yeladim15_17,nefashot18up,men18up,women18up,religion,nationality,yshuv,nafa,zurat_y,pitua,cluster,madadpereferia,madadpotentziali,tanur_ba,tanur_b,tanur_a,microwave,refrigerator,deep_freezer,dish_washer,washing_m,dryer,v_cleaner,television,dvd,computer,a_conditioner,c_heating,f_heating,cable_tv,digital__receiver,satellite_dish,internet,phones,cell_phones,cars,value_car,baalut,owned_appartement_not_for_living,value_d,mocher_d,sah_hadarim,hadarim,rented_d,add_payers,maskir,mafteah,decile,total_net,net,i1kaspit,iinkind,c3kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39
2013,4390,3,2013,1,364.77081299,1,1.25,0,,,,,,0,0,0,0,0,1,1,,1,0,8400,44,4,,3,5,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,2,2,1,2,2,2,1,1,1,62000,2,2,,,4,4,2,0,0,2,8,11294,8083,8500,3211,7418,0,0,3440,5059,0,0,2327,2732,0,0,0,0,0,0,3440,0,0,2327,0,0,0,0,0,0,417,224,0,193,10630,291,53,3212,719,0,0,71,282,6002,0
2013,4408,3,2013,1,99.438102722,5,3.75,1,1,,2,,3,1,0,2,0,0,2,1,1,1,0,8400,44,4,,3,5,4,0,1,1,1,1,0,1,1,0,1,1,0,2,1,2,2,2,2,2,1,1,2,2,5200,1,2,1150000,3,3,3,0,0,0,0,3,15222,10314,12035,4908,8014,11329,0,0,706,11329,0,706,0,0,0,11329,0,0,0,0,0,706,0,0,0,0,0,0,0,1721,814,442,465,12922,2551,120,2740,946,336,667,375,2056,2567,564
2013,992,2,2013,1,156.38240051,5,3.75,1,,,1,1,2,0,0,1,0,1,3,2,1,1,0,0000,44,6,,4,5,4,0,1,1,1,2,0,1,1,1,1,5,4,5,3,2,2,1,2,2,1,1,2,2,0,2,1,,,7,7,1,0,2,2,7,29971,29321,41333,650,18197,34620,6274,0,439,34620,0,439,0,0,0,34620,0,0,0,0,0,439,0,0,0,0,0,0,0,12012,8184,2095,1733,18848,4371,106,4854,3753,304,638,814,1013,2680,314
2013,1008,2,2013,1,309.0881958,2,2,0,,,,,,0,0,0,0,0,2,1,1,1,0,6200,53,4,,3,5,5,0,1,1,1,1,0,1,1,0,1,3,1,1,3,2,2,1,2,2,1,1,2,1,0,1,2,900000,1,4,4,0,0,0,0,7,14241,10618,11329,3623,9480,0,0,7793,3537,0,0,3537,0,0,0,0,0,0,0,7793,0,0,3537,0,0,0,0,0,0,711,507,0,204,13103,2005,657,3781,710,168,404,2411,751,1638,578
2013,1016,2,2013,1,275.45770264,2,2,0,,,,,,0,0,0,0,0,2,,2,1,0,6200,53,4,,3,5,5,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,2,1,2,2,2,1,,,0,1,2,1034749,3,3,3,0,0,0,0,3,7512,4591,4857,2921,1754,0,0,0,4857,0,0,4857,0,0,0,0,0,0,0,0,0,0,2833,0,0,0,0,2024,0,266,0,62,204,4675,425,181,2921,752,0,0,38,257,101,0
2013,1024,2,2013,1,435.87850952,1,1.25,0,,,,,,0,0,0,0,0,1,1,,1,0,6200,53,4,,3,5,5,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2,2,1,2,2,2,1,1,,0,2,2,,,1,1,1,4,1,2,3,4390,2641,2833,1749,2312,0,0,0,2833,0,0,2833,0,0,0,0,0,0,0,0,0,0,2833,0,0,0,0,0,0,192,0,0,192,4060,625,197,2356,205,43,0,246,160,185,43
2013,1032,2,2013,1,187.41990662,3,2.65,1,1,,,,1,0,1,0,0,0,2,1,1,1,0,6200,53,4,,3,5,5,0,1,1,1,1,0,0,1,0,1,3,1,1,3,2,2,2,1,2,1,1,2,1,0,1,2,1200000,3,3.5,3.5,0,0,0,0,4,11723,7883,8838,3840,5697,8662,0,0,176,8662,0,176,0,0,0,8662,0,0,0,0,0,176,0,0,0,0,0,0,0,955,200,320,435,9320,753,67,3623,919,67,1561,999,90,1040,202
2013,1040,2,2013,1,282.03790283,5,3.75,4,,,,,,0,0,0,0,0,5,2,3,1,0,6200,53,4,,3,5,5,1,0,0,1,1,1,0,1,1,0,3,0,2,1,2,2,1,2,2,1,1,2,2,0,1,2,900000,3,2.5,2.5,0,0,0,0,8,33616,30695,33523,2921,16553,26946,0,4554,2024,26946,0,2024,0,0,0,6978,0,19967,0,4554,0,0,2024,0,0,0,0,0,0,2828,1180,572,1076,19474,3011,395,2921,789,827,1270,611,1963,5344,2343
2013,1057,3,2013,1,115.03790283,2,2,2,,,,,,0,0,0,0,0,2,,2,1,0,5000,51,2,,4,5,5,1,0,0,1,1,0,1,1,0,0,2,0,1,1,2,2,1,2,2,1,1,2,,0,1,2,800000,5,3,3,0,0,0,0,4,9298,4891,5191,4407,3893,5191,0,0,0,5191,0,0,0,0,0,3366,0,1825,0,0,0,0,0,0,0,0,0,0,0,300,0,34,266,8300,1249,399,4617,665,0,0,235,304,314,516
2013,1065,3,2013,1,107.38559723,3,2.65,1,,,1,,1,0,0,1,0,0,2,1,1,1,0,5000,51,2,,4,5,5,1,0,0,1,1,0,0,1,0,1,2,0,1,1,2,2,1,2,2,2,1,1,1,54000,2,2,,,2,2,1,0,1,2,2,8521,8521,8773,0,7601,3335,0,0,5438,3335,0,5438,0,0,0,3335,0,0,0,0,0,176,0,0,0,5262,0,0,0,252,0,17,235,7601,527,309,304,315,0,20,342,822,1582,3379
2013,1073,3,2013,1,234.25700378,7,4.75,1,2,2,1,,5,1,2,2,0,0,2,1,1,1,0,6100,52,4,,2,5,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,,2,1,3000,2,1,,,4.5,4.5,1,0,2,2,2,14476,14381,15977,95,14818,10924,3906,0,1147,10924,0,1147,0,0,0,10924,0,0,0,0,0,1147,0,0,0,0,0,0,0,1596,737,414,445,14818,1955,676,4601,1720,818,827,749,1924,875,674
2013,1081,2,2013,1,277.80780029,4,3.2,2,1,1,,,2,1,0,1,0,0,2,1,1,1,0,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,71000,1,2,1700000,2,4,4,0,0,0,0,9,33303,23395,28710,9908,11062,28271,0,0,439,28271,0,439,0,0,0,15229,13043,0,0,0,0,439,0,0,0,0,0,0,0,5315,2819,1283,1213,20970,1961,179,3586,1482,14,496,773,4831,7058,590
2013,1099,3,2013,1,207.96659851,4,3.2,0,,,2,,2,0,0,1,1,0,2,1,1,1,0,7900,42,13,,3,5,5,0,1,1,1,1,0,1,1,1,2,4,1,4,1,2,2,1,2,2,1,1,2,2,236000,1,1,3500000,2,6,6,0,0,0,0,4,15787,11146,11268,4641,37754,0,10827,0,441,0,0,441,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,122,0,20,102,42395,4128,555,6761,5055,345,1639,446,4990,10679,7799
2013,885,2,2013,1,309.331604,1,1.25,1,,,,,,0,0,0,0,0,1,1,,1,0,5000,51,2,,4,5,5,0,1,0,1,1,0,0,1,0,0,1,1,1,1,2,2,2,2,1,1,,1,1,0,2,2,,,2,1,1,0,2,2,8,10707,10187,12832,520,7517,12832,0,0,0,12832,0,0,0,0,0,12832,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,1554,550,541,7517,1049,0,1569,451,51,0,116,1404,2049,827
2013,4416,3,2013,1,88.350799561,2,2,1,,,,,,0,0,0,0,0,2,1,1,1,0,8400,44,4,,3,5,4,0,1,1,1,3,1,1,1,0,2,1,0,3,5,2,2,1,2,2,1,1,2,1,129000,1,1,3000000,4,11,8,0,0,0,0,9,22207,19175,20917,3032,23868,7459,2530,8905,2024,7459,0,2024,0,0,0,7459,0,0,0,8905,0,0,2024,0,0,0,0,0,0,1742,1197,171,374,26900,540,265,3032,1353,2584,202,3188,1799,6843,7094
2013,4424,3,2013,1,185.88949585,2,2,1,,,,,,0,0,0,0,0,2,,2,1,0,8400,44,4,,3,5,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,1,,,0,1,2,500000,1,3,3,0,0,0,0,5,10919,8179,8679,2740,5787,3964,0,0,4715,3964,0,4715,0,0,0,3964,0,0,0,0,0,0,2894,0,0,0,0,0,0,500,396,2,102,8527,526,205,2740,4430,67,0,324,18,81,134
2013,4432,2,2013,1,151.2848053,5,3.75,2,,,1,1,3,0,0,0,2,1,2,1,1,1,0,8400,44,4,,3,5,4,1,0,0,1,1,0,0,1,0,1,1,1,3,1,2,2,2,1,2,1,1,2,1,0,1,1,1000269,1,3.5,3.5,0,0,0,0,8,33945,30733,38999,3212,14413,35127,3137,0,735,35127,0,735,0,0,0,22146,12981,0,0,0,0,735,0,0,0,0,0,0,0,8266,4947,1763,1556,17625,3568,548,3289,2226,0,87,433,3350,4126,0
2013,4440,3,2013,1,322.39520264,5,3.75,2,,,1,1,3,0,0,1,1,1,2,1,1,1,0,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,2,0,4,4,1,2,1,2,2,1,1,2,2,163000,1,1,4907177,3,6,6,0,0,0,0,10,85190,77568,180359,7622,47498,170951,8702,0,706,28481,0,706,0,0,0,28481,0,0,142469,0,0,706,0,0,0,0,0,0,0,102791,88400,10456,3935,55120,10062,1348,10508,11784,3783,348,3501,3662,3792,6332
2013,4457,3,2013,1,256.14941406,1,1.25,0,,,,,,0,0,0,0,0,1,,1,1,0,6200,53,4,,3,5,5,1,0,0,1,1,0,0,1,0,0,2,0,0,1,2,2,1,2,2,2,1,2,,0,1,2,600000,3,3,3,0,0,0,0,3,4843,1922,2024,2921,7590,0,0,0,2024,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,102,0,0,102,10511,2404,217,2921,913,43,317,1449,738,1508,0
2013,4465,3,2013,1,151.91900635,2,2,1,,,,,,0,0,0,0,0,2,1,1,2,0,6200,53,4,,3,5,5,1,0,0,1,1,0,0,1,0,0,0,0,1,1,2,2,2,2,2,1,1,2,,0,2,2,,,2,2,1,0,2,2,5,10158,10158,11254,0,6626,7915,0,0,3339,7915,0,2530,810,0,0,7915,0,0,0,0,0,0,2530,0,0,0,0,0,0,1096,405,203,488,6626,954,250,2527,301,346,35,306,0,1149,757
2013,4473,2,2013,1,256.25579834,4,3.2,3,,,1,,2,0,0,0,1,1,2,1,1,1,0,0000,61,10,,3,3,2,0,2,1,1,2,1,1,1,1,1,5,0,2,5,2,2,1,2,2,1,1,2,2,60000,1,1,2168554,4,6,6,0,0,0,0,7,24662,20937,21655,3725,23510,12716,5566,2935,439,12716,0,439,0,0,0,7997,4458,262,0,2935,0,439,0,0,0,0,0,0,0,718,0,264,454,27235,4661,792,4830,2616,1241,1822,1513,1395,7779,586
2013,4481,3,2013,1,47.061199188,3,2.65,3,,,,,1,0,0,0,0,1,2,,2,1,0,5000,51,2,,4,5,5,0,1,1,1,1,0,0,1,0,0,3,1,2,1,2,2,1,2,2,1,1,2,1,27400,2,1,,,4,4,1,0,2,2,8,23459,23459,28497,0,15350,23577,0,4387,176,23577,0,176,0,0,0,20318,0,3615,0,0,0,176,0,0,0,0,0,0,0,5038,3035,1088,915,15350,1962,279,5033,1343,200,694,570,1925,2758,586
2013,4499,3,2013,1,469.22390747,3,2.65,2,1,,,,1,1,0,0,0,0,2,1,1,1,0,5000,51,2,,4,5,5,0,1,0,1,1,0,0,1,0,1,2,0,3,1,2,2,1,2,2,1,,2,1,48000,2,2,,,3,3,1,0,2,2,6,16651,16651,22065,0,15636,22006,0,0,59,22006,0,59,0,0,0,19680,2326,0,0,0,0,59,0,0,0,0,0,0,0,5414,3355,1043,1016,15636,1350,0,4860,1097,552,217,90,1119,6048,304
2013,4507,3,2013,1,208.53430176,2,2,0,,,,,,0,0,0,0,0,2,1,1,1,0,6200,53,4,,3,5,5,0,1,1,1,1,0,1,1,1,0,2,1,1,2,2,2,1,2,2,1,1,2,1,8000,1,2,1036812,1,3.5,3.5,0,0,0,0,7,14908,11285,12345,3623,9634,0,0,9107,3238,0,0,3238,0,0,0,0,0,0,0,9107,0,0,3238,0,0,0,0,0,0,1060,674,0,386,13257,1176,308,3817,949,209,910,4169,1020,629,70
2013,4515,2,2013,1,207.79550171,2,2,0,,,,,,0,0,0,0,0,2,1,1,1,0,6200,53,4,,3,5,5,1,0,0,0,1,0,1,1,1,1,2,0,1,1,2,2,1,2,2,1,1,2,,0,1,2,1400000,1,4.5,4.5,0,0,0,0,5,11057,6615,6881,4442,4771,0,0,0,6881,0,0,6881,0,0,0,0,0,0,0,0,0,0,0,2024,0,4857,0,0,0,266,0,62,204,9213,950,201,4526,1284,0,101,1165,715,229,40
2013,4523,3,2013,1,264.28540039,1,1.25,1,,,,,,0,0,0,0,0,1,1,,1,0,6200,53,4,,3,5,5,0,0,0,1,1,0,0,1,0,0,2,1,1,1,2,2,1,2,2,1,1,1,1,105000,1,2,826462,3,2.5,2.5,0,0,0,0,6,7685,4764,5070,2921,3065,3046,0,0,2024,0,0,2024,0,0,0,0,0,0,3046,0,0,0,2024,0,0,0,0,0,0,306,0,204,102,5986,1115,100,2921,681,54,0,93,286,702,34
2013,4531,3,2013,1,67.171096802,1,1.25,0,,,,,,0,0,0,0,0,1,,1,1,0,6200,53,4,,3,5,5,0,1,1,1,1,0,1,1,0,1,2,1,2,4,2,2,1,2,2,1,1,1,,0,1,1,2000000,1,4,4,0,0,0,0,3,5049,1426,1619,3623,8728,0,0,0,1619,0,0,1619,0,0,0,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,193,0,0,193,12351,1564,906,3809,1022,163,329,2612,431,742,773
2013,4549,3,2013,1,275.72869873,4,3.2,2,,1,1,,2,0,1,1,0,0,2,1,1,1,0,6200,53,4,,3,5,5,0,1,1,1,1,0,1,1,0,0,3,1,2,4,2,2,1,2,2,1,1,2,1,0,1,2,1300000,3,3.5,3.5,0,0,0,0,7,22146,18089,20934,4057,8818,20493,0,0,441,20493,0,441,0,0,0,12562,7931,0,0,0,0,441,0,0,0,0,0,0,0,2845,1291,732,822,12874,2051,348,3736,1122,66,335,1537,2427,793,460
2013,4556,2,2013,1,98.922996521,1,1.25,0,,,,,,0,0,0,0,0,1,,1,1,0,6200,53,4,,3,5,5,0,0,0,1,1,0,0,1,0,1,2,0,0,1,2,2,1,2,2,1,1,1,,0,2,1,,,2,2,1,0,2,2,8,11333,11333,11435,0,10319,0,0,0,11435,0,0,1316,0,10119,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,102,0,0,102,10319,3525,188,4057,1252,0,203,152,259,294,390
2013,4564,3,2013,1,186.02659607,2,2,2,,,,,,0,0,0,0,0,2,1,1,1,0,6200,53,4,,3,5,5,0,1,1,1,1,1,1,1,1,1,3,2,2,4,2,2,1,2,2,1,1,2,2,67000,1,1,1500000,3,4,4,0,0,0,0,10,30576,26953,34550,3623,35513,30543,0,0,4007,5162,0,4007,0,0,0,0,0,5162,25381,0,0,0,4007,0,0,0,0,0,0,7597,4771,2622,204,39136,2288,1540,3750,7518,2645,1063,5899,4140,4809,5486
2013,4572,3,2013,1,179.45770264,2,2,1,,,,,,0,0,0,0,0,2,1,1,5,0,6200,53,4,,3,5,5,1,0,0,1,1,0,0,1,0,1,2,0,1,4,2,2,1,2,2,1,1,2,1,80000,1,2,826462,3,2.5,2.5,0,0,0,0,6,12487,9566,10593,2921,5126,8359,0,630,1604,8359,0,1604,0,0,0,8359,0,0,0,630,0,0,1604,0,0,0,0,0,0,1027,283,234,510,8047,957,262,2994,589,210,688,640,378,1328,0
2013,4580,3,2013,1,193.1125946,2,2,2,,,,,,0,0,0,0,0,2,1,1,1,0,6200,53,4,,3,5,5,0,1,1,0,1,0,0,1,0,1,1,0,1,2,2,2,1,2,2,2,,2,1,0,1,2,1300000,3,4,4,0,0,0,0,10,32589,26842,41838,5747,5569,41115,0,0,723,41115,0,723,0,0,0,40174,941,0,0,0,0,0,0,0,0,0,723,0,0,14996,11436,1919,1641,10927,1643,496,4139,789,943,277,841,37,1762,0
2013,4598,2,2013,1,241.1842041,2,2,0,,,,,,0,0,0,0,0,2,1,1,1,0,0070,61,12,3,3,4,3,0,1,1,1,1,0,1,1,0,1,3,0,1,2,2,2,1,2,2,1,1,2,1,0,1,2,1000000,2,3,3,0,0,0,0,3,6908,4418,4923,2490,7154,0,0,1874,3049,0,0,3049,0,0,0,0,0,0,0,1874,0,0,3049,0,0,0,0,0,0,505,121,0,384,9644,834,116,2490,838,255,324,1177,836,2774,0
2013,4606,2,2013,1,158.38870239,2,2,1,,,,,,0,0,0,0,0,2,1,1,1,0,0070,61,12,3,3,4,3,0,1,1,1,1,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2,1,1,,0,1,2,901121,3,3,3,0,0,0,0,3,7614,5124,5525,2490,2449,2085,0,0,3441,2085,0,3441,0,0,0,2085,0,0,0,0,0,0,3441,0,0,0,0,0,0,401,0,17,384,4939,520,68,2490,1168,10,0,488,18,177,0
2013,4614,2,2013,1,148.54519653,6,4.25,2,,,,1,2,0,0,0,1,1,4,1,3,1,0,0070,61,12,3,3,4,3,0,1,1,1,1,0,1,1,0,1,3,0,1,1,2,2,1,2,2,1,1,2,1,0,2,1,,,4,4,1,0,2,2,3,13931,13931,14338,0,15136,6107,2429,0,5802,6107,0,5802,0,0,0,4258,0,1850,0,0,0,439,0,0,0,5363,0,0,0,407,0,35,372,15136,2596,555,3544,1625,135,830,719,1148,2154,1831
2013,4622,2,2013,1,276.64929199,1,1.25,1,,,,,,0,0,0,0,0,1,1,,1,0,5000,51,2,,4,5,5,0,1,1,0,1,0,0,2,0,0,1,1,0,2,2,2,1,2,2,1,,1,,0,2,2,,,2.5,2.5,1,0,2,2,9,13326,13326,18501,0,15124,18501,0,0,0,0,0,0,0,0,0,0,0,0,18501,0,0,0,0,0,0,0,0,0,0,5175,2570,1798,807,15124,1807,130,4455,501,758,0,1917,1737,3819,0
2013,4630,1,2013,1,782.10552979,1,1.25,1,,,,,,0,0,0,0,0,1,1,,1,0,5000,51,2,,4,5,5,1,0,0,1,1,0,1,1,1,0,1,1,0,2,2,2,1,2,2,2,1,,1,87000,1,2,1500030,3,2,2,0,0,0,0,10,17651,14632,20704,3019,6217,20704,0,0,0,0,0,0,0,0,0,0,0,0,20704,0,0,0,0,0,0,0,0,0,0,6072,3120,2039,913,9236,1556,130,3019,1338,0,0,159,1412,1535,87
2013,4648,1,2013,1,334.2585144,2,2,2,,,,,,0,0,0,0,0,2,1,1,1,0,5000,51,2,,4,5,5,0,1,1,1,1,0,0,1,0,0,1,1,1,0,2,2,1,2,2,1,1,2,2,73000,2,1,,,2.5,2.5,1,0,2,2,9,22090,22090,26239,0,16901,22298,3941,0,0,22298,0,0,0,0,0,16615,5684,0,0,0,0,0,0,0,0,0,0,0,0,4149,2362,871,916,16901,2856,817,4556,1146,212,1603,1401,1877,2432,0
2013,4655,1,2013,1,348.34729004,3,2.65,1,,,2,,2,0,0,1,1,0,1,,1,1,0,5000,51,2,,4,5,5,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,2,2,2,2,1,1,2,1,87000,1,2,2520185,3,4,4,0,0,0,0,6,15637,10051,11899,5586,15965,9442,0,0,2457,0,0,436,0,2021,0,0,0,0,9442,0,0,436,0,0,0,0,0,0,0,1848,467,952,429,21551,3942,743,5586,1980,133,152,445,4846,2538,1187
2013,4663,2,2013,1,318.79089355,3,2.65,2,1,,,,1,1,0,0,0,0,2,1,1,1,0,0070,61,12,3,3,4,3,0,1,1,1,1,0,0,1,0,0,1,1,1,2,2,2,1,2,2,1,,2,1,0,1,2,1000000,3,3,3,0,0,0,0,5,15210,12720,13919,2490,15051,13743,0,0,176,13743,0,176,0,0,0,5621,8122,0,0,0,0,176,0,0,0,0,0,0,0,1199,444,268,487,17541,2983,308,2490,814,0,839,563,3751,5143,650
2013,4671,2,2013,1,158.43159485,4,3.2,1,2,,,,2,1,1,0,0,0,2,1,1,1,0,8400,44,4,,3,5,4,1,0,0,0,1,0,0,1,1,0,3,1,1,0,2,2,1,2,2,1,1,2,1,9300,2,2,,,3,3,1,0,2,2,2,10260,10260,11560,0,8522,10033,0,0,1527,10033,0,1527,0,0,0,10033,0,0,0,0,0,439,0,0,0,1088,0,0,0,1300,544,354,402,8522,1673,108,2379,930,0,1035,149,556,1378,314
2013,4689,2,2013,1,317.34780884,1,1.25,1,,,,,,0,0,0,0,0,1,,1,1,0,8400,44,4,,3,5,4,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,2,2,2,2,2,1,1,,0,1,2,258489,3,3,3,0,0,0,0,3,4582,1842,1990,2740,3339,810,0,0,1181,810,0,1181,0,0,0,810,0,0,0,0,0,0,0,0,1012,0,0,169,0,148,0,17,131,6079,650,389,2740,769,22,307,321,36,441,405
2013,4697,2,2013,1,63.526199341,2,2,1,,,,,,0,0,0,0,0,2,1,1,1,0,0070,61,12,3,3,4,3,0,1,1,1,1,1,0,1,0,0,2,0,0,1,2,2,1,2,2,2,1,2,1,7000,1,2,950000,2,4,4,0,0,0,0,6,12885,9626,10884,3259,5403,9293,0,0,1591,9293,0,1591,0,0,0,9293,0,0,0,0,0,0,1591,0,0,0,0,0,0,1258,399,302,557,8662,1073,386,3259,1106,231,0,821,377,974,433
