s_seker,MisparMB,c3,c30,c300,c300012,c300038,c300046,c300053,c300061,c300079,c300087,c300202,c300210,c300228,c300236,c300244,c300251,c300269,c300277,c300285,c300293,c300301,c300319,c300327,c300335,c300343,c300350,c300368,c300376,c300400,c300418,c300426,c300442,c300459,c300467,c300475,c300483,c300491,c300509,c300517,c300525,c300533,c301,c301010,c301028,c301036,c301044,c301051,c301069,c301077,c302,c302018,c302026,c302034,c302042,c302059,c302067,c302075,c302083,c302109,c302117,c302125,c302133,c302141,c302158,c302166,c302174,c302182,c302190,c302208,c302216,c302224,c302232,c302240,c302257,c302265,c302273,c302303,c302315,c302323,c303,c303016,c303032,c303040,c303057,c303065,c303073,c303081,c303099,c303107,c303115,c304,c304014,c304022,c304030,c304048,c304105,c304113,c304121,c304139,c304147,c304154,c304162,c304170,c304188,c304204,c304212,c304220,c304303,c304311,c305,c305011,c305037,c305045,c305052,c305060,c305078,c305086,c305094,c305102,c305110,c305128,c305136,c305193,c306,c306019,c306027,c306035,c306043,c306050,c306068,c306076,c307,c307017,c307025,c307033,c307041,c307058,c308,c308015,c308023,c308031,c308049,c308064,c308080,c309,c309013,c309021,c309039,c309047,c309054,c309062,c309070,c309088,c309096,c309104,c309120,c309138,c309153,c309179,c309187,c309203,c309211,c309229,c309237,c309245,c309252,c309278,c309286,c309294,c309302,c309310,c309336,c309344,c309351,c309369,c309997
2015,40139,12799,1081,165,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,9,0,0,0,22,32,0,0,0,0,0,38,0,0,0,43,0,0,0,0,0,43,0,469,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,38,0,54,0,97,0,0,0,0,0,158,0,0,41,0,0,0,41,0,0,0,0,0,0,224,47,0,0,0,0,14,0,11,0,46,0,69,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,32,0,0,0,0,0,13,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
2015,40147,23391,2173,295,11,0,21,0,65,15,0,0,0,0,0,0,0,0,0,0,0,0,37,0,31,0,0,0,0,0,0,0,0,0,0,41,0,0,47,0,28,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,49,0,0,21,0,52,0,0,0,0,0,57,18,0,34,43,52,0,54,0,0,0,0,0,0,0,0,54,0,0,0,0,21,0,0,0,0,21,0,0,24,0,24,0,0,0,826,0,764,0,0,0,63,205,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,39,0,0,0,0,0,21,0,0
2015,40154,13728,1192,334,0,21,0,0,0,0,0,0,30,0,0,0,0,0,0,0,13,216,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,43,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,294,0,11,141,65,78,0,0,106,0,106,0,0,0,28,0,0,0,0,0,28,128,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,25,55,0,0,0,0,0,0,0,0,0,24,0,0
2015,40162,12226,561,84,0,0,0,0,28,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,47,0,0,0,47,0,0,0,0,0,0,215,32,0,0,21,0,19,0,17,14,42,0,21,36,0,0,12,0,0,86,0,0,0,0,0,86,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,40170,16653,945,123,0,0,0,0,32,0,0,0,0,0,15,0,0,0,0,0,0,0,0,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,51,0,39,0,0,144,0,0,0,58,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,43,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
2015,40188,16013,3546,846,0,73,13,10,121,0,0,0,0,0,19,0,0,0,0,0,0,80,161,17,127,0,0,0,0,44,80,0,80,0,0,0,0,0,0,0,0,21,80,0,0,0,0,0,0,80,1227,0,221,87,0,0,0,0,0,0,0,0,297,0,149,0,8,218,0,0,0,172,0,0,0,0,0,0,0,75,94,0,0,0,39,0,0,0,0,0,55,507,49,0,0,99,0,0,37,16,0,83,0,30,0,0,127,0,64,0,28,22,0,0,0,0,0,0,0,6,0,0,0,0,503,0,0,180,284,39,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,209,0,0,0,32,0,0,26,11,0,0,0,17,21,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,38,0,0
2015,40196,9215,232,117,0,0,0,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,40204,6891,708,68,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,43,0,50,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,11,0,75,0,0,52,0,52,0,0,0,259,207,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,40212,2950,700,109,0,0,24,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,86,0,0,0,0,0,25,0,30,0,54,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,104,0,250,32,0,0,0,17,53,0,0,0,19,0,12,0,0,36,0,80,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,40220,2899,1041,175,0,0,41,0,22,0,0,0,0,0,0,24,0,0,0,0,0,0,61,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,102,0,66,0,0,0,0,0,0,0,0,182,0,0,0,0,45,0,0,0,0,137,152,52,0,0,0,9,13,0,0,0,38,0,13,0,0,0,0,26,0,73,26,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
