s_seker,MisparMB,c3,c30,c300,c300012,c300038,c300046,c300053,c300061,c300079,c300087,c300202,c300210,c300228,c300236,c300244,c300251,c300269,c300277,c300285,c300293,c300301,c300319,c300327,c300335,c300343,c300350,c300368,c300376,c300400,c300418,c300426,c300442,c300459,c300467,c300475,c300483,c300491,c300509,c300517,c300525,c300533,c301,c301010,c301028,c301036,c301044,c301051,c301069,c301077,c302,c302018,c302026,c302034,c302042,c302059,c302067,c302075,c302083,c302109,c302117,c302125,c302133,c302141,c302158,c302166,c302174,c302182,c302190,c302208,c302216,c302224,c302232,c302240,c302257,c302265,c302273,c302303,c302315,c302323,c303,c303016,c303032,c303040,c303057,c303065,c303073,c303081,c303099,c303107,c303115,c304,c304014,c304022,c304030,c304048,c304105,c304113,c304121,c304139,c304147,c304154,c304162,c304170,c304188,c304204,c304212,c304220,c304303,c304311,c305,c305011,c305037,c305045,c305052,c305060,c305078,c305086,c305094,c305102,c305110,c305128,c305136,c305193,c306,c306019,c306027,c306035,c306043,c306050,c306068,c306076,c307,c307017,c307025,c307033,c307041,c307058,c308,c308015,c308023,c308031,c308049,c308064,c308098,c309,c309013,c309021,c309039,c309047,c309054,c309062,c309070,c309088,c309096,c309104,c309120,c309138,c309153,c309179,c309187,c309203,c309211,c309229,c309237,c309245,c309252,c309278,c309286,c309294,c309302,c309310,c309336,c309344,c309351,c309369,c309377,c309997
2018,158,23338,4045,201,0,0,74,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,913,0,0,0,69,0,0,0,0,880,104,0,0,0,0,94,0,0,0,206,0,61,105,0,0,100,211,0,104,0,0,0,0,0,48,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,860,452,0,0,0,565,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0
2018,166,23227,4192,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,0,1668,693,53,0,0,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
2018,174,8552,262,96,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0
2018,182,11818,3618,328,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,52,0,0,153,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,0,234,0,0,269,0,0,0,0,0,0,0,0,184,0,0,0,0,984,0,122,0,314,0,0,0,0,0,431,69,0,0,0,0,69,0,0,0,0,0,336,0,0,29,0,0,78,0,38,104,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52,0,0,0,0,0,0,0,0,294,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,59,43820,3928,963,0,0,70,0,0,0,0,83,22,0,43,0,0,0,0,0,0,0,39,0,136,0,52,40,57,0,0,81,179,0,0,96,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,154,0,0,0,395,91,0,0,0,0,0,0,0,0,0,0,0,0,0,153,26,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,118,61,0,0,0,0,0,0,0,0,0,1975,0,219,0,0,1756,0,262,0,0,109,0,0,0,0,46,0,0,0,24,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,67,30642,2358,295,0,0,70,53,31,0,0,0,0,0,0,0,0,0,35,0,0,0,39,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,30,0,0,57,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,378,0,0,0,0,0,0,0,0,475,70,0,0,0,118,0,0,19,0,0,0,78,68,0,74,47,0,0,180,0,0,0,0,0,0,0,132,48,0,0,0,0,57,0,0,0,57,0,0,0,0,0,0,0,0,0,803,0,0,509,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,190,9624,954,166,0,0,70,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,74,0,0,0,36,0,0,0,0,92,0,0,79,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,208,12268,1279,189,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,168,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,66,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,75,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,281,0,0,0,0,72,22,0,0,0,0,0,0,11,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,34,30244,4073,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,351,988,272,0,0,167,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182
2018,42,26649,5627,1169,0,0,70,48,53,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,262,0,584,0,0,0,310,0,122,0,0,131,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,803,0,0,0,0,0,0,0,0,866,126,0,0,0,17,358,144,0,0,74,0,20,0,0,0,26,100,0,122,0,0,0,122,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,1394,0,1268,0,125,0,0,936,293,158,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,0,0,0,0,17,0,0,52,0,0,0,0
2018,216,22169,2453,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,244,229,0,0,43,36,0,79,114,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,25,0,0,0,0,0,0,0,0,0,0,29,0,0,0,23,0,0,179,0,0,0,0,0,0,0,0,179,0,0,0,0,58,0,0,30,28,0,0,0,0,0,0,0,0,0,926,0,926,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,224,4296,2453,131,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,39,105,0,0,0,105,0,0,0,1513,0,310,0,0,0,0,0,0,0,0,0,254,0,0,0,0,151,0,158,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,45,0,0,0,0,72,0,39,0,0,0,0,0,0,87,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,68,25,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,232,10761,731,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,126,0,0,0,74,0,52,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,258,0,210,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,240,9514,1652,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,101,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,249,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,260,180,0,302,0,197,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
2018,257,4233,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,30,0,0,0,0,18,0,43,0,0,0,0,0,0,153,0,96,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,265,10231,1211,481,0,0,119,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,44,0,0,175,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,96,0,0,0,0,137,0,37,0,189,0,51,0,0,0,0,0,0,72,49,0,0,0,0,0,0,0,23,0,0,0,0,65,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,273,25758,2773,369,0,48,88,132,0,0,0,0,0,0,44,0,0,0,0,44,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,110,0,0,241,0,527,0,0,0,0,219,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,206,167,0,0,0,18,0,0,0,0,0,0,22,0,0,0,0,0,0,175,0,0,0,0,0,0,0,70,105,0,0,0,0,553,0,0,145,408,0,0,0,0,0,0,0,0,0,307,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,281,13437,2180,345,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,65,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,26,0,0,0,26,0,0,0,101,0,101,0,0,0,641,0,132,0,0,0,509,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922
2018,299,44149,6273,214,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,49,0,0,0,0,87,114,0,0,37,83,42,0,0,0,52,0,0,109,0,0,0,0,0,0,0,0,0,109,0,0,0,85,0,0,85,0,0,0,0,0,0,0,0,0,0,2726,0,0,2420,48,0,258,2675,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0
2018,307,56864,12055,241,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,26,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,31,22,0,0,0,0,154,0,0,0,154,0,0,0,0,0,0,0,0,0,11407,101,10301,443,140,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,315,49847,11696,371,0,0,33,0,119,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9095,2829,0,0,0,0,0,0,1733,853,0,0,528,0,0,124,382,0,0,0,0,0,0,0,0,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,59,0,0,0,0,0,110,0,0,112,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,0,0,1317,0,0,70,439,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,323,25827,3042,373,26,0,60,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,59,0,0,0,0,0,0,0,61,0,77,15,287,0,171,0,0,0,56,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,109,0,0,0,0,188,0,224,56,0,0,0,0,0,0,0,0,0,0,92,0,0,0,26,50,0,72,28,0,0,0,0,0,0,44,0,0,0,0,0,332,0,0,0,284,48,0,0,0,0,0,0,0,0,1208,0,381,0,0,0,827,247,0,135,0,0,35,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,331,15020,2069,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,1929,0,1734,26,75,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,349,13011,1671,505,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8,0,0,78,0,0,0,24,0,15,0,0,0,0,0,173,74,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,467,79,0,0,0,54,179,0,0,0,54,0,22,0,0,0,79,0,0,254,0,0,9,0,0,135,0,109,0,0,0,0,0,137,46,0,0,91,0,0,0,0,0,0,0,0,0,167,0,0,0,86,0,81,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
