s_seker,MisparMB,c3,c30,c300,c300012,c300038,c300046,c300053,c300061,c300079,c300087,c300202,c300210,c300228,c300236,c300244,c300301,c300319,c300327,c300335,c300343,c300400,c300418,c300426,c300442,c300459,c300467,c300475,c300483,c300491,c300509,c300517,c301,c301010,c301028,c301036,c301044,c301051,c301069,c302,c302018,c302026,c302034,c302042,c302059,c302067,c302075,c302083,c302109,c302117,c302125,c302133,c302141,c302158,c302166,c302174,c302182,c302190,c302208,c302216,c302224,c302232,c302240,c302257,c302265,c302273,c302303,c302315,c302323,c303,c303016,c303032,c303040,c303057,c303065,c303073,c303081,c303099,c303107,c303115,c304,c304014,c304022,c304030,c304048,c304105,c304113,c304121,c304139,c304147,c304154,c304162,c304170,c304188,c304204,c304212,c304303,c304311,c305,c305011,c305037,c305045,c305052,c305060,c305078,c305086,c305094,c305102,c305110,c305128,c305136,c305193,c306,c306019,c306027,c306035,c306043,c306050,c306068,c306076,c307,c307017,c307025,c307033,c307041,c307058,c308,c308015,c308023,c308031,c308049,c308064,c308080,c309,c309013,c309021,c309039,c309047,c309054,c309062,c309070,c309088,c309096,c309104,c309120,c309138,c309153,c309179,c309187,c309203,c309211,c309229,c309237,c309245,c309252,c309278,c309286,c309294,c309310,c309336,c309344,c309351,c309997,c317115
2012,24372,6664,264,24,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,43,0,0,0,0,43,17,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24380,10905,1955,437,0,32,25,0,24,0,0,35,0,26,0,0,0,65,33,97,59,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,744,105,0,0,0,19,0,111,16,0,148,0,83,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,188,0,30,48,0,0,0,0,0,0,0,48,0,0,0,48,0,0,214,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24398,17465,2196,215,0,0,0,37,48,43,0,0,0,0,22,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,22,132,0,0,0,63,0,69,745,0,150,0,0,0,0,0,0,0,0,0,233,0,144,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,229,65,0,0,0,0,0,59,0,20,35,0,51,0,0,0,0,0,56,0,0,0,0,0,0,0,0,56,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,0,397,261,137,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24406,15008,2146,327,0,0,0,52,0,0,0,0,0,0,41,22,0,8,26,13,0,0,0,54,98,0,0,0,0,0,0,14,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,302,20,0,0,27,0,40,0,0,0,36,0,110,0,0,43,26,0,129,0,0,0,35,0,14,0,30,22,0,28,0,0,43,0,0,0,0,0,43,0,0,0,0,0,0,0,892,206,245,76,265,0,99,360,0,0,0,35,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,46,0,0,0,22,217,11
2012,24414,16499,1832,696,0,16,0,35,22,0,298,0,0,0,0,0,157,0,0,66,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,101,0,0,0,0,0,328,280,66,0,0,49,0,0,0,0,0,83,0,16,0,0,0,66,0,66,0,0,0,0,0,0,0,0,0,0,66,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,66,0,66,0,0,0,0,131,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24422,27092,5144,349,0,0,43,24,0,0,0,0,0,0,0,0,0,69,0,0,0,0,43,41,37,0,0,26,0,0,0,66,104,0,0,70,19,15,0,447,189,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,735,53,0,0,55,16,70,162,0,0,156,0,52,24,0,94,53,0,394,0,0,0,0,0,0,0,61,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,1796,106,731,0,142,340,0,0,66,0,0,0,0,43,0,0,0,0,56,0,0,154,0,0,0,0,0,0,0,0,0,0,22,0,0,0
2012,24430,6394,230,28,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24448,3069,230,28,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24455,12648,1294,276,60,32,0,0,0,24,0,9,0,0,0,0,0,0,39,0,25,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58,0,0,0,0,0,669,126,0,0,106,31,149,17,10,0,61,0,61,0,0,43,65,0,40,0,16,0,0,0,0,0,24,0,0,0,0,0,48,0,0,0,0,48,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,183,0,0,65,24,4,22,0,10,0,37,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24463,14657,1406,250,0,16,0,0,33,23,0,0,0,0,0,52,18,43,0,24,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,174,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,24,0,0,0,48,0,0,0,0,54,0,98,0,0,0,65,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,141,0,26,0,0,0,0,0,0,0,0,230,0,100,0,0,0,130,125,35,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,53,0
2012,24471,5415,682,50,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,54,0,0,0,0,22,26,0,0,107,0,59,0,0,0,24,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24489,5284,1029,199,0,0,20,0,0,0,0,33,0,0,22,0,0,65,0,0,0,39,0,0,0,0,0,22,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,382,33,0,0,13,16,52,0,0,0,31,0,109,0,0,76,53,0,65,22,0,22,0,0,0,0,22,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,102,0,102,0,0,0,0,148,0,54,43,0,0,13,0,0,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24497,10000,1734,117,0,50,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,62,0,0,33,0,29,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,71,0,39,5,0,0,0,0,0,0,0,0,38,0,10,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,175,17,0,15,41,71,30,0,51,0,51,0,0,0,54,0,0,0,54,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0
2012,24505,14833,1952,316,13,0,0,0,33,0,125,0,13,0,0,0,0,50,0,28,0,0,22,0,0,0,0,33,0,0,0,0,137,0,0,93,0,0,43,525,0,0,0,0,0,0,0,0,32,0,0,208,0,0,58,0,60,0,0,0,43,0,0,0,0,0,70,0,54,159,0,66,0,0,0,0,0,0,0,93,243,27,0,0,0,0,0,0,0,35,49,0,50,22,0,17,43,0,107,10,0,0,0,0,28,0,26,0,0,43,0,0,395,30,0,0,365,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,58,0,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2012,24513,7824,1580,338,0,0,0,0,22,22,0,0,11,0,22,0,0,35,0,127,0,0,0,0,92,0,0,0,0,0,9,0,157,0,0,52,19,64,22,359,0,0,112,0,0,0,0,0,0,0,0,133,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,69,236,51,0,0,0,0,44,100,0,0,28,0,13,0,0,0,0,0,187,17,0,0,0,0,0,0,56,52,0,61,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,26,17,0,0,16,0,0,103,0,22,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
2012,24521,4060,1033,155,16,32,0,22,44,0,0,17,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,41,0,0,0,0,0,0,280,127,0,0,0,0,0,43,17,0,0,0,13,0,0,26,52,0,209,9,0,0,0,0,0,0,0,200,0,0,0,0,160,0,0,26,133,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24539,19147,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,391,0,0,0,0,0,261,0,0,0,0,0,0,195,0,109,0,0,0,226,0,0,0,0,0,0,0,54,174,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,67,0,23,0,0,478,0,0,0,478,0,2510,0,423,790,59,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24547,8116,656,224,46,0,0,0,0,56,0,0,0,0,41,0,23,17,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,229,14,0,65,0,0,11,119,20,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,85,0,0,0,56,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2012,24554,52249,2988,193,0,0,26,35,91,0,0,0,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,54,48,0,0,0,2075,617,377,0,0,0,0,54,380,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,231,0,167,0,0,155,0,155,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,93,19,0,0,0,0,20,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,268,81,17,74,0,0,0,65,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24562,12548,854,54,0,0,24,0,7,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,174,14,0,0,0,0,31,0,0,0,0,0,0,0,0,130,0,0,30,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,0,492,152,264,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24570,4718,391,250,0,0,0,43,0,0,0,0,17,22,0,43,0,33,0,67,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24588,5275,543,157,0,0,0,0,87,0,0,0,0,0,42,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,85,0,14,0,0,0,82,30,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24596,12534,1774,389,0,0,0,37,0,0,0,10,0,24,0,0,0,56,0,0,0,0,261,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,62,364,57,0,0,76,0,0,0,0,44,112,0,25,0,0,50,0,0,56,0,0,0,0,0,0,0,34,22,0,0,0,0,462,24,0,113,288,13,24,0,85,85,0,0,0,0,217,0,217,0,0,0,0,120,0,0,0,0,0,14,62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
2012,24604,9889,533,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,72,158,0,0,0,172,57,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
2012,24612,20366,826,207,0,0,0,13,22,0,0,0,0,0,35,31,33,28,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,32,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,43,0,109,126,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24620,19830,2192,106,0,16,35,0,0,0,0,9,0,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,19,22,0,0,470,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,373,0,0,226,0,0,43,0,0,0,104,610,54,0,0,0,23,85,26,40,35,98,0,47,56,0,145,0,0,109,0,0,43,0,0,35,0,30,0,0,0,0,0,174,0,0,41,39,94,0,0,129,0,46,0,0,82,0,0,0,0,0,0,0,180,0,0,65,0,0,0,37,0,0,54,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
2012,24638,14107,2846,801,0,47,0,0,22,0,0,0,0,12,26,0,97,219,52,164,0,0,91,13,0,0,0,0,59,0,0,0,37,0,0,37,0,0,0,211,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0,0,434,26,0,0,0,8,52,48,8,34,28,0,27,81,0,121,0,0,276,10,0,0,0,0,32,17,13,203,0,0,0,0,155,0,29,42,61,23,0,0,0,0,0,0,0,0,811,521,0,0,290,0,0,72,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
2012,24646,4022,624,45,11,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,265,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,35,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,22,0,0,0
2012,24653,29327,4041,614,0,0,23,33,76,17,0,0,36,0,0,0,0,28,26,15,0,25,86,30,56,0,0,28,0,0,0,134,0,0,0,0,0,0,0,243,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,1005,78,0,0,50,134,0,278,0,160,89,0,112,0,0,24,78,0,49,0,0,0,0,0,0,0,0,49,0,0,0,0,113,0,0,0,113,0,0,0,0,0,0,0,0,0,1747,651,582,226,130,0,158,271,46,0,0,65,0,0,0,20,0,20,0,74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
2012,24661,7960,575,108,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,67,0,0,0,8,0,0,0,44,35,0,13,0,0,0,0,0,45,20,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,98,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24679,11461,2137,474,0,62,0,0,0,0,0,0,0,0,0,0,115,64,0,98,0,0,25,0,26,0,0,46,39,0,0,0,22,0,0,22,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,107,94,0,0,0,0,0,0,0,0,0,94,480,119,0,0,44,0,0,78,31,0,0,0,75,0,0,24,109,0,178,0,0,24,0,0,37,0,13,104,0,0,0,0,133,0,0,43,26,64,0,0,0,0,0,0,0,0,223,0,0,66,156,0,0,236,35,0,0,33,0,0,0,0,0,0,0,30,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
2012,24687,5889,1532,331,0,0,16,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,109,0,0,109,0,0,0,375,0,0,0,0,61,0,0,0,103,0,0,0,0,0,29,0,0,0,183,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,133,38,0,0,0,0,0,26,10,20,0,39,0,0,0,0,0,0,134,26,0,0,88,0,19,0,0,0,0,0,0,0,37,13,0,24,0,0,0,0,0,0,0,0,0,0,326,326,0,0,0,0,0,56,0,0,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24695,3712,594,121,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,50,0,0,50,0,0,0,111,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,49,0,0,0,0,0,0,0,0,0,48,36,0,0,0,0,36,0,0,0,0,0,256,84,0,0,0,16,20,37,25,0,0,0,51,0,0,24,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24703,2205,1367,474,0,0,26,11,61,0,0,0,0,0,0,0,0,0,0,147,38,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,137,0,0,0,137,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,9,0,64,320,25,0,0,56,0,56,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24711,2711,300,44,0,16,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,13,0,0,0,16,0,0,0,0,72,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24729,18485,3208,785,10,162,0,48,0,35,0,52,0,33,39,0,76,0,0,23,0,155,76,26,0,0,0,0,50,0,0,0,166,0,0,50,46,37,33,1217,0,59,0,0,0,0,0,0,241,0,0,95,0,133,29,279,32,0,0,0,0,0,0,223,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,531,94,0,0,0,16,7,0,38,124,189,0,41,22,0,0,0,0,168,17,0,30,0,0,0,0,55,65,0,0,0,0,151,0,0,82,26,0,43,0,120,0,120,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,13,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
2012,24737,17191,1971,256,0,0,20,18,0,20,0,0,0,0,0,0,0,0,43,33,0,0,0,30,18,0,0,0,0,0,0,74,0,0,0,0,0,0,0,217,126,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,163,0,163,0,0,0,0,0,0,0,0,202,12,0,0,41,0,0,101,0,0,23,0,25,0,0,0,0,0,90,0,0,0,0,0,32,0,13,46,0,0,0,0,68,0,0,0,0,68,0,0,0,0,0,0,0,0,879,271,608,0,0,0,0,95,0,0,0,0,0,0,43,0,0,24,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24745,9795,1530,133,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,78,0,0,0,0,0,39,0,212,0,0,22,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,42,0,0,0,0,76,370,0,0,35,0,45,24,0,0,0,0,103,0,16,0,0,0,0,56,30,0,0,0,0,0,59,0,0,0,35,24,0,0,0,0,0,0,0,0,67,0,30,0,37,0,0,83,0,0,0,0,0,0,0,50,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,24752,16665,6148,354,0,0,35,0,0,41,0,0,0,0,0,0,217,33,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1755,125,0,0,0,0,0,0,0,202,0,0,428,0,204,0,334,0,0,333,129,0,0,0,0,0,0,0,0,0,267,0,74,28,0,130,35,0,0,0,0,247,0,0,0,0,0,65,41,0,0,0,0,0,0,0,78,63,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,270,8,0,52,28,52,130,0,941,433,83,0,425,0,2041,0,1960,80,0,0,0,251,0,0,0,0,10,0,0,0,0,0,0,0,33,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
