s_seker,MisparMB,c3,c30,c300,c300012,c300038,c300046,c300053,c300061,c300079,c300087,c300202,c300210,c300228,c300236,c300244,c300301,c300319,c300327,c300335,c300343,c300400,c300418,c300426,c300442,c300459,c300467,c300475,c300483,c300491,c300509,c300517,c301,c301010,c301028,c301036,c301044,c301051,c301069,c302,c302018,c302026,c302034,c302042,c302059,c302067,c302075,c302083,c302109,c302117,c302125,c302133,c302141,c302158,c302166,c302174,c302182,c302190,c302208,c302216,c302224,c302232,c302240,c302257,c302265,c302273,c302303,c302315,c302323,c303,c303016,c303032,c303040,c303057,c303065,c303073,c303081,c303099,c303107,c303115,c304,c304014,c304022,c304030,c304048,c304105,c304113,c304121,c304139,c304147,c304154,c304162,c304170,c304188,c304204,c304212,c304303,c304311,c305,c305011,c305037,c305045,c305052,c305060,c305078,c305086,c305094,c305102,c305110,c305128,c305136,c305193,c306,c306019,c306027,c306035,c306043,c306050,c306068,c306076,c307,c307017,c307025,c307033,c307041,c307058,c308,c308015,c308023,c308031,c308049,c308064,c308080,c309,c309013,c309021,c309039,c309047,c309054,c309062,c309070,c309088,c309096,c309104,c309120,c309138,c309153,c309179,c309187,c309203,c309211,c309229,c309237,c309245,c309252,c309278,c309286,c309294,c309310,c309336,c309344,c309351,c309997,c317115
2012,42,22269,2267,361,0,16,0,0,59,9,0,0,0,0,23,0,0,99,0,43,0,0,0,27,34,0,0,24,0,26,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,124,0,191,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,395,55,0,0,0,37,0,79,0,0,59,0,67,45,0,0,53,0,57,0,0,0,0,0,33,0,0,24,0,0,0,0,75,0,0,0,75,0,0,0,0,0,0,0,0,0,477,264,132,22,0,0,59,451,42,0,0,33,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,59,13085,1688,304,0,0,64,0,5,0,0,0,0,0,0,0,0,66,0,0,22,0,0,59,88,0,0,0,0,0,0,0,15,15,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,184,0,57,55,0,39,0,58,0,0,0,0,0,0,0,0,0,0,89,0,0,0,33,56,0,0,0,0,0,199,68,0,0,0,0,0,0,0,0,57,0,48,0,0,0,27,0,320,0,100,31,0,0,0,0,82,106,0,0,0,0,132,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,143,0,0,0,57,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,67,40016,4512,721,0,0,26,100,43,18,0,26,0,22,44,66,0,18,22,57,18,154,0,0,0,0,0,66,0,0,0,42,79,0,0,79,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,165,0,229,0,0,0,0,309,0,0,0,0,0,144,0,0,86,0,240,0,0,0,35,0,0,0,0,204,0,1061,274,0,0,54,68,144,76,0,37,95,0,100,127,0,0,85,0,209,42,0,0,0,0,9,0,0,143,14,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,988,0,890,0,0,0,98,246,0,0,0,51,0,0,37,0,0,35,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
2012,75,10472,1495,244,0,0,0,0,0,53,0,0,0,0,66,0,88,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,211,59,0,59,55,0,37,374,264,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,26,0,0,0,0,110,0,218,55,0,0,0,0,31,0,44,0,22,0,66,0,0,0,0,0,123,33,0,0,0,0,0,0,0,33,0,57,0,0,57,0,0,15,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,88,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
2012,83,47818,5645,490,0,0,33,0,26,69,0,14,0,12,0,0,0,22,0,64,58,0,0,66,126,0,0,0,0,0,0,0,155,56,81,0,18,0,0,765,477,0,0,0,0,0,0,0,0,0,0,45,0,122,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,50,0,0,0,8,208,191,0,55,186,0,93,0,0,0,53,0,35,0,0,28,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,747,1715,312,86,0,97,397,68,0,176,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,14,22,0
2012,91,24593,2709,371,0,0,97,0,130,0,0,0,0,0,0,0,0,17,0,17,33,0,0,18,0,61,0,0,0,0,0,0,22,0,0,22,0,0,0,358,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,64,0,0,0,0,0,0,0,0,0,0,0,0,215,0,215,0,0,0,0,0,0,0,0,241,96,0,0,0,0,35,0,0,0,24,40,20,0,0,0,27,0,212,0,0,0,0,0,24,43,75,70,0,0,0,0,76,0,0,0,45,31,0,0,0,0,0,0,0,0,1156,0,519,367,66,0,204,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
2012,109,16466,1487,267,0,0,0,0,68,0,0,16,0,0,0,0,0,0,0,8,35,0,0,0,43,0,0,0,64,0,33,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,61,0,83,0,0,0,0,0,0,0,26,0,30,0,0,151,0,0,0,0,0,171,0,0,171,0,0,0,0,0,0,0,415,25,0,0,0,16,0,0,0,0,50,0,49,78,0,170,27,0,69,0,0,0,0,0,20,0,50,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,154,154,0,0,0,0,0,45,0,0,0,0,0,9,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,117,34749,2419,357,10,0,27,0,25,13,0,13,25,0,0,0,33,0,35,0,0,0,0,0,112,0,0,0,0,0,26,37,59,0,0,40,20,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,48,0,0,0,0,0,0,172,58,0,0,14,0,0,0,0,0,14,0,0,0,0,624,130,0,0,25,0,103,86,0,59,31,33,66,64,0,0,27,0,93,0,0,0,0,0,0,0,44,22,0,27,0,0,55,0,0,0,26,29,0,0,0,0,0,0,0,0,644,99,229,290,0,0,26,94,26,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2012,125,7201,1245,226,63,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,0,0,0,20,44,0,0,0,0,24,0,0,59,0,0,22,37,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,248,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,288,44,0,0,0,0,37,60,0,0,38,22,0,63,0,24,0,0,188,33,0,0,0,0,67,53,0,0,0,35,0,0,22,0,0,22,0,0,0,0,57,0,57,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
2012,133,23948,2246,224,16,0,0,10,0,22,0,0,0,0,0,0,0,55,40,61,20,0,0,0,0,0,0,0,0,0,0,0,70,0,29,0,18,24,0,139,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,56,39,0,0,0,39,0,0,0,0,0,0,198,0,0,0,0,0,15,31,0,0,0,44,43,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,123,70,0,0,0,0,53,1409,0,0,0,0,0,0,0,0,0,20,0,0,31,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,1056,0
2012,141,25692,5001,933,0,0,41,0,33,38,0,0,0,0,88,32,242,255,40,41,0,0,0,0,0,0,0,71,0,51,0,0,132,0,132,0,0,0,0,1011,355,158,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,99,0,182,0,0,0,0,0,0,0,77,128,0,128,0,0,0,0,0,0,0,0,455,68,0,0,0,0,66,0,0,0,41,33,75,95,0,0,77,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,843,0,0,681,123,40,0,0,0,0,0,0,0,0,655,0,572,0,0,0,84,807,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0
2012,158,14326,1695,376,0,0,0,44,24,22,0,22,0,22,0,0,0,153,24,26,0,0,0,0,39,0,0,0,0,0,0,0,134,0,0,112,22,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,193,0,103,0,0,0,0,0,0,90,0,331,98,0,0,17,0,60,0,0,0,48,0,36,0,0,0,71,0,88,0,0,0,0,0,17,0,49,0,0,22,0,0,56,0,0,56,0,0,0,0,158,0,158,0,0,0,110,0,110,0,0,0,0,210,0,35,46,0,3,42,0,31,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,166,3204,887,160,0,0,66,0,28,0,0,0,0,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,122,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,44,0,28,69,0,0,0,0,0,276,0,0,0,0,0,53,0,10,0,138,0,30,0,0,0,44,0,104,0,0,0,0,0,0,0,104,0,0,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,174,12997,2658,554,11,35,35,37,89,48,0,0,0,0,76,36,0,99,0,32,35,0,0,0,20,0,0,0,0,0,0,0,42,0,0,42,0,0,0,436,0,82,0,0,0,0,0,0,0,0,0,109,0,127,0,81,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,41,0,0,20,24,46,49,0,94,77,0,151,29,0,0,0,0,198,31,35,0,0,0,0,0,40,0,0,92,0,0,380,0,0,272,109,0,0,0,251,0,0,0,0,251,70,0,70,0,0,0,0,198,0,66,42,0,4,0,0,0,0,0,0,22,0,0,0,0,14,0,31,0,19,0,0,0,0,0,0,0,0,0
2012,182,55600,2566,391,0,0,49,0,0,57,0,0,0,0,0,0,0,29,155,51,0,0,40,0,11,0,0,0,0,0,0,0,38,0,0,0,38,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,140,0,0,0,0,168,0,21,0,30,0,35,0,0,0,0,0,884,44,0,0,0,88,0,0,255,474,0,24,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,450,0,385,0,55,0,10,319,0,127,59,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,190,19182,3005,159,0,0,0,0,22,36,0,0,0,0,0,0,26,0,33,0,0,0,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,1622,0,746,380,474,0,22,1118,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0
2012,208,10032,972,323,0,0,61,15,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,13,0,0,0,13,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,76,0,0,0,0,33,207,22,0,0,0,0,93,36,0,0,0,0,57,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,216,14463,1860,288,0,0,24,20,51,7,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,343,0,0,28,0,0,0,116,0,0,0,0,0,0,0,0,0,0,141,0,0,0,46,95,0,0,0,0,0,460,67,0,0,0,8,184,13,20,0,100,0,27,42,0,0,0,0,125,32,0,0,42,0,0,0,0,51,0,0,0,0,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,127,66,69,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,224,10569,1579,157,0,0,0,22,47,22,0,0,0,0,0,0,0,0,0,34,0,0,0,26,0,0,0,7,0,0,0,0,41,0,0,18,23,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,44,0,0,0,0,0,65,10,57,144,0,40,0,0,0,0,0,106,0,0,0,0,0,85,0,0,21,0,0,0,0,33,0,0,16,16,0,0,0,0,0,0,0,0,0,736,0,0,714,0,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
2012,232,19210,1988,622,0,0,37,46,18,0,0,0,0,15,17,148,67,71,0,63,55,60,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,88,70,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,44,0,83,0,0,0,0,0,0,0,0,167,0,0,0,46,0,0,0,0,0,121,354,53,0,0,0,0,45,91,0,0,92,0,73,0,0,0,0,0,141,22,0,27,0,0,51,0,0,42,0,0,0,0,92,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,50,182,0,0,4,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,240,10153,2235,467,0,0,0,73,46,0,0,7,52,0,0,0,0,79,0,68,0,87,0,9,0,0,0,0,0,0,47,0,80,56,0,0,0,24,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,209,0,88,0,77,0,0,0,0,0,44,425,55,0,0,0,0,0,177,0,38,104,0,52,0,0,0,0,0,87,9,0,0,0,0,0,0,0,33,0,46,0,0,67,0,0,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,44,29,0,9,0,44,0,0,0,0,0,0,0,534,0,0,44,0,0,0,0,0,0,19,0,0,0,0
2012,257,5946,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
2012,265,14700,1024,234,0,0,0,34,0,0,0,0,9,0,66,0,0,11,0,11,44,0,0,0,15,0,0,0,0,44,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,17,0,47,0,0,0,0,0,141,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0,134,0,0,0,0,0,0,33,8,0,30,0,63,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,64,0,0,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,24,58,0,0,0,0,0,0,0,0,0
2012,273,2309,876,72,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,74,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,55,70,70,0,0,0,0,0,0,0,0,0,127,56,0,0,0,37,0,16,17,0,0,0,0,0,0,0,0,0,223,0,0,0,52,162,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,281,4937,906,412,15,0,0,37,111,0,0,0,0,0,14,0,18,33,0,127,0,26,0,31,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,204,93,0,0,0,0,0,25,23,0,0,0,37,0,0,0,27,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,0,0,135,0,0,51,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0
2012,299,8932,708,80,0,0,0,0,10,0,0,0,0,33,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,307,7844,948,220,0,0,0,0,20,0,0,7,0,14,0,0,11,24,0,0,0,0,0,20,37,0,0,40,0,0,12,35,40,0,0,0,0,0,40,86,0,0,0,0,0,0,0,0,39,0,0,30,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,59,0,0,0,0,8,35,0,0,0,0,36,0,0,0,27,0,80,23,0,0,20,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,330,0,0,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,315,21188,1552,285,0,0,29,0,0,0,0,0,0,0,0,0,0,44,44,39,0,0,0,13,116,0,0,0,0,0,0,0,114,0,0,38,0,76,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,333,66,0,0,22,0,0,23,18,0,0,0,0,0,0,110,0,94,104,0,0,0,0,0,0,0,0,53,0,50,0,0,190,24,0,87,44,35,0,0,121,0,121,0,0,0,0,0,0,0,0,0,0,196,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,0
2012,323,10253,943,154,0,0,0,0,23,0,0,0,0,0,0,40,0,35,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,20,0,48,0,0,0,0,0,0,0,0,0,0,152,0,91,0,21,40,0,0,0,0,0,355,30,45,0,0,0,0,0,0,0,0,0,223,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,331,16162,2470,471,0,0,79,0,22,0,0,9,17,6,20,74,167,0,0,0,0,0,9,0,15,0,0,0,0,23,31,0,9,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,101,0,0,379,59,0,0,41,0,0,0,0,37,49,0,25,36,0,0,132,0,121,10,0,0,0,0,0,0,37,74,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,1209,0,1099,110,0,0,0,131,0,18,0,0,0,0,42,25,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,349,14728,1519,319,0,156,0,0,0,26,0,0,18,27,22,0,0,0,13,13,0,0,0,0,44,0,0,0,0,0,0,0,20,0,0,20,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,83,0,0,0,83,0,0,0,0,0,0,489,140,0,0,0,0,0,134,0,0,70,0,86,0,0,0,60,0,15,11,0,0,0,0,4,0,0,0,0,0,0,0,35,0,0,14,14,7,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,230,0,0,0,20,0,53,27,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,356,24168,3435,263,0,0,99,0,0,0,0,0,0,0,22,0,22,28,0,26,0,0,0,0,66,0,0,0,0,0,0,0,42,0,0,0,0,42,0,538,309,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,337,0,214,0,0,123,0,0,0,0,0,391,68,0,44,0,0,33,102,0,41,0,0,26,28,0,51,0,0,188,4,0,0,0,0,0,0,44,140,0,0,0,0,162,0,0,87,75,0,0,0,0,0,0,0,0,0,1446,0,1319,0,0,0,127,68,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
2012,364,21500,1640,403,15,0,25,36,9,20,0,0,13,11,0,0,20,34,0,10,0,0,20,44,59,0,0,0,0,43,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,66,0,0,0,24,81,52,0,0,150,0,96,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,628,0,324,0,197,0,107,49,0,0,0,0,0,0,27,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,372,2318,638,104,14,0,15,0,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,40,0,0,0,42,0,42,0,0,0,0,151,34,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,52,0,0,0,0,0,0,0,0,0,41,218,0,0,0,104,0,0,0,0,114,0,106,10,0,0,0,0,24,0,0,0,46,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,380,6990,1721,251,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,15,165,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,29,0,0,0,0,66,0,0,0,0,0,50,0,0,0,0,0,96,0,0,0,0,0,0,0,20,76,0,0,0,0,120,0,0,15,105,0,0,0,0,0,0,0,0,0,791,396,182,138,75,0,0,166,0,15,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,53,47,0,0,0,0,0
2012,398,9005,1951,158,0,0,11,35,0,0,0,0,33,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,55,0,0,62,0,0,0,0,0,86,0,29,0,0,0,99,0,88,0,0,0,0,0,44,0,0,0,0,44,0,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,1096,219,644,0,68,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,406,4074,1575,284,22,0,102,0,0,0,0,24,0,9,22,0,22,0,0,0,0,0,0,17,0,0,0,0,66,0,0,0,152,0,0,152,0,0,0,544,0,149,0,0,173,0,0,0,0,109,0,0,0,0,0,0,0,0,91,0,0,0,22,0,0,0,0,0,0,112,0,65,0,0,0,46,0,0,0,0,311,22,0,0,22,0,122,0,18,0,75,0,53,0,0,0,0,0,135,12,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0
2012,414,6296,506,125,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,26,0,0,0,0,46,30,0,0,0,0,36,0,0,0,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,38,0,33,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,29,0,0,0,0,30,0,0,0,0,0
2012,422,4402,1579,130,0,15,59,0,22,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,94,0,0,0,0,55,39,0,0,0,0,44,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,26,23,0,0,0,55,55,0,0,0,0,1095,0,0,0,1095,0,0,44,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
2012,18,19142,1622,284,14,0,20,0,0,35,0,0,0,32,35,0,0,0,0,0,0,0,0,62,87,0,0,0,0,0,0,0,77,0,0,39,20,0,18,213,0,0,0,0,0,0,0,0,0,0,0,63,0,86,0,0,12,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,39,0,0,0,0,0,33,0,0,0,0,46,29,0,0,29,0,40,10,0,0,0,0,4,0,0,0,0,26,0,0,47,0,0,0,0,25,22,0,0,0,0,0,0,0,628,0,458,0,76,77,16,158,0,0,37,0,3,4,0,0,0,17,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
